"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.633906569E1,4.581354442E-4,1.221694518E-3,-3.817795368E-4,1.359478280E-3
1.634148007E1,4.581354442E-4,-1.221694518E-3,8.399150101E-4,1.551735417E-3
1.634389449E1,4.581354442E-4,-1.221694518E-3,8.399150101E-4,1.551735417E-3
1.634630892E1,4.581354442E-4,-6.108472589E-4,2.290677221E-4,7.971790767E-4
1.634872335E1,-1.374406274E-3,0.000000000E0,8.399150101E-4,1.610729596E-3
1.635113777E1,-1.527118147E-4,-6.108472589E-4,-3.817795368E-4,7.363497042E-4
1.635355220E1,4.581354442E-4,0.000000000E0,1.450762269E-3,1.521380704E-3
1.635596663E1,-7.635590737E-4,1.221694518E-3,2.290677221E-4,1.458777562E-3
1.635838106E1,-1.527118147E-4,0.000000000E0,-3.817795368E-4,4.111891452E-4
1.636079543E1,-1.527118147E-4,0.000000000E0,8.399150101E-4,8.536850254E-4
1.636320986E1,4.581354442E-4,-6.108472589E-4,-9.926267667E-4,1.252329971E-3
1.636562428E1,-1.527118147E-4,-6.108472589E-4,1.450762269E-3,1.581507646E-3
1.636803871E1,-7.635590737E-4,0.000000000E0,8.399150101E-4,1.135112190E-3
1.637045314E1,-1.527118147E-4,6.108472589E-4,2.290677221E-4,6.700203679E-4
1.637286756E1,4.581354442E-4,0.000000000E0,-3.817795368E-4,5.963587008E-4
1.637528199E1,-7.635590737E-4,0.000000000E0,-9.926267667E-4,1.252329971E-3
1.637769642E1,4.581354442E-4,-6.108472589E-4,-1.603474026E-3,1.775993077E-3
1.638011079E1,1.068982761E-3,1.221694518E-3,2.290677221E-4,1.639430895E-3
1.638252522E1,-1.527118147E-4,0.000000000E0,2.290677221E-4,2.753051392E-4
1.638493965E1,4.581354442E-4,6.108472589E-4,-9.926267667E-4,1.252329971E-3
1.638735408E1,-7.635590737E-4,-6.108472589E-4,-9.926267667E-4,1.393364536E-3
1.638976850E1,-1.527118147E-4,6.108472589E-4,-9.926267667E-4,1.175484228E-3
1.639218293E1,-1.374406274E-3,0.000000000E0,-9.926267667E-4,1.695376213E-3
1.639459736E1,4.581354442E-4,-6.108472589E-4,2.290677221E-4,7.971790767E-4
1.639701173E1,4.581354442E-4,6.108472589E-4,2.290677221E-4,7.971790767E-4
1.639942616E1,4.581354442E-4,6.108472589E-4,2.290677221E-4,7.971790767E-4
1.640184059E1,-1.527118147E-4,6.108472589E-4,-3.817795368E-4,7.363497042E-4
1.640425501E1,4.581354442E-4,-1.221694518E-3,-3.817795368E-4,1.359478280E-3
1.640666944E1,4.581354442E-4,-6.108472589E-4,-3.817795368E-4,8.536849968E-4
1.640908387E1,1.068982761E-3,1.221694518E-3,2.290677221E-4,1.639430895E-3
1.641149829E1,4.581354442E-4,-6.108472589E-4,-3.817795368E-4,8.536849968E-4
1.641391272E1,-1.527118147E-4,0.000000000E0,1.527118147E-4,2.159671195E-4
1.641632715E1,-1.527118147E-4,1.832541777E-3,-4.581354442E-4,1.895103783E-3
1.641874152E1,-7.635590737E-4,6.108472589E-4,1.527118147E-4,9.896856729E-4
1.642115595E1,-7.635590737E-4,-6.108472589E-4,1.374406274E-3,1.686757078E-3
1.642357038E1,4.581354442E-4,-6.108472589E-4,-1.068982761E-3,1.313676750E-3
1.642598481E1,4.581354442E-4,-6.108472589E-4,1.527118147E-4,7.786805233E-4
1.642839923E1,4.581354442E-4,6.108472589E-4,7.635590737E-4,1.079835598E-3
1.643081366E1,-7.635590737E-4,0.000000000E0,1.527118147E-4,7.786805233E-4
1.643322809E1,4.581354442E-4,0.000000000E0,-1.679830020E-3,1.741182639E-3
1.643564251E1,-7.635590737E-4,-6.108472589E-4,-1.068982761E-3,1.448751523E-3
1.643805689E1,-7.635590737E-4,0.000000000E0,-1.068982761E-3,1.313676750E-3
1.644047132E1,-1.527118147E-4,6.108472589E-4,1.527118147E-4,6.479013586E-4
1.644288574E1,4.581354442E-4,1.221694518E-3,-4.581354442E-4,1.382864298E-3
1.644530017E1,-1.374406274E-3,-6.108472589E-4,-4.581354442E-4,1.572264312E-3
1.644771460E1,4.581354442E-4,6.108472589E-4,-1.068982761E-3,1.313676750E-3
1.645012902E1,1.756185899E-3,-6.108472589E-4,-2.290677279E-3,2.950343316E-3
1.645254345E1,4.581354442E-4,0.000000000E0,-4.581354442E-4,6.479013586E-4
1.645495783E1,-1.527118147E-4,6.108472589E-4,-4.581354442E-4,7.786805233E-4
1.645737225E1,4.581354442E-4,-6.108472589E-4,-4.581354442E-4,8.904552455E-4
1.645978668E1,-1.527118147E-4,1.221694518E-3,1.985253533E-3,2.336041520E-3
1.646220111E1,-1.527118147E-4,0.000000000E0,1.527118147E-4,2.159671195E-4
1.646461553E1,-7.635590737E-4,-6.108472589E-4,-4.581354442E-4,1.079835598E-3
1.646702996E1,-1.527118147E-4,6.108472589E-4,7.635590737E-4,9.896856729E-4
1.646944439E1,1.756185899E-3,-6.108472589E-4,-4.581354442E-4,1.914996441E-3
1.647185882E1,4.581354442E-4,-1.832541777E-3,-4.581354442E-4,1.943704076E-3
1.647427324E1,-7.635590737E-4,6.108472589E-4,-4.581354442E-4,1.079835598E-3
1.647668762E1,4.581354442E-4,1.221694518E-3,1.985253533E-3,2.375638266E-3
1.647910204E1,4.581354442E-4,0.000000000E0,1.527118147E-4,4.829171602E-4
1.648151647E1,-1.527118147E-4,-6.108472589E-4,-4.581354442E-4,7.786805233E-4
1.648393090E1,-7.635590737E-4,0.000000000E0,-1.068982761E-3,1.313676750E-3
1.648634533E1,-1.527118147E-4,0.000000000E0,-1.068982761E-3,1.079835655E-3
1.648875975E1,-7.635590737E-4,0.000000000E0,7.635590737E-4,1.079835598E-3
1.649117418E1,4.581354442E-4,6.108472589E-4,1.527118147E-4,7.786805233E-4
1.649358861E1,-1.374406274E-3,-6.108472589E-4,1.527118147E-4,1.511769784E-3
1.649600298E1,-1.527118147E-4,6.108472589E-4,7.635590737E-4,9.896856729E-4
1.649841741E1,-1.527118147E-4,-1.221694518E-3,1.527118147E-4,1.240636648E-3
1.650083184E1,4.581354442E-4,-6.108472589E-4,-4.581354442E-4,8.904552455E-4
1.650324626E1,-7.635590737E-4,0.000000000E0,7.635590737E-4,1.079835598E-3
1.650566069E1,-7.635590737E-4,6.108472589E-4,1.374406274E-3,1.686757078E-3
1.650807512E1,4.581354442E-4,6.108472589E-4,7.635590737E-4,1.079835598E-3
1.651048954E1,-1.527118147E-4,0.000000000E0,-4.581354442E-4,4.829171602E-4
1.651290392E1,1.756185899E-3,0.000000000E0,7.635590737E-4,1.914996441E-3
1.651531835E1,-7.635590737E-4,-6.108472589E-4,1.527118147E-4,9.896856729E-4
1.651773277E1,-7.635590737E-4,-1.221694518E-3,-4.581354442E-4,1.511769837E-3
1.652014720E1,-7.635590737E-4,-6.108472589E-4,1.527118147E-4,9.896856729E-4
1.652256163E1,-1.527118147E-4,0.000000000E0,1.374406274E-3,1.382864240E-3
1.652497606E1,-1.527118147E-4,0.000000000E0,-1.068982761E-3,1.079835655E-3
1.652739048E1,-1.527118147E-4,6.108472589E-4,1.527118147E-4,6.479013586E-4
1.652980491E1,-1.527118147E-4,-6.108472589E-4,1.527118147E-4,6.479013586E-4
1.653221928E1,4.581354442E-4,-6.108472589E-4,-4.581354442E-4,8.904552455E-4
1.653463371E1,-7.635590737E-4,0.000000000E0,-2.290677279E-3,2.414585856E-3
1.653704814E1,4.581354442E-4,0.000000000E0,-4.581354442E-4,6.479013586E-4
1.653946256E1,-1.374406274E-3,6.108472589E-4,1.527118147E-4,1.511769784E-3
1.654187699E1,1.145338640E-3,0.000000000E0,-4.581354442E-4,1.233567463E-3
1.654429142E1,4.581354442E-4,-6.108472589E-4,-4.581354442E-4,8.904552455E-4
1.654670585E1,-1.527118147E-4,0.000000000E0,-1.068982761E-3,1.079835655E-3
1.654912027E1,-1.527118147E-4,-1.221694518E-3,-1.068982761E-3,1.630516034E-3
1.655153465E1,-1.527118147E-4,6.108472589E-4,-4.581354442E-4,7.786805233E-4
1.655394908E1,4.581354442E-4,6.108472589E-4,-2.290677279E-3,2.414585856E-3
1.655636350E1,4.581354442E-4,6.108472589E-4,-1.679830020E-3,1.845223931E-3
1.655877793E1,-7.635590737E-4,-6.108472589E-4,-1.679830020E-3,1.943704126E-3
1.656119236E1,-1.527118147E-4,0.000000000E0,-4.581354442E-4,4.829171602E-4
1.656360678E1,1.145338640E-3,0.000000000E0,-1.068982761E-3,1.566692294E-3
1.656602121E1,1.756185899E-3,-6.108472589E-4,-4.581354442E-4,1.914996441E-3
1.656843559E1,1.756185899E-3,-6.108472589E-4,-1.068982761E-3,2.144772116E-3
1.657085001E1,-1.527118147E-4,1.221694518E-3,-1.679830020E-3,2.082711524E-3
1.657326444E1,-7.635590737E-4,-6.108472589E-4,7.635590737E-4,1.240636648E-3
1.657567887E1,5.344913807E-4,6.108472589E-4,7.635590737E-4,1.114377794E-3
1.657809329E1,1.145338640E-3,1.221694518E-3,-1.068982761E-3,1.986721480E-3
1.658050772E1,5.344913807E-4,2.443389036E-3,-4.581354442E-4,2.542777832E-3
1.658292215E1,-1.374406274E-3,0.000000000E0,-4.581354442E-4,1.448751425E-3
1.658533658E1,-1.527118147E-4,0.000000000E0,-1.068982761E-3,1.079835655E-3
1.658775100E1,5.344913807E-4,-6.108472589E-4,-9.926267667E-4,1.282233718E-3
1.659016538E1,-1.374406274E-3,0.000000000E0,2.061609412E-3,2.477746148E-3
1.659257980E1,5.344913807E-4,0.000000000E0,-3.817795368E-4,6.568383749E-4
1.659499423E1,-1.527118147E-4,0.000000000E0,8.399150101E-4,8.536850254E-4
1.659740866E1,-7.635590737E-4,6.108472589E-4,8.399150101E-4,1.289036096E-3
1.659982309E1,5.344913807E-4,6.108472589E-4,-9.926267667E-4,1.282233718E-3
1.660223751E1,-1.985253533E-3,0.000000000E0,-3.817795368E-4,2.021629839E-3
1.660465194E1,-7.635590737E-4,1.221694518E-3,-3.817795368E-4,1.490407853E-3
1.660706637E1,-1.527118147E-4,0.000000000E0,2.290677221E-4,2.753051392E-4
1.660948074E1,-7.635590737E-4,0.000000000E0,-3.817795368E-4,8.536849968E-4
1.661189517E1,-1.527118147E-4,1.832541777E-3,-9.926267667E-4,2.089698103E-3
1.661430960E1,5.344913807E-4,0.000000000E0,-3.817795368E-4,6.568383749E-4
1.661672402E1,-7.635590737E-4,0.000000000E0,1.450762269E-3,1.639430883E-3
1.661913845E1,-1.527118147E-4,0.000000000E0,8.399150101E-4,8.536850254E-4
1.662155288E1,-7.635590737E-4,0.000000000E0,8.399150101E-4,1.135112190E-3
1.662396730E1,5.344913807E-4,6.108472589E-4,-3.817795368E-4,8.969788317E-4
1.662638168E1,1.756185899E-3,6.108472589E-4,-3.817795368E-4,1.898177784E-3
1.662879611E1,-1.527118147E-4,1.221694518E-3,-9.926267667E-4,1.581507601E-3
1.663121053E1,1.756185899E-3,1.221694518E-3,1.450762269E-3,2.584847687E-3
1.663362496E1,1.145338640E-3,-6.108472589E-4,-3.817795368E-4,1.353030150E-3
1.663603939E1,-7.635590737E-4,-1.221694518E-3,2.290677221E-4,1.458777562E-3
1.663845382E1,-1.527118147E-4,-6.108472589E-4,8.399150101E-4,1.049720199E-3
1.664086824E1,-2.596100792E-3,1.221694518E-3,2.290677221E-4,2.878323964E-3
1.664328267E1,-7.635590737E-4,-1.221694518E-3,1.450762269E-3,2.044571132E-3
1.664569710E1,-1.374406274E-3,-1.221694518E-3,-3.817795368E-4,1.878106950E-3
1.664811147E1,-1.527118147E-4,0.000000000E0,-9.926267667E-4,1.004305131E-3
1.665052590E1,4.581354442E-4,6.108472589E-4,8.399150101E-4,1.135112190E-3
1.665294033E1,-7.635590737E-4,1.221694518E-3,-9.926267667E-4,1.749533610E-3
1.665535475E1,-7.635590737E-4,6.108472589E-4,2.290677221E-4,1.004305160E-3
1.665776918E1,-1.374406274E-3,-1.221694518E-3,1.450762269E-3,2.342272671E-3
1.666018361E1,-1.527118147E-4,1.221694518E-3,-3.817795368E-4,1.289036077E-3
1.666259803E1,-1.527118147E-4,6.108472589E-4,2.290677221E-4,6.700203679E-4
1.666501241E1,5.344913807E-4,6.108472589E-4,-1.603474026E-3,1.797204596E-3
1.666742684E1,5.344913807E-4,1.221694518E-3,8.399150101E-4,1.575968196E-3
1.666984126E1,1.145338640E-3,6.108472589E-4,1.450762269E-3,1.946701347E-3
1.667225569E1,5.344913807E-4,-6.108472589E-4,-3.817795368E-4,8.969788317E-4
1.667467012E1,-7.635590737E-4,6.108472589E-4,2.290677221E-4,1.004305160E-3
1.667708454E1,5.344913807E-4,-0.000000000E0,-3.817795368E-4,6.568383749E-4
1.667949897E1,-1.527118147E-4,-6.108472589E-4,1.450762269E-3,1.581507646E-3
1.668191340E1,5.344913807E-4,6.108472589E-4,2.290677221E-4,8.433785811E-4
1.668432777E1,5.344913807E-4,6.108472589E-4,1.450762269E-3,1.662385807E-3
1.668674220E1,1.145338640E-3,6.108472589E-4,-3.817795368E-4,1.353030150E-3
1.668915663E1,1.145338640E-3,1.221694518E-3,2.137965523E-3,2.715738329E-3
1.669157106E1,-1.527118147E-4,6.108472589E-4,-9.162708884E-4,1.111758793E-3
1.669398548E1,-1.527118147E-4,6.108472589E-4,9.162708884E-4,1.111758793E-3
1.669639991E1,5.344913807E-4,6.108472589E-4,-9.162708884E-4,1.224078327E-3
1.669881434E1,1.145338640E-3,-0.000000000E0,-3.054236295E-4,1.185362473E-3
1.670122876E1,-7.635590737E-4,6.108472589E-4,-3.054236295E-4,1.024421996E-3
1.670364319E1,5.344913807E-4,6.108472589E-4,9.162708884E-4,1.224078327E-3
1.670605757E1,1.145338640E-3,-0.000000000E0,-9.162708884E-4,1.466749106E-3
1.670847199E1,-7.635590737E-4,-0.000000000E0,-1.527118147E-3,1.707369994E-3
1.671088642E1,-7.635590737E-5,-0.000000000E0,3.054236295E-4,3.148234712E-4
1.671330085E1,-7.635590737E-4,-0.000000000E0,-9.162708884E-4,1.192717402E-3
1.671571527E1,-7.635590737E-5,-0.000000000E0,9.162708884E-4,9.194468802E-4
1.671812970E1,-1.374406274E-3,-6.108472589E-4,-9.162708884E-4,1.761158517E-3
1.672054413E1,-7.635590737E-5,-6.108472589E-4,-9.162708884E-4,1.103864548E-3
1.672295850E1,-1.374406274E-3,-0.000000000E0,-1.527118147E-3,2.054527304E-3
1.672537293E1,-7.635590737E-5,-0.000000000E0,3.054236295E-4,3.148234712E-4
1.672778736E1,1.145338640E-3,5.344913807E-4,3.054236295E-4,1.300294285E-3
1.673020178E1,1.145338640E-3,5.344913807E-4,-3.054236295E-4,1.300294285E-3
1.673261621E1,5.344913807E-4,-7.635590737E-5,-3.054236295E-4,6.203183490E-4
1.673503064E1,-1.374406274E-3,-6.872031372E-4,3.054236295E-4,1.566692169E-3
1.673744506E1,-7.635590737E-5,-7.635590737E-5,-1.527118147E-3,1.530931182E-3
1.673985949E1,-7.635590737E-5,-6.872031372E-4,-9.162708884E-4,1.147880968E-3
1.674227387E1,-7.635590737E-5,-7.635590737E-5,-3.054236295E-4,3.239506793E-4
1.674468829E1,-7.635590737E-5,-6.872031372E-4,3.054236295E-4,7.558848919E-4
1.674710272E1,5.344913807E-4,5.344913807E-4,9.162708884E-4,1.187819184E-3
1.674951715E1,-1.374406274E-3,-7.635590737E-5,3.054236295E-4,1.410002278E-3
1.675193158E1,-7.635590737E-5,1.145338640E-3,1.527118147E-3,1.910424209E-3
1.675434600E1,1.145338640E-3,5.344913807E-4,-1.527118147E-3,1.982314675E-3
1.675676043E1,-7.635590737E-4,-7.635590737E-5,-1.527118147E-3,1.709076511E-3
1.675917486E1,5.344913807E-4,-7.635590737E-5,-9.162708884E-4,1.063514740E-3
1.676158923E1,-7.635590737E-5,5.344913807E-4,9.162708884E-4,1.063514740E-3
1.676400366E1,1.145338640E-3,5.344913807E-4,9.162708884E-4,1.561100245E-3
1.676641809E1,-7.635590737E-5,-7.635590737E-5,-9.162708884E-4,9.226119391E-4
1.676883251E1,-7.635590737E-4,5.344913807E-4,3.054236295E-4,9.808094048E-4
1.677124694E1,1.145338640E-3,5.344913807E-4,9.162708884E-4,1.561100245E-3
1.677366137E1,-7.635590737E-5,5.344913807E-4,3.054236295E-4,6.203183490E-4
1.677607579E1,-1.374406274E-3,5.344913807E-4,-9.162708884E-4,1.736152638E-3
1.677849022E1,5.344913807E-4,-6.872031372E-4,-9.162708884E-4,1.263915159E-3
1.678090460E1,-7.635590737E-5,-6.872031372E-4,-9.162708884E-4,1.147880968E-3
1.678331902E1,5.344913807E-4,-1.298050396E-3,-9.162708884E-4,1.676355633E-3
1.678573345E1,-7.635590737E-5,1.145338640E-3,3.054236295E-4,1.187819185E-3
1.678814788E1,-7.635590737E-4,1.756185899E-3,1.527118147E-3,2.449347098E-3
1.679056230E1,5.344913807E-4,5.344913807E-4,-2.748812549E-3,2.850847681E-3
1.679297673E1,5.344913807E-4,5.344913807E-4,-3.054236295E-4,8.152580361E-4
1.679539116E1,-7.635590737E-5,5.344913807E-4,-9.162708884E-4,1.063514740E-3
1.679780559E1,5.344913807E-4,-7.635590737E-5,9.162708884E-4,1.063514740E-3
1.680021996E1,1.145338640E-3,-7.635590737E-5,-3.054236295E-4,1.187819185E-3
1.680263439E1,5.344913807E-4,1.145338640E-3,3.054236295E-4,1.300294285E-3
1.680504882E1,5.344913807E-4,-7.635590737E-5,3.054236295E-4,6.203183490E-4
1.680746324E1,5.344913807E-4,5.344913807E-4,3.054236295E-4,8.152580361E-4
1.680987767E1,5.344913807E-4,-6.872031372E-4,9.162708884E-4,1.263915159E-3
1.681229210E1,-7.635590737E-5,5.344913807E-4,9.162708884E-4,1.063514740E-3
1.681470652E1,1.145338640E-3,5.344913807E-4,3.054236295E-4,1.300294285E-3
1.681712095E1,1.145338640E-3,-6.872031372E-4,-9.162708884E-4,1.619753405E-3
1.681953533E1,1.756185899E-3,-6.872031372E-4,9.162708884E-4,2.096661490E-3
1.682194975E1,-7.635590737E-5,-6.872031372E-4,-3.054236295E-4,7.558848919E-4
1.682436418E1,5.344913807E-4,1.145338640E-3,-3.054236295E-4,1.300294285E-3
1.682677861E1,5.344913807E-4,2.367033157E-3,-3.054236295E-4,2.445774028E-3
1.682919303E1,-7.635590737E-5,1.145338640E-3,3.054236295E-4,1.187819185E-3
1.683160746E1,-7.635590737E-5,-7.635590737E-5,-3.054236295E-4,3.239506793E-4
1.683402189E1,1.756185899E-3,-1.527118147E-4,1.527118147E-3,2.332294931E-3
1.683643626E1,5.344913807E-4,-1.527118147E-4,9.162708884E-4,1.071706245E-3
1.683885069E1,-7.635590737E-5,-1.374406274E-3,9.162708884E-4,1.653594622E-3
1.684126512E1,-7.635590737E-5,-1.527118147E-4,-3.054236295E-4,3.499067253E-4
1.684367954E1,-7.635590737E-4,4.581354442E-4,9.162708884E-4,1.277678710E-3
1.684609397E1,-7.635590737E-4,-1.527118147E-4,9.162708884E-4,1.202454032E-3
1.684850840E1,-1.527118147E-4,-1.527118147E-4,3.054236295E-4,3.740660238E-4
1.685092283E1,-7.635590737E-4,-7.635590737E-4,-3.054236295E-4,1.122198071E-3
1.685333725E1,2.367033157E-3,4.581354442E-4,-1.527118147E-3,2.853913785E-3
1.685575168E1,1.756185899E-3,-1.527118147E-4,3.054236295E-4,1.789076131E-3
1.685816606E1,1.756185899E-3,-7.635590737E-4,3.054236295E-4,1.939199568E-3
1.686058048E1,-1.527118147E-4,-7.635590737E-4,3.054236295E-4,8.364370573E-4
1.686299491E1,-7.635590737E-4,-1.527118147E-4,3.054236295E-4,8.364370573E-4
1.686540934E1,-1.527118147E-4,-7.635590737E-4,-3.054236295E-4,8.364370573E-4
1.686782376E1,1.145338640E-3,-1.527118147E-4,3.054236295E-4,1.195159023E-3
1.687023819E1,4.581354442E-4,-1.527118147E-4,-9.162708884E-4,1.035741920E-3
1.687265262E1,-1.527118147E-4,-1.527118147E-4,-3.054236295E-4,3.740660238E-4
1.687506699E1,-1.527118147E-4,-1.527118147E-4,-3.054236295E-4,3.740660238E-4
1.687748142E1,1.145338640E-3,1.068982761E-3,-9.162708884E-4,1.814959251E-3
1.687989585E1,1.145338640E-3,-1.527118147E-4,3.054236295E-4,1.195159023E-3
1.688231027E1,4.581354442E-4,1.068982761E-3,3.054236295E-4,1.202454083E-3
1.688472470E1,-1.527118147E-4,4.581354442E-4,-9.162708884E-4,1.035741920E-3
1.688713913E1,-1.527118147E-4,4.581354442E-4,-9.162708884E-4,1.035741920E-3
1.688955356E1,-7.635590737E-4,1.068982761E-3,9.162708884E-4,1.601655064E-3
1.689196798E1,-7.635590737E-4,-1.527118147E-4,9.162708884E-4,1.202454032E-3
1.689438236E1,-7.635590737E-4,-1.374406274E-3,3.054236295E-4,1.601654975E-3
1.689679678E1,-1.527118147E-4,1.068982761E-3,-3.054236295E-4,1.122198127E-3
1.689921121E1,-1.527118147E-4,4.581354442E-4,1.527118147E-3,1.601655025E-3
1.690162564E1,-7.635590737E-4,-1.527118147E-4,-9.162708884E-4,1.202454032E-3
1.690404006E1,-1.374406274E-3,-1.527118147E-4,-3.054236295E-4,1.416191053E-3
1.690645449E1,4.581354442E-4,4.581354442E-4,-3.054236295E-4,7.162819025E-4
1.690886892E1,1.068982761E-3,-1.527118147E-4,3.054236295E-4,1.122198127E-3
1.691128335E1,4.581354442E-4,1.068982761E-3,3.054236295E-4,1.202454083E-3
1.691369772E1,-1.374406274E-3,1.068982761E-3,3.054236295E-4,1.767767050E-3
1.691611215E1,-1.527118147E-4,4.581354442E-4,-3.054236295E-4,5.713952897E-4
1.691852658E1,1.679830020E-3,4.581354442E-4,3.054236295E-4,1.767767116E-3
1.692094100E1,-1.527118147E-4,-1.527118147E-4,-1.527118147E-3,1.542313727E-3
1.692335543E1,-1.527118147E-4,-7.635590737E-4,3.054236295E-4,8.364370573E-4
1.692576986E1,4.581354442E-4,-1.374406274E-3,1.527118147E-3,2.104987061E-3
1.692818428E1,1.068982761E-3,-1.527118147E-4,-9.162708884E-4,1.416191154E-3
1.693059871E1,-7.635590737E-4,-1.527118147E-4,3.054236295E-4,8.364370573E-4
1.693301309E1,-7.635590737E-4,-1.527118147E-4,-3.054236295E-4,8.364370573E-4
1.693542751E1,-1.450762269E-3,-7.635590737E-4,9.162708884E-4,1.878107015E-3
1.693784194E1,-8.399150101E-4,-1.527118147E-4,9.162708884E-4,1.252330014E-3
1.694025637E1,-1.450762269E-3,-1.527118147E-4,-3.054236295E-4,1.490407881E-3
1.694267079E1,-1.527118147E-4,-1.527118147E-4,-3.054236295E-4,3.740660238E-4
1.694508522E1,-8.399150101E-4,4.581354442E-4,-9.162708884E-4,1.324725500E-3
1.694749965E1,-1.527118147E-4,-1.527118147E-4,-2.137965523E-3,2.148845823E-3
1.694991408E1,-8.399150101E-4,-1.527118147E-4,3.054236295E-4,9.066761914E-4
1.695232845E1,1.068982761E-3,-1.527118147E-4,-2.137965523E-3,2.395191353E-3
1.695474288E1,1.679830020E-3,-1.527118147E-4,-3.054236295E-4,1.714185926E-3
1.695715731E1,2.290677279E-3,4.581354442E-4,9.162708884E-4,2.509311225E-3
1.695957173E1,-8.399150101E-4,1.068982761E-3,-9.162708884E-4,1.639430910E-3
1.696198616E1,4.581354442E-4,-7.635590737E-4,9.162708884E-4,1.277678710E-3
1.696440059E1,1.679830020E-3,-7.635590737E-4,-2.137965523E-3,2.824136670E-3
1.696681501E1,4.581354442E-4,-1.527118147E-4,-9.162708884E-4,1.035741920E-3
1.696922944E1,-1.450762269E-3,-1.527118147E-4,-9.162708884E-4,1.722667815E-3
1.697164382E1,1.068982761E-3,1.068982761E-3,-3.054236295E-4,1.542313808E-3
1.697405824E1,4.581354442E-4,-1.527118147E-4,3.054236295E-4,5.713952897E-4
1.697647267E1,4.581354442E-4,-1.527118147E-4,3.054236295E-4,5.713952897E-4
1.697888710E1,-8.399150101E-4,-1.527118147E-4,-3.054236295E-4,9.066761914E-4
1.698130152E1,-1.450762269E-3,-7.635590737E-4,3.054236295E-4,1.667638214E-3
1.698371595E1,-8.399150101E-4,-7.635590737E-4,-9.162708884E-4,1.458777579E-3
1.698613038E1,1.068982761E-3,-2.290677221E-4,9.162708884E-4,1.426446111E-3
1.698854480E1,-2.290677221E-4,9.926267667E-4,3.054236295E-4,1.063514698E-3
1.699095923E1,-8.399150101E-4,-2.290677221E-4,3.054236295E-4,9.226119656E-4
1.699337361E1,1.068982761E-3,-8.399150101E-4,-3.054236295E-4,1.393364619E-3
1.699578803E1,1.068982761E-3,-8.399150101E-4,3.054236295E-4,1.393364619E-3
1.699820246E1,3.817795368E-4,-8.399150101E-4,-9.162708884E-4,1.300294267E-3
1.700061689E1,-1.450762269E-3,3.817795368E-4,-3.054236295E-4,1.530931210E-3
1.700303132E1,3.817795368E-4,-2.290677221E-4,3.054236295E-4,5.399177988E-4
1.700544574E1,3.817795368E-4,3.817795368E-4,-3.054236295E-4,6.203183239E-4
1.700786017E1,-8.399150101E-4,-2.290677221E-4,9.162708884E-4,1.263915182E-3
1.701027454E1,-8.399150101E-4,-2.290677221E-4,-1.527118147E-3,1.757845011E-3
1.701268897E1,-1.450762269E-3,-8.399150101E-4,-1.527118147E-3,2.267654784E-3
1.701510340E1,-8.399150101E-4,-2.290677221E-4,-9.162708884E-4,1.263915182E-3
1.701751783E1,1.068982761E-3,3.817795368E-4,9.162708884E-4,1.458777605E-3
1.701993225E1,-8.399150101E-4,9.926267667E-4,9.162708884E-4,1.590697163E-3
1.702234668E1,-8.399150101E-4,3.817795368E-4,3.054236295E-4,9.718520631E-4
1.702476111E1,3.817795368E-4,3.817795368E-4,-1.527118147E-3,1.619753396E-3
1.702717553E1,3.817795368E-4,-8.399150101E-4,-3.054236295E-4,9.718520631E-4
1.702958991E1,1.679830020E-3,-8.399150101E-4,-3.054236295E-4,1.902779471E-3
1.703200434E1,3.817795368E-4,9.926267667E-4,3.054236295E-4,1.106502194E-3
1.703441876E1,-8.399150101E-4,9.926267667E-4,9.162708884E-4,1.590697163E-3
1.703683319E1,-8.399150101E-4,-2.290677221E-4,-9.162708884E-4,1.263915182E-3
1.703924762E1,1.068982761E-3,3.817795368E-4,3.054236295E-4,1.175484305E-3
1.704166204E1,-2.290677221E-4,-1.450762269E-3,-1.527118147E-3,2.118790461E-3
1.704407647E1,3.817795368E-4,-8.399150101E-4,3.054236295E-4,9.718520631E-4
1.704649085E1,-8.399150101E-4,9.926267667E-4,-8.399150101E-4,1.547973626E-3
1.704890527E1,3.817795368E-4,-2.290677221E-4,-2.290677221E-4,5.006991685E-4
1.705131970E1,-2.290677221E-4,3.817795368E-4,-1.450762269E-3,1.517543672E-3
1.705373413E1,3.817795368E-4,3.817795368E-4,1.603474026E-3,1.691933858E-3
1.705614856E1,3.817795368E-4,-2.290677221E-4,-2.290677221E-4,5.006991685E-4
1.705856298E1,-8.399150101E-4,4.581354442E-4,9.926267667E-4,1.378641798E-3
1.706097741E1,-8.399150101E-4,-7.635590737E-4,-1.450762269E-3,1.842061575E-3
1.706339184E1,-1.450762269E-3,-1.374406274E-3,-2.290677221E-4,2.011510823E-3
1.706580626E1,-8.399150101E-4,-1.374406274E-3,-2.290677221E-4,1.626936339E-3
1.706822064E1,-2.290677221E-4,4.581354442E-4,3.817795368E-4,6.388393548E-4
1.707063506E1,3.817795368E-4,4.581354442E-4,3.817795368E-4,7.080955548E-4
1.707304949E1,-2.290677221E-4,4.581354442E-4,3.817795368E-4,6.388393548E-4
1.707546392E1,-8.399150101E-4,1.068982761E-3,9.926267667E-4,1.683297141E-3
1.707787835E1,-8.399150101E-4,-1.527118147E-4,3.817795368E-4,9.351650856E-4
