"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.012781973E1,-8.399150101E-4,6.108472589E-4,-3.054236295E-4,1.082531843E-3
3.013023416E1,-2.290677221E-4,6.108472589E-4,-3.054236295E-4,7.203401894E-4
3.013264858E1,3.817795368E-4,0.000000000E0,-3.054236295E-4,4.889163611E-4
3.013506301E1,9.926267667E-4,0.000000000E0,-3.054236295E-4,1.038552594E-3
3.013747744E1,-2.290677221E-4,0.000000000E0,1.527118147E-3,1.544202661E-3
3.013989187E1,-2.290677221E-4,-6.108472589E-4,9.162708884E-4,1.124792752E-3
3.014230624E1,3.817795368E-4,1.832541777E-3,3.054236295E-4,1.896641393E-3
3.014472067E1,-2.290677221E-4,0.000000000E0,-9.162708884E-4,9.444704136E-4
3.014713509E1,1.603474026E-3,6.108472589E-4,-3.054236295E-4,1.742855966E-3
3.014954952E1,9.926267667E-4,1.221694518E-3,-3.054236295E-4,1.603474037E-3
3.015196395E1,-2.290677221E-4,-6.108472589E-4,9.162708884E-4,1.124792752E-3
3.015437838E1,3.817795368E-4,6.108472589E-4,3.054236295E-4,7.824152235E-4
3.015679280E1,-2.290677221E-4,0.000000000E0,3.054236295E-4,3.817795368E-4
3.015920718E1,1.603474026E-3,1.221694518E-3,-3.054236295E-4,2.038859985E-3
3.016162160E1,2.290677279E-3,1.221694518E-3,3.054236295E-4,2.614005257E-3
3.016403603E1,3.817795368E-4,-6.108472589E-4,9.162708884E-4,1.165522342E-3
3.016645046E1,-8.399150101E-4,-1.221694518E-3,-9.162708884E-4,1.742856007E-3
3.016886489E1,3.817795368E-4,0.000000000E0,-9.162708884E-4,9.926267958E-4
3.017127931E1,-2.290677221E-4,1.832541777E-3,-1.527118147E-3,2.396407983E-3
3.017369374E1,-1.450762269E-3,6.108472589E-4,-3.054236295E-4,1.603474081E-3
3.017610812E1,-2.290677221E-4,-6.108472589E-4,3.054236295E-4,7.203401894E-4
3.017852254E1,3.817795368E-4,6.108472589E-4,-3.054236295E-4,7.824152235E-4
3.018093697E1,-2.290677221E-4,-6.108472589E-4,-9.162708884E-4,1.124792752E-3
3.018335140E1,9.926267667E-4,0.000000000E0,-9.162708884E-4,1.350873880E-3
3.018576582E1,-2.290677221E-4,1.832541777E-3,3.054236295E-4,1.871888079E-3
3.018818025E1,-2.290677221E-4,6.108472589E-4,3.054236295E-4,7.203401894E-4
3.019059468E1,-8.399150101E-4,0.000000000E0,-3.054236295E-4,8.937230095E-4
3.019300905E1,9.926267667E-4,0.000000000E0,-9.162708884E-4,1.350873880E-3
3.019542348E1,3.817795368E-4,0.000000000E0,-1.527118147E-3,1.574117356E-3
3.019783791E1,-2.290677221E-4,0.000000000E0,3.054236295E-4,3.817795368E-4
3.020025233E1,-2.290677221E-4,6.108472589E-4,-3.054236295E-4,7.203401894E-4
3.020266676E1,-2.290677221E-4,0.000000000E0,-3.054236295E-4,3.817795368E-4
3.020508119E1,3.817795368E-4,1.221694518E-3,-9.162708884E-4,1.574117356E-3
3.020749562E1,-2.290677221E-4,6.108472589E-4,-3.054236295E-4,7.203401894E-4
3.020990999E1,9.926267667E-4,6.108472589E-4,-3.054236295E-4,1.204875871E-3
3.021232442E1,-2.290677221E-4,-6.108472589E-4,3.054236295E-4,7.203401894E-4
3.021473884E1,-8.399150101E-4,0.000000000E0,3.054236295E-4,8.937230095E-4
3.021715327E1,9.926267667E-4,6.108472589E-4,9.162708884E-4,1.482563527E-3
3.021956770E1,9.926267667E-4,0.000000000E0,3.817795368E-4,1.063514698E-3
3.022198213E1,-1.450762269E-3,0.000000000E0,-2.290677221E-4,1.468735232E-3
3.022439655E1,-1.450762269E-3,-6.108472589E-4,-1.450762269E-3,2.140690705E-3
3.022681093E1,9.926267667E-4,-6.108472589E-4,9.926267667E-4,1.530931145E-3
3.022922536E1,9.926267667E-4,-0.000000000E0,3.817795368E-4,1.063514698E-3
3.023163978E1,-2.290677221E-4,-0.000000000E0,-2.290677221E-4,3.239506793E-4
3.023405421E1,-8.399150101E-4,-1.221694518E-3,3.817795368E-4,1.530931198E-3
3.023646864E1,-1.450762269E-3,-6.108472589E-4,-8.399150101E-4,1.784181257E-3
3.023888306E1,-2.290677221E-4,-0.000000000E0,-8.399150101E-4,8.705913195E-4
3.024129749E1,-8.399150101E-4,-0.000000000E0,3.817795368E-4,9.226119656E-4
3.024371186E1,3.817795368E-4,-0.000000000E0,-2.290677221E-4,4.452276227E-4
3.024612629E1,9.926267667E-4,-6.108472589E-4,-2.290677221E-4,1.187819133E-3
3.024854072E1,-1.450762269E-3,-1.221694518E-3,-2.290677221E-4,1.910424214E-3
3.025095515E1,-2.137965523E-3,-6.108472589E-4,3.817795368E-4,2.256055532E-3
3.025336957E1,9.926267667E-4,-6.108472589E-4,9.926267667E-4,1.530931145E-3
3.025578400E1,-8.399150101E-4,-1.832541777E-3,3.817795368E-4,2.051687647E-3
3.025819843E1,-2.290677221E-4,-6.108472589E-4,-2.290677221E-4,6.914321488E-4
3.026061280E1,3.817795368E-4,1.221694518E-3,-2.290677221E-4,1.300294248E-3
3.026302723E1,9.926267667E-4,-0.000000000E0,-2.290677221E-4,1.018714837E-3
3.026544166E1,-2.290677221E-4,-0.000000000E0,2.214321401E-3,2.226138201E-3
3.026785608E1,-8.399150101E-4,-6.108472589E-4,-2.290677221E-4,1.063514748E-3
3.027027051E1,-2.290677221E-4,6.108472589E-4,3.817795368E-4,7.558849184E-4
3.027268494E1,3.817795368E-4,-0.000000000E0,-8.399150101E-4,9.226119656E-4
3.027509937E1,9.926267667E-4,-0.000000000E0,-2.290677221E-4,1.018714837E-3
3.027751374E1,-2.290677221E-4,-0.000000000E0,-2.290677221E-4,3.239506793E-4
3.027992817E1,-2.290677221E-4,-0.000000000E0,-2.290677221E-4,3.239506793E-4
3.028234259E1,-1.527118147E-3,6.108472589E-4,3.817795368E-4,1.688484476E-3
3.028475702E1,9.926267667E-4,1.221694518E-3,-2.290677221E-4,1.590697147E-3
3.028717145E1,9.926267667E-4,-0.000000000E0,9.926267667E-4,1.403786236E-3
3.028958588E1,3.817795368E-4,6.108472589E-4,-8.399150101E-4,1.106502243E-3
3.029200025E1,3.817795368E-4,1.221694518E-3,3.817795368E-4,1.335682868E-3
3.029441468E1,-8.399150101E-4,-0.000000000E0,-8.399150101E-4,1.187819199E-3
3.029682910E1,-1.450762269E-3,1.221694518E-3,-2.290677221E-4,1.910424214E-3
3.029924353E1,3.817795368E-4,-6.108472589E-4,-2.290677221E-4,7.558849184E-4
3.030165796E1,-2.290677221E-4,-1.221694518E-3,-8.399150101E-4,1.500155572E-3
3.030407239E1,3.817795368E-4,-0.000000000E0,3.817795368E-4,5.399177988E-4
3.030648681E1,3.817795368E-4,6.108472589E-4,9.926267667E-4,1.226457454E-3
3.030890124E1,9.926267667E-4,-6.108472589E-4,-2.290677221E-4,1.187819133E-3
3.031131562E1,-2.290677221E-4,-1.221694518E-3,3.817795368E-4,1.300294248E-3
3.031373004E1,-2.137965523E-3,-6.108472589E-4,-2.290677221E-4,2.235285881E-3
3.031614447E1,3.817795368E-4,6.108472589E-4,-2.061609412E-3,2.183832263E-3
3.031855890E1,3.817795368E-4,6.108472589E-4,9.926267667E-4,1.226457454E-3
3.032097332E1,-2.290677221E-4,-0.000000000E0,-8.399150101E-4,8.705913195E-4
3.032338775E1,-2.290677221E-4,-6.108472589E-4,-8.399150101E-4,1.063514748E-3
3.032580213E1,3.817795368E-4,6.108472589E-4,9.926267667E-4,1.226457454E-3
3.032821655E1,-8.399150101E-4,6.108472589E-4,3.817795368E-4,1.106502243E-3
3.033063098E1,-2.290677221E-4,-0.000000000E0,3.817795368E-4,4.452276227E-4
3.033304541E1,3.817795368E-4,-6.108472589E-4,-8.399150101E-4,1.106502243E-3
3.033545983E1,-8.399150101E-4,-0.000000000E0,-1.450762269E-3,1.676355686E-3
3.033787426E1,-2.290677221E-4,-0.000000000E0,-2.290677221E-4,3.239506793E-4
3.034028869E1,-2.290677221E-4,6.108472589E-4,9.926267667E-4,1.187819133E-3
3.034270312E1,3.817795368E-4,-0.000000000E0,3.817795368E-4,5.399177988E-4
3.034511749E1,3.817795368E-4,-0.000000000E0,-8.399150101E-4,9.226119656E-4
3.034753192E1,3.817795368E-4,-0.000000000E0,-8.399150101E-4,9.226119656E-4
3.034994634E1,3.817795368E-4,-1.221694518E-3,-2.290677221E-4,1.300294248E-3
3.035236077E1,3.817795368E-4,-1.221694518E-3,3.817795368E-4,1.335682868E-3
3.035477520E1,-2.290677221E-4,-0.000000000E0,3.817795368E-4,4.452276227E-4
3.035718963E1,-2.290677221E-4,6.108472589E-4,-2.290677221E-4,6.914321488E-4
3.035960400E1,9.926267667E-4,1.221694518E-3,-1.450762269E-3,2.140690672E-3
3.036201843E1,2.290677279E-3,1.221694518E-3,-8.399150101E-4,2.728588851E-3
3.036443286E1,9.926267667E-4,-0.000000000E0,-8.399150101E-4,1.300294244E-3
3.036684728E1,3.817795368E-4,6.108472589E-4,3.817795368E-4,8.152579980E-4
3.036926171E1,3.817795368E-4,-0.000000000E0,-8.399150101E-4,9.226119656E-4
3.037167614E1,-2.290677221E-4,-6.108472589E-4,-2.290677221E-4,6.914321488E-4
3.037409056E1,3.817795368E-4,-0.000000000E0,-2.290677221E-4,4.452276227E-4
3.037650494E1,-2.290677221E-4,6.108472589E-4,-2.290677221E-4,6.914321488E-4
3.037891936E1,-8.399150101E-4,-0.000000000E0,1.603474026E-3,1.810134298E-3
3.038133379E1,3.817795368E-4,6.108472589E-4,9.926267667E-4,1.226457454E-3
3.038374822E1,-2.290677221E-4,1.221694518E-3,3.817795368E-4,1.300294248E-3
3.038616265E1,3.817795368E-4,1.221694518E-3,-8.399150101E-4,1.530931198E-3
3.038857707E1,-8.399150101E-4,6.108472589E-4,1.603474026E-3,1.910424180E-3
3.039099150E1,3.817795368E-4,1.221694518E-3,-8.399150101E-4,1.530931198E-3
3.039340588E1,9.926267667E-4,-0.000000000E0,9.926267667E-4,1.403786236E-3
3.039582030E1,9.926267667E-4,-0.000000000E0,3.817795368E-4,1.063514698E-3
3.039823473E1,3.817795368E-4,6.108472589E-4,-8.399150101E-4,1.106502243E-3
3.040064916E1,3.817795368E-4,-0.000000000E0,-2.290677221E-4,4.452276227E-4
3.040306358E1,1.679830020E-3,6.108472589E-4,9.926267667E-4,2.044571145E-3
3.040547801E1,1.679830020E-3,6.108472589E-4,-8.399150101E-4,1.974948226E-3
3.040789244E1,-2.290677221E-4,-6.108472589E-4,3.817795368E-4,7.558849184E-4
3.041030681E1,9.926267667E-4,-1.221694518E-3,3.817795368E-4,1.619753379E-3
3.041272124E1,-2.290677221E-4,1.221694518E-3,-2.290677221E-4,1.263915162E-3
3.041513567E1,3.817795368E-4,-0.000000000E0,-1.450762269E-3,1.500155584E-3
3.041755009E1,1.603474026E-3,6.108472589E-4,-8.399150101E-4,1.910424180E-3
3.041996452E1,9.926267667E-4,6.108472589E-4,-1.527118147E-4,1.175484228E-3
3.042237895E1,-1.450762269E-3,-0.000000000E0,-1.527118147E-4,1.458777591E-3
3.042479338E1,-8.399150101E-4,5.344913807E-4,4.581354442E-4,1.095913475E-3
3.042720775E1,-2.290677221E-4,-7.635590737E-5,-1.527118147E-4,2.856976448E-4
3.042962218E1,-2.290677221E-4,-7.635590737E-5,1.068982761E-3,1.095913496E-3
3.043203660E1,-8.399150101E-4,-7.635590737E-5,4.581354442E-4,9.597788985E-4
3.043445103E1,9.926267667E-4,5.344913807E-4,4.581354442E-4,1.216912905E-3
3.043686546E1,-2.290677221E-4,-7.635590737E-5,-1.527118147E-4,2.856976448E-4
3.043927989E1,3.817795368E-4,-6.872031372E-4,4.581354442E-4,9.098856257E-4
3.044169426E1,-2.290677221E-4,-6.872031372E-4,4.581354442E-4,8.570929111E-4
3.044410869E1,3.817795368E-4,5.344913807E-4,-7.635590737E-4,1.007203609E-3
3.044652312E1,9.926267667E-4,-1.298050396E-3,-1.985253533E-3,2.571278733E-3
3.044893754E1,2.214321401E-3,5.344913807E-4,-1.374406274E-3,2.660430963E-3
3.045135197E1,2.214321401E-3,1.756185899E-3,1.679830020E-3,3.287740421E-3
3.045376640E1,-2.290677221E-4,1.145338640E-3,2.290677279E-3,2.571278868E-3
3.045618082E1,2.214321401E-3,-7.635590737E-5,-7.635590737E-4,2.343517004E-3
3.045859520E1,9.926267667E-4,5.344913807E-4,4.581354442E-4,1.216912905E-3
3.046100963E1,-8.399150101E-4,-1.298050396E-3,4.581354442E-4,1.612538415E-3
3.046342405E1,3.817795368E-4,1.145338640E-3,4.581354442E-4,1.291295589E-3
3.046583848E1,-1.527118147E-3,-1.298050396E-3,4.581354442E-4,2.055945707E-3
3.046825291E1,-9.162708884E-4,-7.635590737E-5,-7.635590737E-4,1.195158996E-3
3.047066733E1,-9.162708884E-4,-6.872031372E-4,-1.527118147E-4,1.155474531E-3
3.047308176E1,3.817795368E-4,-6.872031372E-4,-1.527118147E-4,8.008274876E-4
3.047549619E1,3.817795368E-4,-7.635590737E-5,-7.635590737E-4,8.570929345E-4
3.047791056E1,-9.162708884E-4,-6.872031372E-4,-7.635590737E-4,1.376525681E-3
3.048032499E1,-2.137965523E-3,-1.298050396E-3,-1.527118147E-4,2.505823678E-3
3.048273942E1,3.817795368E-4,-1.298050396E-3,1.068982761E-3,1.724359182E-3
3.048515384E1,-9.162708884E-4,-7.635590737E-5,1.679830020E-3,1.914996465E-3
3.048756827E1,9.926267667E-4,-6.872031372E-4,-1.527118147E-4,1.216912876E-3
3.048998270E1,3.817795368E-4,-1.298050396E-3,-1.527118147E-4,1.361620852E-3
3.049239707E1,1.603474026E-3,5.344913807E-4,-7.635590737E-4,1.854678529E-3
3.049481150E1,1.603474026E-3,5.344913807E-4,-1.527118147E-4,1.697094837E-3
3.049722593E1,-3.054236295E-4,5.344913807E-4,4.581354442E-4,7.673673923E-4
3.049964036E1,-1.527118147E-3,-1.298050396E-3,3.512371797E-3,4.043980750E-3
3.050205478E1,9.926267667E-4,-6.872031372E-4,-1.527118147E-4,1.216912876E-3
3.050446921E1,-3.054236295E-4,-6.872031372E-4,-7.635590737E-4,1.071706212E-3
3.050688364E1,-3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.050929806E1,1.603474026E-3,5.344913807E-4,4.581354442E-4,1.751199038E-3
3.051171244E1,-3.054236295E-4,-6.872031372E-4,4.581354442E-4,8.805792585E-4
3.051412686E1,9.162708884E-4,-7.635590737E-5,-7.635590737E-4,1.195158996E-3
3.051654129E1,9.162708884E-4,2.367033157E-3,-7.635590737E-4,2.650551031E-3
3.051895572E1,-9.162708884E-4,-6.872031372E-4,-7.635590737E-4,1.376525681E-3
3.052137015E1,3.054236295E-4,-7.635590737E-5,1.679830020E-3,1.709076568E-3
3.052378457E1,3.054236295E-4,-6.872031372E-4,-1.985253533E-3,2.122913879E-3
3.052619895E1,3.054236295E-4,-6.872031372E-4,4.581354442E-4,8.805792585E-4
3.052861338E1,-3.054236295E-4,-7.635590737E-5,1.068982761E-3,1.114377836E-3
3.053102780E1,-3.054236295E-4,-1.298050396E-3,1.679830020E-3,2.144772091E-3
3.053344223E1,3.054236295E-4,-7.635590737E-5,-2.596100792E-3,2.615120101E-3
3.053585666E1,-9.162708884E-4,-6.872031372E-4,-1.527118147E-4,1.155474531E-3
3.053827108E1,-1.527118147E-3,-7.635590737E-5,-1.527118147E-4,1.536632994E-3
3.054068551E1,-9.162708884E-4,1.145338640E-3,-1.374406274E-3,2.010061081E-3
3.054309989E1,3.054236295E-4,-7.635590737E-5,-1.527118147E-4,3.499067253E-4
3.054551431E1,-3.054236295E-4,1.145338640E-3,-7.635590737E-4,1.410002359E-3
3.054792874E1,3.054236295E-4,-6.872031372E-4,4.581354442E-4,8.805792585E-4
3.055034317E1,-1.527118147E-3,-7.635590737E-5,1.068982761E-3,1.865648468E-3
3.055275759E1,1.527118147E-3,5.344913807E-4,-1.527118147E-4,1.625143615E-3
3.055517202E1,-3.054236295E-4,-7.635590737E-5,-1.527118147E-4,3.499067253E-4
3.055758645E1,3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.056000082E1,9.162708884E-4,5.344913807E-4,-1.527118147E-4,1.071706245E-3
3.056241525E1,-9.162708884E-4,-7.635590737E-5,-1.527118147E-4,9.320426299E-4
3.056482968E1,-9.162708884E-4,-6.872031372E-4,4.581354442E-4,1.233567419E-3
3.056724410E1,9.162708884E-4,5.344913807E-4,1.679830020E-3,1.986721489E-3
3.056965853E1,3.054236295E-4,-7.635590737E-5,4.581354442E-4,5.558793963E-4
3.057207296E1,9.162708884E-4,1.756185899E-3,4.581354442E-4,2.033132887E-3
3.057448739E1,3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.057690176E1,-3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.057931619E1,-3.054236295E-4,1.145338640E-3,-7.635590737E-4,1.410002359E-3
3.058173062E1,-3.054236295E-4,-7.635590737E-5,-1.527118147E-4,3.499067253E-4
3.058414504E1,-2.214321401E-3,-7.635590737E-5,1.679830020E-3,2.780445718E-3
3.058655947E1,-9.926267667E-4,-6.872031372E-4,1.068982761E-3,1.612538432E-3
3.058897390E1,-9.926267667E-4,-7.635590737E-5,-1.985253533E-3,2.220893900E-3
3.059138832E1,-9.926267667E-4,-6.872031372E-4,-1.527118147E-4,1.216912876E-3
3.059380270E1,-9.926267667E-4,1.145338640E-3,4.581354442E-4,1.583349798E-3
3.059621713E1,3.054236295E-4,-6.872031372E-4,4.581354442E-4,8.805792585E-4
3.059863155E1,-3.054236295E-4,-6.872031372E-4,4.581354442E-4,8.805792585E-4
3.060104598E1,-3.054236295E-4,-1.298050396E-3,2.290677279E-3,2.650551041E-3
3.060346041E1,-3.054236295E-4,-7.635590737E-5,4.581354442E-4,5.558793963E-4
3.060587483E1,9.162708884E-4,-7.635590737E-5,-1.527118147E-4,9.320426299E-4
3.060828921E1,2.137965523E-3,-7.635590737E-5,-1.374406274E-3,2.542777892E-3
3.061070364E1,3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.061311806E1,3.054236295E-4,-1.298050396E-3,4.581354442E-4,1.410002308E-3
3.061553249E1,-3.054236295E-4,-7.635590737E-5,4.581354442E-4,5.558793963E-4
3.061794692E1,3.054236295E-4,-7.635590737E-5,-7.635590737E-4,8.259154176E-4
3.062036134E1,3.054236295E-4,5.344913807E-4,-1.985253533E-3,2.078508172E-3
3.062277577E1,-9.926267667E-4,-6.872031372E-4,-7.635590737E-4,1.428488190E-3
3.062519015E1,3.054236295E-4,-6.872031372E-4,-2.596100792E-3,2.702826496E-3
3.062760457E1,9.162708884E-4,-6.872031372E-4,-1.527118147E-4,1.155474531E-3
3.063001900E1,-9.926267667E-4,-6.872031372E-4,4.581354442E-4,1.291295526E-3
3.063243343E1,-3.054236295E-4,1.145338640E-3,-1.527118147E-4,1.195159023E-3
3.063484786E1,-3.054236295E-4,5.344913807E-4,-7.635590737E-4,9.808094048E-4
3.063726228E1,9.162708884E-4,1.145338640E-3,-7.635590737E-4,1.653594690E-3
3.063967671E1,3.054236295E-4,-7.635590737E-5,-7.635590737E-4,8.259154176E-4
3.064209108E1,-3.054236295E-4,-7.635590737E-5,-7.635590737E-4,8.259154176E-4
3.064450551E1,-3.054236295E-4,-6.872031372E-4,4.581354442E-4,8.805792585E-4
3.064691994E1,-3.054236295E-4,5.344913807E-4,1.679830020E-3,1.789076166E-3
3.064933436E1,-3.054236295E-4,-7.635590737E-5,4.581354442E-4,5.558793963E-4
3.065174879E1,-2.214321401E-3,-1.298050396E-3,-1.527118147E-4,2.571278864E-3
3.065416322E1,9.162708884E-4,-1.908897655E-3,1.068982761E-3,2.371954203E-3
3.065657765E1,9.162708884E-4,1.145338640E-3,-1.527118147E-4,1.474677537E-3
3.065899202E1,3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.066140645E1,-3.054236295E-4,-7.635590737E-5,4.581354442E-4,5.558793963E-4
3.066382088E1,1.527118147E-3,1.145338640E-3,-1.527118147E-4,1.914996432E-3
3.066623530E1,1.527118147E-3,5.344913807E-4,1.068982761E-3,1.939199581E-3
3.066864973E1,9.162708884E-4,1.145338640E-3,4.581354442E-4,1.536633016E-3
3.067106416E1,-3.054236295E-4,5.344913807E-4,4.581354442E-4,7.673673923E-4
3.067347858E1,-9.926267667E-4,-7.635590737E-5,1.068982761E-3,1.460774543E-3
3.067589301E1,9.162708884E-4,-7.635590737E-5,4.581354442E-4,1.027263671E-3
3.067830739E1,9.162708884E-4,-7.635590737E-5,1.679830020E-3,1.914996465E-3
3.068072181E1,9.162708884E-4,-7.635590737E-5,1.679830020E-3,1.914996465E-3
3.068313624E1,3.054236295E-4,1.145338640E-3,1.068982761E-3,1.596185558E-3
3.068555067E1,9.162708884E-4,5.344913807E-4,4.581354442E-4,1.155474561E-3
3.068796509E1,3.054236295E-4,1.145338640E-3,4.581354442E-4,1.270815596E-3
3.069037952E1,9.162708884E-4,-6.872031372E-4,1.679830020E-3,2.033132900E-3
3.069279390E1,-3.054236295E-4,-7.635590737E-5,-1.527118147E-4,3.499067253E-4
3.069520832E1,3.054236295E-4,-6.872031372E-4,-7.635590737E-4,1.071706212E-3
3.069762275E1,-3.054236295E-4,-1.908897655E-3,4.581354442E-4,1.986721404E-3
3.070003718E1,-3.054236295E-4,5.344913807E-4,-7.635590737E-4,9.808094048E-4
3.070245160E1,-3.054236295E-4,5.344913807E-4,1.068982761E-3,1.233567499E-3
3.070486603E1,-3.054236295E-4,-7.635590737E-5,1.068982761E-3,1.114377836E-3
3.070728041E1,-3.054236295E-4,5.344913807E-4,-1.527118147E-4,6.342598267E-4
3.070969483E1,3.054236295E-4,5.344913807E-4,4.581354442E-4,7.673673923E-4
3.071210926E1,-3.054236295E-4,5.344913807E-4,4.581354442E-4,7.673673923E-4
3.071452369E1,-3.054236295E-4,-6.872031372E-4,-1.527118147E-4,7.673673459E-4
3.071693812E1,-9.926267667E-4,-6.872031372E-4,-1.527118147E-4,1.216912876E-3
3.071935254E1,-9.926267667E-4,-6.872031372E-4,-7.635590737E-4,1.428488190E-3
3.072176697E1,3.054236295E-4,-1.298050396E-3,-7.635590737E-4,1.536632970E-3
3.072418140E1,1.527118147E-3,-6.872031372E-4,1.068982761E-3,1.986721453E-3
3.072659577E1,-3.054236295E-4,-6.872031372E-4,-1.374406274E-3,1.566692169E-3
3.072901020E1,-3.054236295E-4,5.344913807E-4,-7.635590737E-4,9.808094048E-4
3.073142463E1,9.162708884E-4,-7.635590737E-5,1.068982761E-3,1.410002379E-3
3.073383905E1,9.162708884E-4,5.344913807E-4,4.581354442E-4,1.155474561E-3
3.073625348E1,9.162708884E-4,1.756185899E-3,2.290677279E-3,3.028356592E-3
3.073866791E1,-3.817795368E-4,-6.872031372E-4,4.581354442E-4,9.098856257E-4
3.074108233E1,-3.817795368E-4,-7.635590737E-5,-7.635590737E-4,8.570929345E-4
3.074349671E1,-3.817795368E-4,1.145338640E-3,-7.635590737E-4,1.428488247E-3
3.074591114E1,-3.817795368E-4,5.344913807E-4,1.679830020E-3,1.803681110E-3
3.074832556E1,-1.603474026E-3,-7.635590737E-5,3.817795368E-4,1.650065087E-3
3.075073999E1,3.054236295E-4,-6.872031372E-4,-2.290677221E-4,7.861321559E-4
3.075315442E1,3.054236295E-4,-6.872031372E-4,-8.399150101E-4,1.127381466E-3
3.075556884E1,-3.817795368E-4,-1.298050396E-3,-1.450762269E-3,1.983784668E-3
3.075798322E1,-3.817795368E-4,-6.872031372E-4,-2.290677221E-4,8.188258593E-4
3.076039765E1,-9.926267667E-4,5.344913807E-4,3.817795368E-4,1.190270788E-3
3.076281207E1,-3.817795368E-4,-7.635590737E-5,9.926267667E-4,1.066252192E-3
3.076522650E1,9.162708884E-4,-1.298050396E-3,-2.290677221E-4,1.605291000E-3
3.076764093E1,9.162708884E-4,-6.872031372E-4,3.817795368E-4,1.207292884E-3
3.077005536E1,1.527118147E-3,5.344913807E-4,-1.450762269E-3,2.173127247E-3
3.077246978E1,-3.817795368E-4,-6.872031372E-4,-8.399150101E-4,1.150417746E-3
3.077488416E1,-9.926267667E-4,-6.872031372E-4,9.926267667E-4,1.562966394E-3
3.077729858E1,3.054236295E-4,-6.872031372E-4,3.817795368E-4,8.433785390E-4
3.077971301E1,-1.603474026E-3,-6.872031372E-4,3.817795368E-4,1.785814301E-3
3.078212744E1,2.290677221E-4,-6.872031372E-4,-2.290677221E-4,7.597316595E-4
3.078454186E1,2.290677221E-4,-7.635590737E-5,9.926267667E-4,1.021572388E-3
3.078695629E1,2.290677221E-4,-6.872031372E-4,9.926267667E-4,1.228831995E-3
3.078937072E1,2.290677221E-4,-1.298050396E-3,9.926267667E-4,1.650065075E-3
3.079178509E1,-3.817795368E-4,-7.635590737E-5,9.926267667E-4,1.066252192E-3
3.079419952E1,-9.926267667E-4,1.145338640E-3,-2.290677221E-4,1.532834146E-3
3.079661395E1,2.290677221E-4,-1.298050396E-3,3.817795368E-4,1.372283669E-3
3.079902838E1,2.290677221E-4,5.344913807E-4,-2.290677221E-4,6.250000629E-4
3.080144280E1,-3.817795368E-4,-7.635590737E-5,3.817795368E-4,5.452902476E-4
3.080385723E1,9.162708884E-4,1.756185899E-3,-2.290677221E-4,1.994044451E-3
3.080627161E1,-3.817795368E-4,-6.872031372E-4,-2.290677221E-4,8.188258593E-4
3.080868603E1,-9.926267667E-4,-1.298050396E-3,3.817795368E-4,1.678093664E-3
3.081110046E1,-9.926267667E-4,-7.635590737E-5,3.817795368E-4,1.066252192E-3
3.081351489E1,-3.817795368E-4,-6.872031372E-4,9.926267667E-4,1.266219438E-3
3.081592931E1,-3.817795368E-4,-6.872031372E-4,-8.399150101E-4,1.150417746E-3
3.081834374E1,2.290677221E-4,-6.872031372E-4,3.817795368E-4,8.188258593E-4
3.082075817E1,9.162708884E-4,-7.635590737E-5,9.926267667E-4,1.353030104E-3
3.082317259E1,-1.603474026E-3,-7.635590737E-5,3.817795368E-4,1.650065087E-3
3.082558697E1,-1.603474026E-3,-7.635590737E-5,9.926267667E-4,1.887396904E-3
3.082800140E1,9.162708884E-4,5.344913807E-4,3.817795368E-4,1.127381476E-3
3.083041582E1,2.290677221E-4,5.344913807E-4,-2.290677221E-4,6.250000629E-4
3.083283025E1,-9.926267667E-4,5.344913807E-4,-8.399150101E-4,1.405861358E-3
3.083524468E1,-1.603474026E-3,1.145338640E-3,-2.290677221E-4,1.983784659E-3
3.083765910E1,9.162708884E-4,-6.872031372E-4,-1.450762269E-3,1.848380820E-3
3.084007348E1,1.527118147E-3,-7.635590737E-5,3.817795368E-4,1.575968171E-3
3.084248791E1,-3.817795368E-4,-7.635590737E-5,-8.399150101E-4,9.257662035E-4
3.084490233E1,2.290677221E-4,-7.635590737E-5,-8.399150101E-4,8.739333328E-4
3.084731676E1,-9.926267667E-4,-6.872031372E-4,-2.290677221E-4,1.228831995E-3
3.084973119E1,-9.926267667E-4,-7.635590737E-5,3.817795368E-4,1.066252192E-3
3.085214562E1,-3.817795368E-4,5.344913807E-4,1.603474026E-3,1.732791275E-3
3.085456004E1,-3.817795368E-4,-6.872031372E-4,-2.290677221E-4,8.188258593E-4
3.085697442E1,9.162708884E-4,-7.635590737E-5,3.817795368E-4,9.955592299E-4
3.085938884E1,3.054236295E-4,5.344913807E-4,-8.399150101E-4,1.041355777E-3
3.086180327E1,-3.817795368E-4,-7.635590737E-5,9.926267667E-4,1.066252192E-3
3.086421770E1,3.054236295E-4,6.108472589E-4,-2.290677221E-4,7.203401894E-4
