"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.043799177E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.044764901E1,1.527118147E-4,-4.581354442E-4,-7.635590737E-4
2.045730625E1,7.635590737E-4,1.527118147E-4,4.581354442E-4
2.046696354E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.047662078E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.048627802E1,1.527118147E-4,1.527118147E-4,4.581354442E-4
2.049593532E1,1.527118147E-4,1.527118147E-4,4.581354442E-4
2.050559256E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.051524985E1,1.527118147E-4,1.527118147E-4,4.581354442E-4
2.052490709E1,7.635590737E-5,1.527118147E-4,4.581354442E-4
2.053456432E1,-5.344913807E-4,-4.581354442E-4,4.581354442E-4
2.054422162E1,-5.344913807E-4,-1.068982761E-3,-1.527118147E-4
2.055387886E1,-5.344913807E-4,-4.581354442E-4,-1.527118147E-4
2.056353610E1,7.635590737E-5,-4.581354442E-4,-7.635590737E-4
2.057319339E1,7.635590737E-5,-4.581354442E-4,4.581354442E-4
2.058285063E1,7.635590737E-5,1.527118147E-4,-1.527118147E-4
2.059250787E1,7.635590737E-5,1.527118147E-4,-1.527118147E-4
2.060216516E1,7.635590737E-5,1.527118147E-4,4.581354442E-4
2.061182240E1,7.635590737E-5,1.527118147E-4,4.581354442E-4
2.062147964E1,7.635590737E-5,1.527118147E-4,-1.527118147E-4
2.063113693E1,7.635590737E-5,7.635590737E-4,-1.527118147E-4
2.064079417E1,-5.344913807E-4,-4.581354442E-4,-1.527118147E-4
2.065045141E1,7.635590737E-5,1.527118147E-4,-1.527118147E-4
2.066010870E1,7.635590737E-5,-4.581354442E-4,-7.635590737E-4
2.066976594E1,-5.344913807E-4,1.527118147E-4,-1.527118147E-4
2.067942318E1,6.872031372E-4,1.527118147E-4,-2.290677221E-4
2.068908047E1,-5.344913807E-4,-4.581354442E-4,3.817795368E-4
2.069873771E1,-5.344913807E-4,-4.581354442E-4,-2.290677221E-4
2.070839495E1,-5.344913807E-4,1.527118147E-4,-8.399150101E-4
2.071805224E1,-5.344913807E-4,7.635590737E-4,-2.290677221E-4
2.072770948E1,7.635590737E-5,1.527118147E-4,3.817795368E-4
2.073736672E1,6.872031372E-4,2.290677221E-4,-2.290677221E-4
2.074702401E1,-5.344913807E-4,-3.817795368E-4,3.817795368E-4
2.075668125E1,7.635590737E-5,2.290677221E-4,-2.290677221E-4
2.076633854E1,7.635590737E-5,2.290677221E-4,-2.290677221E-4
2.077599578E1,-5.344913807E-4,2.290677221E-4,3.817795368E-4
2.078565302E1,7.635590737E-5,2.290677221E-4,-2.290677221E-4
2.079531026E1,7.635590737E-5,8.399150101E-4,-2.290677221E-4
2.080496756E1,7.635590737E-5,-3.817795368E-4,-2.290677221E-4
2.081462479E1,1.527118147E-4,-3.817795368E-4,3.817795368E-4
2.082428209E1,-5.344913807E-4,2.290677221E-4,9.926267667E-4
2.083393933E1,-5.344913807E-4,2.290677221E-4,-2.290677221E-4
2.084359657E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.085325386E1,-5.344913807E-4,2.290677221E-4,-2.290677221E-4
2.086291110E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.087256834E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.088222563E1,1.527118147E-4,2.290677221E-4,3.817795368E-4
2.089188287E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.090154011E1,7.635590737E-4,2.290677221E-4,-2.290677221E-4
2.091119740E1,-4.581354442E-4,2.290677221E-4,-2.290677221E-4
2.092085464E1,-4.581354442E-4,-3.817795368E-4,-2.290677221E-4
2.093051188E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.094016917E1,1.527118147E-4,-3.817795368E-4,-2.290677221E-4
2.094982641E1,-4.581354442E-4,-3.817795368E-4,-2.290677221E-4
2.095948370E1,-4.581354442E-4,2.290677221E-4,-2.290677221E-4
2.096914094E1,1.527118147E-4,1.527118147E-4,-2.290677221E-4
2.097879818E1,1.527118147E-4,-4.581354442E-4,-8.399150101E-4
2.098845547E1,-4.581354442E-4,-4.581354442E-4,-2.290677221E-4
2.099811271E1,1.527118147E-4,-4.581354442E-4,3.817795368E-4
2.100776995E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.101742724E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.102708448E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.103674172E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.104639901E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.105605625E1,1.527118147E-4,-4.581354442E-4,-1.527118147E-4
2.106571349E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.107537078E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.108502802E1,7.635590737E-4,-4.581354442E-4,-1.527118147E-4
2.109468526E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.110434256E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.111399979E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.112365703E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.113331432E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.114297156E1,-4.581354442E-4,-4.581354442E-4,4.581354442E-4
2.115262881E1,-4.581354442E-4,-4.581354442E-4,4.581354442E-4
2.116228610E1,8.399150101E-4,-4.581354442E-4,-1.527118147E-4
2.117194334E1,1.527118147E-4,1.527118147E-4,4.581354442E-4
2.118160058E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.119125787E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.120091511E1,2.290677221E-4,1.527118147E-4,4.581354442E-4
2.121057240E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.122022964E1,-1.068982761E-3,-4.581354442E-4,-1.527118147E-4
2.122988688E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
2.123954417E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.124920141E1,-1.068982761E-3,1.527118147E-4,-1.527118147E-4
2.125885865E1,-3.817795368E-4,1.527118147E-4,-1.527118147E-4
2.126851594E1,2.290677221E-4,2.290677221E-4,-7.635590737E-4
2.127817318E1,8.399150101E-4,2.290677221E-4,-1.527118147E-4
2.128783042E1,8.399150101E-4,-3.817795368E-4,4.581354442E-4
2.129748771E1,-3.817795368E-4,-3.817795368E-4,-1.527118147E-4
2.130714495E1,-3.817795368E-4,-3.817795368E-4,-1.527118147E-4
2.131680219E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.132645948E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.133611672E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.134577396E1,8.399150101E-4,2.290677221E-4,-1.527118147E-4
2.135543125E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.136508849E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.137474573E1,-3.817795368E-4,-3.817795368E-4,-1.527118147E-4
2.138440302E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.139406026E1,8.399150101E-4,-3.817795368E-4,-1.527118147E-4
2.140371756E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.141337479E1,8.399150101E-4,2.290677221E-4,-1.527118147E-4
2.142303203E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.143268933E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.144234656E1,8.399150101E-4,2.290677221E-4,-1.527118147E-4
2.145200380E1,2.290677221E-4,-3.817795368E-4,4.581354442E-4
2.146166110E1,2.290677221E-4,-3.817795368E-4,-7.635590737E-4
2.147131834E1,1.527118147E-3,2.290677221E-4,-1.527118147E-4
2.148097558E1,8.399150101E-4,-3.817795368E-4,-1.527118147E-4
2.149063287E1,-3.817795368E-4,2.290677221E-4,1.068982761E-3
2.150029011E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.150994735E1,-3.817795368E-4,2.290677221E-4,-1.527118147E-4
2.151960464E1,-3.817795368E-4,-3.817795368E-4,4.581354442E-4
2.152926188E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.153891912E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.154857641E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.155823365E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.156789089E1,2.290677221E-4,-3.817795368E-4,4.581354442E-4
2.157754818E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.158720542E1,2.290677221E-4,-3.817795368E-4,4.581354442E-4
2.159686271E1,-4.581354442E-4,-3.817795368E-4,4.581354442E-4
2.160651995E1,-1.068982761E-3,2.290677221E-4,-1.527118147E-4
2.161617719E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
2.162583448E1,7.635590737E-4,2.290677221E-4,-7.635590737E-4
2.163549172E1,1.527118147E-4,2.290677221E-4,-7.635590737E-4
2.164514896E1,-4.581354442E-4,2.290677221E-4,-7.635590737E-4
2.165480625E1,-4.581354442E-4,2.290677221E-4,-7.635590737E-4
2.166446349E1,1.527118147E-4,2.290677221E-4,-1.527118147E-4
2.167412073E1,1.527118147E-4,2.290677221E-4,4.581354442E-4
2.168377802E1,7.635590737E-4,8.399150101E-4,4.581354442E-4
2.169343526E1,7.635590737E-5,8.399150101E-4,4.581354442E-4
2.170309250E1,7.635590737E-5,2.290677221E-4,-1.527118147E-4
2.171274979E1,7.635590737E-5,-3.817795368E-4,4.581354442E-4
2.172240703E1,-5.344913807E-4,2.290677221E-4,1.068982761E-3
2.173206432E1,-5.344913807E-4,2.290677221E-4,-1.527118147E-4
2.174172157E1,6.872031372E-4,2.290677221E-4,-1.527118147E-4
2.175137880E1,7.635590737E-5,-3.817795368E-4,-1.527118147E-4
2.176103610E1,-5.344913807E-4,-3.817795368E-4,-1.527118147E-4
2.177069334E1,-5.344913807E-4,-3.817795368E-4,-1.527118147E-4
2.178035058E1,-5.344913807E-4,8.399150101E-4,-1.527118147E-4
2.179000787E1,-5.344913807E-4,2.290677221E-4,-7.635590737E-4
2.179966511E1,7.635590737E-5,-3.817795368E-4,-7.635590737E-4
2.180932235E1,7.635590737E-5,-3.817795368E-4,-7.635590737E-4
2.181897964E1,7.635590737E-5,-3.817795368E-4,-7.635590737E-4
2.182863688E1,7.635590737E-5,2.290677221E-4,-1.527118147E-4
2.183829412E1,-5.344913807E-4,2.290677221E-4,-1.527118147E-4
2.184795141E1,-1.145338640E-3,-3.817795368E-4,4.581354442E-4
2.185760865E1,-5.344913807E-4,2.290677221E-4,4.581354442E-4
2.186726589E1,7.635590737E-5,2.290677221E-4,-1.527118147E-4
2.187692318E1,-5.344913807E-4,2.290677221E-4,-7.635590737E-4
2.188658042E1,-5.344913807E-4,2.290677221E-4,-1.527118147E-4
2.189623771E1,6.872031372E-4,2.290677221E-4,-1.527118147E-4
2.190589495E1,7.635590737E-5,-3.817795368E-4,4.581354442E-4
2.191555219E1,7.635590737E-5,-3.817795368E-4,-1.527118147E-4
2.192520948E1,-5.344913807E-4,-3.817795368E-4,4.581354442E-4
2.193486672E1,7.635590737E-5,2.290677221E-4,4.581354442E-4
2.194452396E1,6.872031372E-4,2.290677221E-4,4.581354442E-4
2.195418125E1,-5.344913807E-4,-3.817795368E-4,-1.527118147E-4
2.196383849E1,-5.344913807E-4,-3.817795368E-4,-1.527118147E-4
2.197349573E1,-5.344913807E-4,2.290677221E-4,-7.635590737E-5
2.198315302E1,7.635590737E-5,2.290677221E-4,-7.635590737E-5
2.199281026E1,-5.344913807E-4,-4.581354442E-4,-6.872031372E-4
2.200246750E1,1.527118147E-4,1.527118147E-4,-6.872031372E-4
2.201212479E1,-4.581354442E-4,1.527118147E-4,-7.635590737E-5
2.202178203E1,-4.581354442E-4,-4.581354442E-4,-7.635590737E-5
2.203143927E1,-4.581354442E-4,-4.581354442E-4,5.344913807E-4
2.204109656E1,1.527118147E-4,1.527118147E-4,1.145338640E-3
2.205075381E1,1.527118147E-4,1.527118147E-4,5.344913807E-4
2.206041104E1,-4.581354442E-4,-4.581354442E-4,5.344913807E-4
2.207006834E1,-4.581354442E-4,1.527118147E-4,-7.635590737E-5
2.207972558E1,1.527118147E-4,2.290677221E-4,-7.635590737E-5
2.208938287E1,1.527118147E-4,2.290677221E-4,-7.635590737E-5
2.209904011E1,1.527118147E-4,-9.926267667E-4,-7.635590737E-5
2.210869735E1,1.527118147E-4,-3.817795368E-4,-7.635590737E-5
2.211835464E1,2.290677221E-4,2.290677221E-4,-7.635590737E-5
2.212801188E1,8.399150101E-4,-3.817795368E-4,-6.872031372E-4
2.213766912E1,2.290677221E-4,-3.817795368E-4,-7.635590737E-5
2.214732641E1,-3.817795368E-4,2.290677221E-4,-7.635590737E-5
2.215698365E1,2.290677221E-4,-3.817795368E-4,5.344913807E-4
2.216664089E1,-3.817795368E-4,-3.817795368E-4,5.344913807E-4
2.217629818E1,2.290677221E-4,-3.817795368E-4,-7.635590737E-5
2.218595542E1,2.290677221E-4,2.290677221E-4,-7.635590737E-5
2.219561266E1,2.290677221E-4,2.290677221E-4,5.344913807E-4
2.220526995E1,2.290677221E-4,2.290677221E-4,5.344913807E-4
2.221492719E1,8.399150101E-4,8.399150101E-4,-7.635590737E-5
2.222458443E1,8.399150101E-4,2.290677221E-4,5.344913807E-4
2.223424172E1,2.290677221E-4,-3.817795368E-4,-7.635590737E-5
2.224389896E1,2.290677221E-4,2.290677221E-4,5.344913807E-4
2.225355625E1,-3.817795368E-4,2.290677221E-4,5.344913807E-4
2.226321349E1,2.290677221E-4,2.290677221E-4,5.344913807E-4
2.227287073E1,2.290677221E-4,8.399150101E-4,5.344913807E-4
2.228252802E1,-3.817795368E-4,-3.817795368E-4,-7.635590737E-5
2.229218526E1,-3.817795368E-4,2.290677221E-4,-6.872031372E-4
2.230184250E1,2.290677221E-4,-3.817795368E-4,-7.635590737E-5
2.231149979E1,2.290677221E-4,2.290677221E-4,-7.635590737E-5
2.232115703E1,8.399150101E-4,-3.817795368E-4,-7.635590737E-5
2.233081427E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.234047156E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.235012880E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.235978604E1,8.399150101E-4,2.290677221E-4,-1.527118147E-4
2.236944334E1,-3.817795368E-4,2.290677221E-4,4.581354442E-4
2.237910058E1,-3.817795368E-4,2.290677221E-4,-1.527118147E-4
2.238875782E1,-3.817795368E-4,-3.817795368E-4,-1.527118147E-4
2.239841511E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.240807235E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.241772964E1,-4.581354442E-4,-3.817795368E-4,-7.635590737E-4
2.242738688E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
2.243704412E1,1.527118147E-4,-3.817795368E-4,1.068982761E-3
2.244670141E1,1.527118147E-4,2.290677221E-4,4.581354442E-4
2.245635865E1,-4.581354442E-4,2.290677221E-4,-1.527118147E-4
2.246601589E1,-4.581354442E-4,-3.817795368E-4,4.581354442E-4
2.247567318E1,-4.581354442E-4,2.290677221E-4,-1.527118147E-4
2.248533042E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
2.249498766E1,-4.581354442E-4,-3.817795368E-4,4.581354442E-4
2.250464495E1,-4.581354442E-4,-3.817795368E-4,4.581354442E-4
2.251430219E1,1.527118147E-4,-3.817795368E-4,4.581354442E-4
2.252395943E1,1.527118147E-4,-3.817795368E-4,4.581354442E-4
2.253361672E1,1.527118147E-4,8.399150101E-4,4.581354442E-4
2.254327396E1,-4.581354442E-4,-3.817795368E-4,4.581354442E-4
2.255293120E1,1.527118147E-4,2.290677221E-4,4.581354442E-4
2.256258849E1,1.527118147E-4,8.399150101E-4,-8.399150101E-4
2.257224573E1,7.635590737E-4,2.290677221E-4,-2.290677221E-4
2.258190302E1,-4.581354442E-4,2.290677221E-4,3.817795368E-4
2.259156026E1,-4.581354442E-4,-3.817795368E-4,3.817795368E-4
2.260121750E1,-4.581354442E-4,-3.817795368E-4,3.817795368E-4
2.261087479E1,-4.581354442E-4,2.290677221E-4,3.817795368E-4
2.262053203E1,1.527118147E-4,8.399150101E-4,3.817795368E-4
2.263018927E1,1.527118147E-4,-3.817795368E-4,-2.290677221E-4
2.263984657E1,-1.145338640E-3,-9.926267667E-4,3.817795368E-4
2.264950381E1,1.527118147E-4,2.290677221E-4,9.926267667E-4
2.265916104E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.266881834E1,-4.581354442E-4,-9.926267667E-4,-8.399150101E-4
2.267847558E1,-4.581354442E-4,-9.926267667E-4,-2.290677221E-4
2.268813282E1,-4.581354442E-4,-3.817795368E-4,3.817795368E-4
2.269779011E1,-4.581354442E-4,2.290677221E-4,-2.290677221E-4
2.270744735E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.271710459E1,-4.581354442E-4,-3.817795368E-4,-2.290677221E-4
2.272676188E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.273641912E1,1.527118147E-4,2.290677221E-4,-2.290677221E-4
2.274607636E1,1.527118147E-4,2.290677221E-4,-8.399150101E-4
2.275573365E1,-4.581354442E-4,-3.817795368E-4,-3.054236295E-4
2.276539089E1,-4.581354442E-4,2.290677221E-4,-3.054236295E-4
2.277504818E1,-4.581354442E-4,2.290677221E-4,-3.054236295E-4
2.278470542E1,2.290677221E-4,-3.054236295E-4,-3.054236295E-4
2.279436266E1,2.290677221E-4,3.054236295E-4,-9.162708884E-4
2.280401995E1,-3.817795368E-4,3.054236295E-4,-9.162708884E-4
2.281367719E1,-3.817795368E-4,-3.054236295E-4,-3.054236295E-4
2.282333443E1,2.290677221E-4,-3.054236295E-4,-3.054236295E-4
2.283299172E1,2.290677221E-4,3.054236295E-4,3.054236295E-4
2.284264896E1,2.290677221E-4,-3.054236295E-4,3.054236295E-4
2.285230620E1,-3.817795368E-4,-3.054236295E-4,-3.054236295E-4
2.286196349E1,2.290677221E-4,3.054236295E-4,-3.054236295E-4
2.287162073E1,-3.817795368E-4,-3.054236295E-4,-3.054236295E-4
2.288127802E1,2.290677221E-4,9.162708884E-4,-3.054236295E-4
2.289093526E1,2.290677221E-4,3.054236295E-4,3.054236295E-4
2.290059250E1,2.290677221E-4,3.054236295E-4,-3.054236295E-4
2.291024979E1,2.290677221E-4,3.054236295E-4,3.054236295E-4
2.291990703E1,2.290677221E-4,3.054236295E-4,-2.290677221E-4
2.292956427E1,9.162708884E-4,-3.054236295E-4,3.817795368E-4
2.293922156E1,3.054236295E-4,3.054236295E-4,-2.290677221E-4
2.294887880E1,3.054236295E-4,-3.054236295E-4,-2.290677221E-4
2.295853604E1,3.054236295E-4,-3.054236295E-4,3.817795368E-4
2.296819334E1,3.054236295E-4,3.054236295E-4,-2.290677221E-4
2.297785058E1,3.054236295E-4,9.162708884E-4,3.817795368E-4
2.298750782E1,3.054236295E-4,3.054236295E-4,-2.290677221E-4
2.299716511E1,3.054236295E-4,3.054236295E-4,3.817795368E-4
2.300682235E1,-3.054236295E-4,3.054236295E-4,3.817795368E-4
2.301647959E1,-3.054236295E-4,3.054236295E-4,-2.290677221E-4
2.302613688E1,3.054236295E-4,-3.054236295E-4,-2.290677221E-4
2.303579412E1,-3.054236295E-4,3.054236295E-4,-2.290677221E-4
2.304545136E1,-3.054236295E-4,3.054236295E-4,4.581354442E-4
2.305510865E1,-3.817795368E-4,3.054236295E-4,-1.527118147E-4
2.306476589E1,3.054236295E-4,9.162708884E-4,-1.527118147E-4
2.307442313E1,3.054236295E-4,-3.054236295E-4,-7.635590737E-4
2.308408042E1,-3.817795368E-4,3.054236295E-4,-1.527118147E-4
2.309373766E1,2.290677221E-4,3.054236295E-4,-7.635590737E-4
2.310339495E1,-3.817795368E-4,2.290677221E-4,-1.527118147E-4
2.311305219E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.312270943E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.313236672E1,2.290677221E-4,-3.817795368E-4,4.581354442E-4
2.314202396E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.315168120E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.316133849E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.317099573E1,8.399150101E-4,8.399150101E-4,-1.527118147E-4
2.318065297E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.319031026E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.319996750E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
2.320962474E1,2.290677221E-4,2.290677221E-4,-7.635590737E-4
2.321928203E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.322893927E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
2.323859651E1,-3.817795368E-4,-3.817795368E-4,-7.635590737E-4
2.324825380E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
2.325791104E1,-3.817795368E-4,1.527118147E-4,4.581354442E-4
2.326756828E1,2.290677221E-4,1.527118147E-4,4.581354442E-4
2.327722558E1,2.290677221E-4,-4.581354442E-4,4.581354442E-4
2.328688282E1,-4.581354442E-4,-4.581354442E-4,4.581354442E-4
2.329654006E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
2.330619735E1,8.399150101E-4,1.527118147E-4,-1.527118147E-4
2.331585459E1,1.527118147E-4,7.635590737E-4,-1.527118147E-4
2.332551188E1,8.399150101E-4,-4.581354442E-4,-1.527118147E-4
2.333516912E1,8.399150101E-4,-4.581354442E-4,-1.527118147E-4
2.334482636E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.335448365E1,-1.068982761E-3,-4.581354442E-4,4.581354442E-4
2.336414089E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.337379813E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.338345542E1,1.527118147E-4,7.635590737E-4,-1.527118147E-4
2.339311266E1,1.527118147E-4,1.527118147E-4,4.581354442E-4
2.340276990E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.341242719E1,-4.581354442E-4,-4.581354442E-4,-7.635590737E-4
2.342208443E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.343174167E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.344139896E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.345105620E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.346071349E1,1.527118147E-4,1.527118147E-4,1.068982761E-3
2.347037073E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.348002797E1,-5.344913807E-4,1.527118147E-4,-7.635590737E-4
2.348968526E1,1.527118147E-4,7.635590737E-4,4.581354442E-4
2.349934250E1,-5.344913807E-4,-4.581354442E-4,-7.635590737E-4
2.350899974E1,-5.344913807E-4,1.527118147E-4,-1.527118147E-4
2.351865703E1,-5.344913807E-4,-4.581354442E-4,-1.527118147E-4
2.352831427E1,-5.344913807E-4,1.527118147E-4,4.581354442E-4
2.353797151E1,-5.344913807E-4,-4.581354442E-4,4.581354442E-4
2.354762881E1,-5.344913807E-4,1.527118147E-4,-1.527118147E-4
2.355728604E1,7.635590737E-5,7.635590737E-4,-1.527118147E-4
2.356694328E1,7.635590737E-5,7.635590737E-4,-1.527118147E-4
2.357660058E1,-5.344913807E-4,1.527118147E-4,-1.527118147E-4
2.358625782E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.359591506E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.360557235E1,1.527118147E-4,-4.581354442E-4,1.068982761E-3
2.361522959E1,-5.344913807E-4,1.527118147E-4,-1.527118147E-4
2.362488682E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.363454412E1,1.527118147E-4,7.635590737E-4,-1.527118147E-4
2.364420136E1,7.635590737E-4,7.635590737E-4,4.581354442E-4
2.365385860E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.366351589E1,1.527118147E-4,-4.581354442E-4,-1.527118147E-4
2.367317313E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.368283042E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.369248766E1,1.527118147E-4,-4.581354442E-4,-1.527118147E-4
2.370214490E1,1.527118147E-4,-4.581354442E-4,4.581354442E-4
2.371180219E1,1.527118147E-4,1.527118147E-4,-1.527118147E-4
2.372145943E1,-4.581354442E-4,-4.581354442E-4,-1.527118147E-4
2.373111667E1,-4.581354442E-4,1.527118147E-4,4.581354442E-4
2.374077396E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
2.375043120E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.376008844E1,-4.581354442E-4,1.527118147E-4,-1.527118147E-4
2.376974573E1,-3.817795368E-4,7.635590737E-4,-7.635590737E-4
2.377940297E1,-3.817795368E-4,1.527118147E-4,4.581354442E-4
2.378906021E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
2.379871750E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
2.380837474E1,2.290677221E-4,-4.581354442E-4,4.581354442E-4
2.381803198E1,2.290677221E-4,1.527118147E-4,1.068982761E-3
2.382768927E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
2.383734651E1,2.290677221E-4,7.635590737E-4,-1.527118147E-4
2.384700375E1,-3.817795368E-4,-4.581354442E-4,-7.635590737E-4
2.385666104E1,-3.817795368E-4,-4.581354442E-4,-1.527118147E-4
2.386631828E1,-3.817795368E-4,1.527118147E-4,-1.527118147E-4
2.387597552E1,2.290677221E-4,7.635590737E-4,-1.527118147E-4
2.388563282E1,2.290677221E-4,-4.581354442E-4,4.581354442E-4
2.389529006E1,2.290677221E-4,7.635590737E-4,4.581354442E-4
2.390494729E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
2.391460459E1,2.290677221E-4,1.527118147E-4,4.581354442E-4
2.392426183E1,-3.817795368E-4,1.527118147E-4,-1.527118147E-4
2.393391912E1,-3.817795368E-4,7.635590737E-4,-1.527118147E-4
2.394357636E1,-9.926267667E-4,7.635590737E-4,-1.527118147E-4
2.395323360E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
2.396289084E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
2.397254813E1,-3.817795368E-4,1.527118147E-4,-1.527118147E-4
2.398220537E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
2.399186266E1,-3.817795368E-4,-4.581354442E-4,-7.635590737E-4
2.400151990E1,-3.817795368E-4,-4.581354442E-4,-1.527118147E-4
2.401117714E1,8.399150101E-4,7.635590737E-4,-7.635590737E-4
2.402083443E1,8.399150101E-4,1.527118147E-4,-1.374406274E-3
2.403049167E1,8.399150101E-4,1.527118147E-4,-1.527118147E-4
2.404014891E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
2.404980620E1,8.399150101E-4,7.635590737E-5,-7.635590737E-4
2.405946344E1,2.290677221E-4,7.635590737E-5,-1.527118147E-4
2.406912068E1,2.290677221E-4,7.635590737E-5,-1.527118147E-4
2.407877797E1,2.290677221E-4,7.635590737E-5,4.581354442E-4
2.408843521E1,-3.817795368E-4,6.872031372E-4,-7.635590737E-4
2.409809245E1,-3.817795368E-4,7.635590737E-5,-7.635590737E-4
2.410774974E1,-9.926267667E-4,-5.344913807E-4,4.581354442E-4
2.411740698E1,2.290677221E-4,-5.344913807E-4,-1.527118147E-4
