"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.116952808E1,1.848455518E-1,-1.776670814E-1,9.876674652E0
1.117918532E1,1.944168359E-1,-1.585244983E-1,9.888638496E0
1.118884256E1,1.872383654E-1,-1.800599098E-1,9.886245728E0
1.119849979E1,1.920240223E-1,-1.489532143E-1,9.883852959E0
1.120815709E1,1.968096644E-1,-1.561316848E-1,9.888638496E0
1.121781432E1,1.944168359E-1,-1.585244983E-1,9.881460190E0
1.122747156E1,2.087737769E-1,-1.728814393E-1,9.876674652E0
1.123712881E1,1.944168359E-1,-1.513460279E-1,9.874281883E0
1.124678604E1,1.800599098E-1,-1.537388563E-1,9.888638496E0
1.125644328E1,1.920240223E-1,-1.585244983E-1,9.879067421E0
1.126610058E1,2.015953064E-1,-1.393819153E-1,9.888638496E0
1.127575782E1,1.920240223E-1,-1.657029688E-1,9.881460190E0
1.128541506E1,1.968096644E-1,-1.489532143E-1,9.881460190E0
1.129507229E1,1.920240223E-1,-1.417747438E-1,9.876674652E0
1.130472953E1,2.039881349E-1,-1.465603858E-1,9.881460190E0
1.131438677E1,1.968096644E-1,-1.633101404E-1,9.876674652E0
1.132404406E1,1.872383654E-1,-1.513460279E-1,9.888638496E0
1.133370130E1,1.824527234E-1,-1.633101404E-1,9.874281883E0
1.134335854E1,1.848455518E-1,-1.848455518E-1,9.888638496E0
1.135301578E1,1.872383654E-1,-1.657029688E-1,9.883852959E0
1.136267302E1,2.063809484E-1,-1.752742529E-1,9.869496346E0
1.137233032E1,2.159522474E-1,-1.537388563E-1,9.874281883E0
1.138198756E1,1.896311939E-1,-1.489532143E-1,9.879067421E0
1.139164479E1,1.776670814E-1,-1.609173268E-1,9.874281883E0
1.140130203E1,2.087737769E-1,-1.513460279E-1,9.879067421E0
1.141095927E1,1.824527234E-1,-1.274178028E-1,9.867103577E0
1.142061651E1,1.920240223E-1,-1.633101404E-1,9.879067421E0
1.143027380E1,2.015953064E-1,-1.824527234E-1,9.871889114E0
1.143993104E1,2.039881349E-1,-1.920240223E-1,9.876674652E0
1.144958828E1,1.968096644E-1,-1.537388563E-1,9.876674652E0
1.145924552E1,1.872383654E-1,-1.561316848E-1,9.871889114E0
1.146890276E1,1.752742529E-1,-1.848455518E-1,9.879067421E0
1.147856006E1,1.848455518E-1,-1.848455518E-1,9.871889114E0
1.148821729E1,1.896311939E-1,-1.609173268E-1,9.883852959E0
1.149787453E1,2.039881349E-1,-1.537388563E-1,9.876674652E0
1.150753177E1,1.968096644E-1,-1.728814393E-1,9.874281883E0
1.151718901E1,1.896311939E-1,-1.657029688E-1,9.867103577E0
1.152684625E1,1.968096644E-1,-1.561316848E-1,9.864710808E0
1.153650354E1,1.920240223E-1,-1.417747438E-1,9.881460190E0
1.154616078E1,1.896311939E-1,-1.800599098E-1,9.874281883E0
1.155581802E1,1.920240223E-1,-1.752742529E-1,9.879067421E0
1.156547526E1,2.015953064E-1,-1.657029688E-1,9.886245728E0
1.157513250E1,1.944168359E-1,-1.513460279E-1,9.883852959E0
1.158478979E1,1.896311939E-1,-1.561316848E-1,9.869496346E0
1.159444703E1,1.920240223E-1,-1.513460279E-1,9.879067421E0
1.160410427E1,2.039881349E-1,-1.776670814E-1,9.900602341E0
1.161376151E1,1.920240223E-1,-1.633101404E-1,9.888638496E0
1.162341875E1,1.944168359E-1,-1.848455518E-1,9.888638496E0
1.163307604E1,2.039881349E-1,-1.465603858E-1,9.874281883E0
1.164273328E1,1.872383654E-1,-1.226321608E-1,9.857531548E0
1.165239052E1,2.135594189E-1,-1.728814393E-1,9.874281883E0
1.166204776E1,1.896311939E-1,-1.752742529E-1,9.867103577E0
1.167170500E1,1.896311939E-1,-1.609173268E-1,9.869496346E0
1.168136224E1,1.992024779E-1,-1.609173268E-1,9.876674652E0
1.169101953E1,1.848455518E-1,-1.633101404E-1,9.864710808E0
1.170067677E1,1.776670814E-1,-1.752742529E-1,9.879067421E0
1.171033401E1,1.704886109E-1,-1.489532143E-1,9.888638496E0
1.171999125E1,1.752742529E-1,-1.513460279E-1,9.893424034E0
1.172964849E1,1.896311939E-1,-1.848455518E-1,9.871889114E0
1.173930573E1,2.015953064E-1,-1.633101404E-1,9.893424034E0
1.174896302E1,2.039881349E-1,-1.752742529E-1,9.886245728E0
1.175862026E1,2.183450609E-1,-1.680957973E-1,9.874281883E0
1.176827750E1,1.992024779E-1,-1.704886109E-1,9.883852959E0
1.177793474E1,2.039881349E-1,-1.393819153E-1,9.879067421E0
1.178759198E1,2.039881349E-1,-1.609173268E-1,9.881460190E0
1.179724927E1,1.944168359E-1,-1.848455518E-1,9.871889114E0
1.180690651E1,2.015953064E-1,-1.561316848E-1,9.879067421E0
1.181656375E1,1.896311939E-1,-1.704886109E-1,9.876674652E0
1.182622099E1,1.968096644E-1,-1.561316848E-1,9.881460190E0
1.183587823E1,1.968096644E-1,-1.561316848E-1,9.874281883E0
1.184553552E1,1.680957973E-1,-1.657029688E-1,9.879067421E0
1.185519276E1,1.728814393E-1,-1.489532143E-1,9.879067421E0
1.186485000E1,1.776670814E-1,-1.680957973E-1,9.874281883E0
1.187450724E1,1.992024779E-1,-1.609173268E-1,9.874281883E0
1.188416448E1,1.920240223E-1,-1.752742529E-1,9.881460190E0
1.189382177E1,2.087737769E-1,-1.680957973E-1,9.876674652E0
1.190347901E1,1.776670814E-1,-1.345962733E-1,9.869496346E0
1.191313625E1,1.992024779E-1,-1.633101404E-1,9.871889114E0
1.192279349E1,2.063809484E-1,-1.776670814E-1,9.867103577E0
1.193245073E1,2.063809484E-1,-1.513460279E-1,9.881460190E0
1.194210802E1,2.039881349E-1,-1.489532143E-1,9.871889114E0
1.195176526E1,2.063809484E-1,-1.561316848E-1,9.869496346E0
1.196142250E1,1.920240223E-1,-1.657029688E-1,9.879067421E0
1.197107974E1,1.872383654E-1,-1.896311939E-1,9.881460190E0
1.198073698E1,2.015953064E-1,-1.752742529E-1,9.883852959E0
1.199039422E1,1.968096644E-1,-1.537388563E-1,9.886245728E0
1.200005151E1,1.728814393E-1,-1.561316848E-1,9.883852959E0
1.200970875E1,1.896311939E-1,-1.441675574E-1,9.876674652E0
1.201936599E1,1.776670814E-1,-1.417747438E-1,9.881460190E0
1.202902323E1,1.872383654E-1,-1.513460279E-1,9.886245728E0
1.203868047E1,1.944168359E-1,-1.776670814E-1,9.886245728E0
1.204833776E1,1.800599098E-1,-1.561316848E-1,9.876674652E0
1.205799500E1,1.944168359E-1,-1.657029688E-1,9.871889114E0
1.206765224E1,2.063809484E-1,-1.393819153E-1,9.871889114E0
1.207730948E1,2.039881349E-1,-1.657029688E-1,9.874281883E0
1.208696672E1,2.015953064E-1,-1.657029688E-1,9.879067421E0
1.209662401E1,1.824527234E-1,-1.609173268E-1,9.876674652E0
1.210628125E1,1.752742529E-1,-1.609173268E-1,9.881460190E0
1.211593849E1,1.848455518E-1,-1.657029688E-1,9.864710808E0
1.212559573E1,1.848455518E-1,-1.657029688E-1,9.871889114E0
1.213525297E1,1.872383654E-1,-1.680957973E-1,9.869496346E0
1.214491026E1,1.872383654E-1,-1.968096644E-1,9.888638496E0
1.215456750E1,1.872383654E-1,-1.633101404E-1,9.876674652E0
1.216422474E1,1.776670814E-1,-1.657029688E-1,9.871889114E0
1.217388198E1,1.944168359E-1,-1.728814393E-1,9.891031265E0
1.218353922E1,1.992024779E-1,-1.561316848E-1,9.886245728E0
1.219319651E1,1.992024779E-1,-1.441675574E-1,9.881460190E0
1.220285375E1,1.944168359E-1,-1.728814393E-1,9.883852959E0
1.221251099E1,1.968096644E-1,-1.513460279E-1,9.874281883E0
1.222216823E1,1.896311939E-1,-1.657029688E-1,9.883852959E0
1.223182547E1,2.015953064E-1,-1.465603858E-1,9.879067421E0
1.224148276E1,1.896311939E-1,-1.633101404E-1,9.874281883E0
1.225114000E1,1.944168359E-1,-1.776670814E-1,9.886245728E0
1.226079724E1,1.752742529E-1,-1.704886109E-1,9.867103577E0
1.227045448E1,2.087737769E-1,-1.585244983E-1,9.893424034E0
1.228011172E1,1.680957973E-1,-1.680957973E-1,9.886245728E0
1.228976901E1,1.680957973E-1,-1.369891018E-1,9.874281883E0
1.229942625E1,1.992024779E-1,-1.704886109E-1,9.867103577E0
1.230908349E1,1.944168359E-1,-1.633101404E-1,9.879067421E0
1.231874073E1,1.992024779E-1,-1.824527234E-1,9.883852959E0
1.232839797E1,1.704886109E-1,-1.585244983E-1,9.876674652E0
1.233805526E1,1.824527234E-1,-1.800599098E-1,9.874281883E0
1.234771250E1,1.896311939E-1,-1.633101404E-1,9.881460190E0
1.235736974E1,2.039881349E-1,-1.465603858E-1,9.879067421E0
1.236702698E1,1.944168359E-1,-1.561316848E-1,9.876674652E0
1.237668427E1,1.872383654E-1,-1.752742529E-1,9.879067421E0
1.238634151E1,1.872383654E-1,-1.513460279E-1,9.886245728E0
1.239599875E1,1.896311939E-1,-1.680957973E-1,9.867103577E0
1.240565599E1,1.992024779E-1,-1.752742529E-1,9.874281883E0
1.241531323E1,1.896311939E-1,-1.465603858E-1,9.876674652E0
1.242497047E1,1.848455518E-1,-1.776670814E-1,9.876674652E0
1.243462776E1,1.920240223E-1,-1.561316848E-1,9.879067421E0
1.244428500E1,1.992024779E-1,-1.585244983E-1,9.867103577E0
1.245394224E1,1.752742529E-1,-1.441675574E-1,9.871889114E0
1.246359948E1,1.992024779E-1,-1.226321608E-1,9.893424034E0
1.247325677E1,2.015953064E-1,-1.513460279E-1,9.883852959E0
1.248291401E1,1.944168359E-1,-1.513460279E-1,9.883852959E0
1.249257125E1,1.824527234E-1,-1.728814393E-1,9.886245728E0
1.250222849E1,1.872383654E-1,-1.752742529E-1,9.891031265E0
1.251188573E1,1.872383654E-1,-1.585244983E-1,9.886245728E0
1.252154302E1,1.968096644E-1,-1.585244983E-1,9.876674652E0
1.253120026E1,1.944168359E-1,-1.633101404E-1,9.883852959E0
1.254085750E1,1.872383654E-1,-1.728814393E-1,9.883852959E0
1.255051474E1,1.800599098E-1,-1.680957973E-1,9.876674652E0
1.256017198E1,1.824527234E-1,-1.728814393E-1,9.893424034E0
1.256982927E1,1.992024779E-1,-1.465603858E-1,9.869496346E0
1.257948651E1,2.039881349E-1,-1.657029688E-1,9.883852959E0
1.258914375E1,1.896311939E-1,-1.776670814E-1,9.879067421E0
1.259880099E1,2.183450609E-1,-1.585244983E-1,9.881460190E0
1.260845823E1,1.800599098E-1,-1.322034448E-1,9.883852959E0
1.261811552E1,1.848455518E-1,-1.441675574E-1,9.881460190E0
1.262777276E1,1.872383654E-1,-1.633101404E-1,9.874281883E0
1.263743000E1,1.680957973E-1,-1.537388563E-1,9.857531548E0
1.264708724E1,1.752742529E-1,-1.728814393E-1,9.886245728E0
1.265674448E1,1.776670814E-1,-1.609173268E-1,9.883852959E0
1.266640177E1,1.920240223E-1,-1.441675574E-1,9.883852959E0
1.267605901E1,2.063809484E-1,-1.752742529E-1,9.883852959E0
1.268571625E1,1.800599098E-1,-1.609173268E-1,9.871889114E0
1.269537349E1,1.992024779E-1,-1.561316848E-1,9.888638496E0
1.270503078E1,1.800599098E-1,-1.609173268E-1,9.881460190E0
1.271468802E1,1.776670814E-1,-1.824527234E-1,9.871889114E0
1.272434526E1,1.968096644E-1,-1.585244983E-1,9.874281883E0
1.273400250E1,1.992024779E-1,-1.537388563E-1,9.879067421E0
1.274365974E1,1.824527234E-1,-1.633101404E-1,9.862318039E0
1.275331703E1,1.776670814E-1,-1.441675574E-1,9.881460190E0
1.276297427E1,1.848455518E-1,-1.489532143E-1,9.876674652E0
1.277263151E1,2.015953064E-1,-1.800599098E-1,9.871889114E0
1.278228875E1,1.752742529E-1,-1.657029688E-1,9.879067421E0
1.279194599E1,2.063809484E-1,-1.848455518E-1,9.874281883E0
1.280160328E1,1.920240223E-1,-1.537388563E-1,9.881460190E0
1.281126052E1,1.872383654E-1,-1.680957973E-1,9.871889114E0
1.282091776E1,1.920240223E-1,-1.633101404E-1,9.883852959E0
1.283057500E1,1.872383654E-1,-1.824527234E-1,9.871889114E0
1.284023229E1,1.872383654E-1,-1.776670814E-1,9.879067421E0
1.284988953E1,1.633101404E-1,-1.657029688E-1,9.867103577E0
1.285954677E1,1.992024779E-1,-1.680957973E-1,9.874281883E0
1.286920401E1,2.111666054E-1,-1.585244983E-1,9.879067421E0
1.287886125E1,2.063809484E-1,-1.728814393E-1,9.883852959E0
1.288851854E1,1.896311939E-1,-1.489532143E-1,9.879067421E0
1.289817578E1,1.920240223E-1,-1.585244983E-1,9.883852959E0
1.290783302E1,2.039881349E-1,-1.776670814E-1,9.886245728E0
1.291749026E1,1.824527234E-1,-1.824527234E-1,9.888638496E0
1.292714756E1,1.776670814E-1,-1.417747438E-1,9.867103577E0
1.293680479E1,1.944168359E-1,-1.489532143E-1,9.883852959E0
1.294646203E1,2.039881349E-1,-1.585244983E-1,9.881460190E0
1.295611927E1,1.920240223E-1,-1.393819153E-1,9.864710808E0
1.296577651E1,1.992024779E-1,-1.609173268E-1,9.874281883E0
1.297543375E1,1.704886109E-1,-1.537388563E-1,9.883852959E0
1.298509104E1,1.920240223E-1,-1.537388563E-1,9.881460190E0
1.299474828E1,1.800599098E-1,-1.609173268E-1,9.864710808E0
1.300440552E1,1.968096644E-1,-1.776670814E-1,9.879067421E0
1.301406276E1,2.015953064E-1,-1.513460279E-1,9.879067421E0
1.302372006E1,2.111666054E-1,-1.633101404E-1,9.879067421E0
1.303337729E1,2.039881349E-1,-1.417747438E-1,9.883852959E0
1.304303453E1,1.848455518E-1,-1.609173268E-1,9.874281883E0
1.305269177E1,1.968096644E-1,-1.609173268E-1,9.862318039E0
1.306234901E1,1.872383654E-1,-1.633101404E-1,9.869496346E0
1.307200630E1,2.039881349E-1,-1.609173268E-1,9.879067421E0
1.308166354E1,1.752742529E-1,-1.752742529E-1,9.862318039E0
1.309132078E1,1.944168359E-1,-1.824527234E-1,9.881460190E0
1.310097802E1,1.872383654E-1,-1.657029688E-1,9.883852959E0
1.311063532E1,2.039881349E-1,-1.513460279E-1,9.886245728E0
1.312029256E1,1.920240223E-1,-1.513460279E-1,9.876674652E0
1.312994979E1,1.920240223E-1,-1.561316848E-1,9.883852959E0
1.313960703E1,2.039881349E-1,-1.657029688E-1,9.891031265E0
1.314926427E1,1.968096644E-1,-1.489532143E-1,9.881460190E0
1.315892156E1,1.824527234E-1,-1.800599098E-1,9.881460190E0
1.316857881E1,1.896311939E-1,-1.537388563E-1,9.883852959E0
1.317823604E1,1.968096644E-1,-1.704886109E-1,9.874281883E0
1.318789328E1,1.920240223E-1,-1.537388563E-1,9.881460190E0
1.319755058E1,2.039881349E-1,-1.537388563E-1,9.879067421E0
1.320720782E1,2.039881349E-1,-1.800599098E-1,9.867103577E0
1.321686506E1,1.896311939E-1,-1.322034448E-1,9.883852959E0
1.322652229E1,1.824527234E-1,-1.537388563E-1,9.871889114E0
1.323617953E1,1.776670814E-1,-1.561316848E-1,9.874281883E0
1.324583683E1,1.824527234E-1,-1.537388563E-1,9.874281883E0
1.325549406E1,1.920240223E-1,-1.585244983E-1,9.879067421E0
1.326515131E1,1.896311939E-1,-1.657029688E-1,9.891031265E0
1.327480860E1,2.087737769E-1,-1.657029688E-1,9.874281883E0
1.328446584E1,1.920240223E-1,-1.680957973E-1,9.876674652E0
1.329412308E1,1.944168359E-1,-1.680957973E-1,9.871889114E0
1.330378032E1,1.776670814E-1,-1.537388563E-1,9.886245728E0
1.331343756E1,1.920240223E-1,-1.609173268E-1,9.883852959E0
1.332309485E1,1.800599098E-1,-1.561316848E-1,9.879067421E0
1.333275209E1,1.920240223E-1,-1.609173268E-1,9.869496346E0
1.334240932E1,1.800599098E-1,-1.561316848E-1,9.871889114E0
1.335206657E1,2.087737769E-1,-1.513460279E-1,9.871889114E0
1.336172386E1,1.824527234E-1,-1.680957973E-1,9.859925270E0
1.337138110E1,1.920240223E-1,-1.561316848E-1,9.879067421E0
1.338103834E1,1.968096644E-1,-1.561316848E-1,9.881460190E0
1.339069558E1,1.824527234E-1,-1.704886109E-1,9.883852959E0
1.340035282E1,2.039881349E-1,-1.728814393E-1,9.879067421E0
1.341001011E1,1.896311939E-1,-1.657029688E-1,9.874281883E0
1.341966735E1,1.872383654E-1,-1.824527234E-1,9.888638496E0
1.342932459E1,1.968096644E-1,-1.393819153E-1,9.893424034E0
1.343898182E1,2.015953064E-1,-1.728814393E-1,9.867103577E0
1.344863906E1,1.944168359E-1,-1.824527234E-1,9.879067421E0
1.345829636E1,1.872383654E-1,-1.489532143E-1,9.883852959E0
1.346795360E1,2.039881349E-1,-1.633101404E-1,9.883852959E0
1.347761084E1,1.800599098E-1,-1.633101404E-1,9.876674652E0
1.348726808E1,2.015953064E-1,-1.633101404E-1,9.881460190E0
1.349692537E1,1.848455518E-1,-1.633101404E-1,9.876674652E0
1.350658261E1,1.920240223E-1,-1.680957973E-1,9.874281883E0
1.351623985E1,2.039881349E-1,-1.752742529E-1,9.888638496E0
1.352589709E1,1.944168359E-1,-1.441675574E-1,9.879067421E0
1.353555438E1,1.944168359E-1,-1.800599098E-1,9.876674652E0
1.354521162E1,1.872383654E-1,-1.633101404E-1,9.869496346E0
1.355486886E1,2.015953064E-1,-1.609173268E-1,9.867103577E0
1.356452610E1,1.872383654E-1,-1.609173268E-1,9.881460190E0
1.357418339E1,2.015953064E-1,-1.537388563E-1,9.879067421E0
1.358384063E1,1.992024779E-1,-1.369891018E-1,9.869496346E0
1.359349787E1,2.063809484E-1,-1.537388563E-1,9.867103577E0
1.360315511E1,1.944168359E-1,-1.585244983E-1,9.888638496E0
1.361281235E1,1.968096644E-1,-1.752742529E-1,9.879067421E0
1.362246964E1,2.015953064E-1,-1.489532143E-1,9.876674652E0
1.363212688E1,1.848455518E-1,-1.752742529E-1,9.876674652E0
1.364178412E1,1.680957973E-1,-1.704886109E-1,9.879067421E0
1.365144136E1,1.872383654E-1,-1.657029688E-1,9.879067421E0
1.366109865E1,1.920240223E-1,-1.561316848E-1,9.867103577E0
1.367075589E1,1.800599098E-1,-1.704886109E-1,9.881460190E0
1.368041313E1,1.800599098E-1,-1.561316848E-1,9.874281883E0
1.369007037E1,2.063809484E-1,-1.776670814E-1,9.879067421E0
1.369972766E1,1.776670814E-1,-1.633101404E-1,9.876674652E0
1.370938490E1,1.848455518E-1,-1.441675574E-1,9.876674652E0
1.371904214E1,2.111666054E-1,-1.417747438E-1,9.879067421E0
1.372869938E1,1.920240223E-1,-1.848455518E-1,9.869496346E0
1.373835662E1,1.872383654E-1,-1.609173268E-1,9.859925270E0
1.374801391E1,1.920240223E-1,-1.393819153E-1,9.874281883E0
1.375767115E1,1.992024779E-1,-1.609173268E-1,9.883852959E0
1.376732839E1,1.896311939E-1,-1.609173268E-1,9.876674652E0
1.377698563E1,1.896311939E-1,-1.776670814E-1,9.876674652E0
1.378664292E1,1.944168359E-1,-1.585244983E-1,9.876674652E0
1.379630016E1,2.015953064E-1,-1.513460279E-1,9.876674652E0
1.380595740E1,1.824527234E-1,-1.680957973E-1,9.886245728E0
1.381561464E1,1.800599098E-1,-1.561316848E-1,9.869496346E0
1.382527193E1,1.920240223E-1,-1.585244983E-1,9.881460190E0
1.383492917E1,1.968096644E-1,-1.704886109E-1,9.867103577E0
1.384458641E1,2.015953064E-1,-1.657029688E-1,9.881460190E0
1.385424365E1,2.063809484E-1,-1.465603858E-1,9.869496346E0
1.386390094E1,1.776670814E-1,-1.680957973E-1,9.881460190E0
1.387355818E1,1.872383654E-1,-1.609173268E-1,9.883852959E0
1.388321542E1,1.824527234E-1,-1.657029688E-1,9.876674652E0
1.389287266E1,2.135594189E-1,-1.704886109E-1,9.881460190E0
1.390252995E1,1.896311939E-1,-1.561316848E-1,9.876674652E0
1.391218719E1,1.824527234E-1,-1.752742529E-1,9.881460190E0
1.392184443E1,1.824527234E-1,-1.609173268E-1,9.864710808E0
1.393150167E1,1.992024779E-1,-1.776670814E-1,9.869496346E0
1.394115896E1,1.968096644E-1,-1.728814393E-1,9.876674652E0
1.395081620E1,2.039881349E-1,-1.657029688E-1,9.891031265E0
1.396047344E1,1.992024779E-1,-1.680957973E-1,9.888638496E0
1.397013068E1,1.824527234E-1,-1.704886109E-1,9.874281883E0
1.397978797E1,1.920240223E-1,-1.609173268E-1,9.883852959E0
1.398944521E1,1.896311939E-1,-1.489532143E-1,9.864710808E0
1.399910245E1,2.135594189E-1,-1.345962733E-1,9.874281883E0
1.400875969E1,1.872383654E-1,-1.704886109E-1,9.883852959E0
1.401841698E1,2.087737769E-1,-1.489532143E-1,9.891031265E0
1.402807422E1,1.752742529E-1,-1.489532143E-1,9.879067421E0
1.403773146E1,1.872383654E-1,-1.824527234E-1,9.869496346E0
1.404738870E1,1.752742529E-1,-1.489532143E-1,9.883852959E0
1.405704599E1,1.944168359E-1,-1.657029688E-1,9.876674652E0
1.406670323E1,1.944168359E-1,-1.489532143E-1,9.883852959E0
1.407636047E1,1.800599098E-1,-1.537388563E-1,9.879067421E0
1.408601771E1,2.063809484E-1,-1.561316848E-1,9.871889114E0
1.409567500E1,1.944168359E-1,-1.657029688E-1,9.891031265E0
1.410533224E1,1.848455518E-1,-1.585244983E-1,9.881460190E0
1.411498948E1,1.992024779E-1,-1.776670814E-1,9.888638496E0
1.412464672E1,1.968096644E-1,-1.537388563E-1,9.879067421E0
1.413430396E1,1.752742529E-1,-1.800599098E-1,9.883852959E0
1.414396125E1,1.872383654E-1,-1.657029688E-1,9.864710808E0
1.415361849E1,1.992024779E-1,-1.489532143E-1,9.888638496E0
1.416327573E1,1.776670814E-1,-1.657029688E-1,9.886245728E0
1.417293297E1,1.776670814E-1,-1.609173268E-1,9.879067421E0
1.418259026E1,1.872383654E-1,-1.585244983E-1,9.883852959E0
1.419224750E1,1.752742529E-1,-1.776670814E-1,9.879067421E0
1.420190474E1,1.896311939E-1,-1.776670814E-1,9.881460190E0
1.421156198E1,1.776670814E-1,-1.800599098E-1,9.876674652E0
1.422121927E1,1.704886109E-1,-1.704886109E-1,9.883852959E0
1.423087651E1,1.800599098E-1,-1.680957973E-1,9.867103577E0
1.424053375E1,2.111666054E-1,-1.704886109E-1,9.871889114E0
1.425019104E1,1.944168359E-1,-1.609173268E-1,9.886245728E0
1.425984828E1,1.800599098E-1,-1.585244983E-1,9.867103577E0
1.426950552E1,1.896311939E-1,-1.513460279E-1,9.879067421E0
1.427916276E1,1.824527234E-1,-1.585244983E-1,9.874281883E0
1.428882000E1,1.824527234E-1,-1.609173268E-1,9.874281883E0
1.429847729E1,2.015953064E-1,-1.393819153E-1,9.876674652E0
1.430813453E1,1.920240223E-1,-1.920240223E-1,9.883852959E0
1.431779177E1,1.920240223E-1,-1.345962733E-1,9.871889114E0
1.432744907E1,1.872383654E-1,-1.633101404E-1,9.874281883E0
1.433710630E1,1.728814393E-1,-1.417747438E-1,9.879067421E0
1.434676354E1,1.393819153E-1,-1.537388563E-1,9.886245728E0
1.435642078E1,1.920240223E-1,-1.752742529E-1,9.891031265E0
1.436607802E1,2.015953064E-1,-1.609173268E-1,9.879067421E0
1.437573532E1,1.920240223E-1,-1.800599098E-1,9.891031265E0
1.438539256E1,2.015953064E-1,-1.776670814E-1,9.886245728E0
1.439504979E1,2.087737769E-1,-1.728814393E-1,9.876674652E0
1.440470703E1,1.896311939E-1,-1.800599098E-1,9.867103577E0
1.441436433E1,1.800599098E-1,-1.537388563E-1,9.883852959E0
1.442402156E1,1.920240223E-1,-1.848455518E-1,9.876674652E0
1.443367881E1,1.872383654E-1,-1.274178028E-1,9.869496346E0
1.444333610E1,1.992024779E-1,-1.704886109E-1,9.879067421E0
1.445299334E1,2.063809484E-1,-1.728814393E-1,9.886245728E0
1.446265058E1,1.800599098E-1,-1.728814393E-1,9.898209572E0
1.447230782E1,1.920240223E-1,-1.680957973E-1,9.895816803E0
1.448196511E1,1.872383654E-1,-1.489532143E-1,9.883852959E0
1.449162235E1,1.968096644E-1,-1.704886109E-1,9.888638496E0
1.450127959E1,1.657029688E-1,-1.441675574E-1,9.864710808E0
1.451093683E1,2.087737769E-1,-1.369891018E-1,9.883852959E0
1.452059412E1,2.039881349E-1,-1.369891018E-1,9.867103577E0
1.453025136E1,1.896311939E-1,-1.704886109E-1,9.883852959E0
1.453990860E1,1.800599098E-1,-1.633101404E-1,9.879067421E0
1.454956584E1,1.896311939E-1,-1.345962733E-1,9.864710808E0
1.455922313E1,1.824527234E-1,-1.609173268E-1,9.888638496E0
1.456888037E1,1.968096644E-1,-1.585244983E-1,9.874281883E0
1.457853761E1,2.015953064E-1,-1.417747438E-1,9.881460190E0
1.458819485E1,2.111666054E-1,-1.489532143E-1,9.883852959E0
1.459785214E1,1.992024779E-1,-1.345962733E-1,9.867103577E0
1.460750938E1,2.039881349E-1,-1.872383654E-1,9.879067421E0
1.461716662E1,1.848455518E-1,-1.704886109E-1,9.867103577E0
1.462682386E1,1.776670814E-1,-1.489532143E-1,9.867103577E0
1.463648115E1,1.944168359E-1,-1.680957973E-1,9.888638496E0
1.464613839E1,1.848455518E-1,-1.633101404E-1,9.879067421E0
1.465579563E1,1.872383654E-1,-1.417747438E-1,9.886245728E0
1.466545287E1,1.872383654E-1,-1.489532143E-1,9.879067421E0
1.467511016E1,1.944168359E-1,-1.633101404E-1,9.864710808E0
1.468476740E1,1.800599098E-1,-1.585244983E-1,9.874281883E0
1.469442464E1,1.896311939E-1,-1.896311939E-1,9.888638496E0
1.470408193E1,1.968096644E-1,-1.465603858E-1,9.879067421E0
1.471373917E1,1.944168359E-1,-1.680957973E-1,9.864710808E0
1.472339641E1,1.561316848E-1,-1.609173268E-1,9.881460190E0
1.473305365E1,1.920240223E-1,-1.680957973E-1,9.876674652E0
1.474271094E1,1.728814393E-1,-1.824527234E-1,9.879067421E0
1.475236818E1,1.824527234E-1,-1.704886109E-1,9.871889114E0
1.476202542E1,1.704886109E-1,-1.417747438E-1,9.871889114E0
1.477168266E1,1.728814393E-1,-1.585244983E-1,9.871889114E0
1.478133995E1,1.824527234E-1,-1.561316848E-1,9.891031265E0
1.479099719E1,1.920240223E-1,-1.441675574E-1,9.871889114E0
1.480065443E1,1.800599098E-1,-1.537388563E-1,9.874281883E0
1.481031167E1,1.800599098E-1,-1.609173268E-1,9.862318039E0
1.481996896E1,2.015953064E-1,-1.537388563E-1,9.888638496E0
1.482962620E1,1.848455518E-1,-1.728814393E-1,9.874281883E0
1.483928344E1,1.800599098E-1,-1.752742529E-1,9.876674652E0
1.484894068E1,1.968096644E-1,-1.441675574E-1,9.876674652E0
1.485859797E1,1.848455518E-1,-1.465603858E-1,9.888638496E0
1.486825521E1,1.776670814E-1,-1.585244983E-1,9.879067421E0
1.487791245E1,1.992024779E-1,-1.417747438E-1,9.881460190E0
1.488756969E1,1.680957973E-1,-1.704886109E-1,9.876674652E0
1.489722698E1,1.752742529E-1,-1.585244983E-1,9.864710808E0
1.490688422E1,1.800599098E-1,-1.728814393E-1,9.874281883E0
1.491654146E1,2.015953064E-1,-1.609173268E-1,9.876674652E0
1.492619870E1,1.800599098E-1,-1.561316848E-1,9.876674652E0
1.493585599E1,1.992024779E-1,-1.609173268E-1,9.879067421E0
1.494551323E1,1.872383654E-1,-1.704886109E-1,9.886245728E0
1.495517047E1,1.848455518E-1,-1.537388563E-1,9.883852959E0
1.496482776E1,1.968096644E-1,-1.776670814E-1,9.871889114E0
1.497448500E1,2.015953064E-1,-1.704886109E-1,9.879067421E0
1.498414224E1,1.752742529E-1,-2.039881349E-1,9.874281883E0
1.499379948E1,1.848455518E-1,-1.657029688E-1,9.881460190E0
1.500345677E1,1.776670814E-1,-1.513460279E-1,9.881460190E0
