"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.073037733E1,1.776670814E-1,-1.609173268E-1,9.879067421E0
4.074003457E1,1.920240223E-1,-1.609173268E-1,9.867103577E0
4.074969181E1,1.848455518E-1,-1.561316848E-1,9.888638496E0
4.075934905E1,1.968096644E-1,-1.609173268E-1,9.883852959E0
4.076900629E1,1.848455518E-1,-1.537388563E-1,9.900602341E0
4.077866353E1,1.776670814E-1,-1.393819153E-1,9.876674652E0
4.078832077E1,1.752742529E-1,-1.585244983E-1,9.883852959E0
4.079797801E1,1.776670814E-1,-1.704886109E-1,9.874281883E0
4.080763525E1,1.704886109E-1,-1.537388563E-1,9.876674652E0
4.081729248E1,1.704886109E-1,-1.609173268E-1,9.879067421E0
4.082694973E1,1.752742529E-1,-1.561316848E-1,9.891031265E0
4.083660696E1,1.896311939E-1,-1.776670814E-1,9.876674652E0
4.084626420E1,1.872383654E-1,-1.441675574E-1,9.879067421E0
4.085592144E1,1.609173268E-1,-1.298106313E-1,9.879067421E0
4.086557868E1,1.657029688E-1,-1.537388563E-1,9.876674652E0
4.087523592E1,1.896311939E-1,-1.489532143E-1,9.879067421E0
4.088489321E1,1.704886109E-1,-1.513460279E-1,9.891031265E0
4.089455045E1,1.776670814E-1,-1.633101404E-1,9.888638496E0
4.090420769E1,1.728814393E-1,-1.537388563E-1,9.871889114E0
4.091386493E1,1.896311939E-1,-1.489532143E-1,9.879067421E0
4.092352217E1,1.920240223E-1,-1.752742529E-1,9.886245728E0
4.093317941E1,1.848455518E-1,-1.704886109E-1,9.886245728E0
4.094283665E1,1.704886109E-1,-1.752742529E-1,9.881460190E0
4.095249389E1,1.824527234E-1,-1.633101404E-1,9.879067421E0
4.096215113E1,1.800599098E-1,-1.585244983E-1,9.883852959E0
4.097180837E1,1.848455518E-1,-1.489532143E-1,9.876674652E0
4.098146561E1,1.752742529E-1,-1.393819153E-1,9.876674652E0
4.099112285E1,1.752742529E-1,-1.609173268E-1,9.871889114E0
4.100078009E1,1.968096644E-1,-1.848455518E-1,9.876674652E0
4.101043733E1,1.848455518E-1,-1.537388563E-1,9.883852959E0
4.102009462E1,2.015953064E-1,-1.657029688E-1,9.881460190E0
4.102975186E1,1.824527234E-1,-1.513460279E-1,9.881460190E0
4.103940910E1,1.824527234E-1,-1.633101404E-1,9.871889114E0
4.104906634E1,1.872383654E-1,-1.441675574E-1,9.879067421E0
4.105872358E1,1.800599098E-1,-1.609173268E-1,9.876674652E0
4.106838082E1,1.800599098E-1,-1.633101404E-1,9.883852959E0
4.107803806E1,1.800599098E-1,-1.513460279E-1,9.893424034E0
4.108769530E1,1.896311939E-1,-1.609173268E-1,9.876674652E0
4.109735254E1,1.824527234E-1,-1.776670814E-1,9.876674652E0
4.110700978E1,1.800599098E-1,-1.657029688E-1,9.874281883E0
4.111666702E1,2.063809484E-1,-1.704886109E-1,9.881460190E0
4.112632426E1,1.704886109E-1,-1.393819153E-1,9.883852959E0
4.113598150E1,1.872383654E-1,-1.657029688E-1,9.888638496E0
4.114563874E1,1.633101404E-1,-1.728814393E-1,9.881460190E0
4.115529598E1,1.992024779E-1,-1.585244983E-1,9.883852959E0
4.116495321E1,1.800599098E-1,-1.680957973E-1,9.874281883E0
4.117461045E1,1.609173268E-1,-1.609173268E-1,9.888638496E0
4.118426769E1,1.752742529E-1,-1.633101404E-1,9.886245728E0
4.119392498E1,1.824527234E-1,-1.393819153E-1,9.881460190E0
4.120358223E1,1.752742529E-1,-1.633101404E-1,9.886245728E0
4.121323946E1,1.824527234E-1,-1.680957973E-1,9.881460190E0
4.122289670E1,1.776670814E-1,-1.489532143E-1,9.874281883E0
4.123255394E1,1.872383654E-1,-1.585244983E-1,9.871889114E0
4.124221118E1,1.680957973E-1,-1.752742529E-1,9.879067421E0
4.125186842E1,1.944168359E-1,-1.561316848E-1,9.879067421E0
4.126152566E1,1.752742529E-1,-1.441675574E-1,9.888638496E0
4.127118290E1,1.585244983E-1,-1.776670814E-1,9.891031265E0
4.128084014E1,1.800599098E-1,-1.561316848E-1,9.881460190E0
4.129049738E1,1.896311939E-1,-1.609173268E-1,9.886245728E0
4.130015462E1,1.824527234E-1,-1.489532143E-1,9.874281883E0
4.130981186E1,1.704886109E-1,-1.752742529E-1,9.879067421E0
4.131946910E1,1.944168359E-1,-1.609173268E-1,9.876674652E0
4.132912634E1,1.776670814E-1,-1.465603858E-1,9.879067421E0
4.133878358E1,1.776670814E-1,-1.752742529E-1,9.879067421E0
4.134844082E1,1.944168359E-1,-1.561316848E-1,9.881460190E0
4.135809811E1,1.944168359E-1,-1.680957973E-1,9.869496346E0
4.136775535E1,1.944168359E-1,-1.609173268E-1,9.888638496E0
4.137741259E1,1.920240223E-1,-1.513460279E-1,9.867103577E0
4.138706983E1,1.872383654E-1,-1.489532143E-1,9.871889114E0
4.139672707E1,1.824527234E-1,-1.489532143E-1,9.888638496E0
4.140638431E1,1.800599098E-1,-1.369891018E-1,9.881460190E0
4.141604155E1,1.848455518E-1,-1.513460279E-1,9.883852959E0
4.142569879E1,2.039881349E-1,-1.537388563E-1,9.888638496E0
4.143535603E1,1.824527234E-1,-1.752742529E-1,9.879067421E0
4.144501327E1,1.561316848E-1,-1.657029688E-1,9.876674652E0
4.145467051E1,1.872383654E-1,-1.752742529E-1,9.888638496E0
4.146432775E1,1.657029688E-1,-1.513460279E-1,9.876674652E0
4.147398498E1,1.800599098E-1,-1.728814393E-1,9.881460190E0
4.148364223E1,1.896311939E-1,-1.728814393E-1,9.886245728E0
4.149329946E1,1.776670814E-1,-1.489532143E-1,9.879067421E0
4.150295670E1,1.896311939E-1,-1.322034448E-1,9.881460190E0
4.151261394E1,1.848455518E-1,-1.465603858E-1,9.883852959E0
4.152227118E1,1.800599098E-1,-1.441675574E-1,9.879067421E0
4.153192848E1,1.920240223E-1,-1.657029688E-1,9.874281883E0
4.154158566E1,1.752742529E-1,-1.728814393E-1,9.893424034E0
4.155124295E1,1.848455518E-1,-1.513460279E-1,9.883852959E0
4.156090019E1,1.968096644E-1,-1.657029688E-1,9.888638496E0
4.157055743E1,1.776670814E-1,-1.561316848E-1,9.879067421E0
4.158021467E1,1.824527234E-1,-1.417747438E-1,9.883852959E0
4.158987191E1,1.800599098E-1,-1.609173268E-1,9.879067421E0
4.159952915E1,1.920240223E-1,-1.704886109E-1,9.883852959E0
4.160918639E1,1.872383654E-1,-1.561316848E-1,9.891031265E0
4.161884363E1,1.609173268E-1,-1.633101404E-1,9.876674652E0
4.162850087E1,2.039881349E-1,-1.776670814E-1,9.871889114E0
4.163815811E1,1.848455518E-1,-1.704886109E-1,9.879067421E0
4.164781535E1,1.800599098E-1,-1.489532143E-1,9.881460190E0
4.165747259E1,1.752742529E-1,-1.633101404E-1,9.888638496E0
4.166712983E1,1.752742529E-1,-1.657029688E-1,9.881460190E0
4.167678707E1,1.776670814E-1,-1.704886109E-1,9.876674652E0
4.168644431E1,1.896311939E-1,-1.465603858E-1,9.867103577E0
4.169610155E1,1.680957973E-1,-1.561316848E-1,9.883852959E0
4.170575879E1,1.800599098E-1,-1.585244983E-1,9.879067421E0
4.171541603E1,1.609173268E-1,-1.704886109E-1,9.874281883E0
4.172507327E1,1.848455518E-1,-1.704886109E-1,9.869496346E0
4.173473056E1,1.848455518E-1,-1.489532143E-1,9.867103577E0
4.174438780E1,1.968096644E-1,-1.680957973E-1,9.879067421E0
4.175404504E1,1.704886109E-1,-1.657029688E-1,9.881460190E0
4.176370228E1,1.848455518E-1,-1.728814393E-1,9.876674652E0
4.177335952E1,1.824527234E-1,-1.609173268E-1,9.881460190E0
4.178301676E1,1.800599098E-1,-1.680957973E-1,9.869496346E0
4.179267400E1,1.872383654E-1,-1.537388563E-1,9.874281883E0
4.180233124E1,1.704886109E-1,-1.489532143E-1,9.879067421E0
4.181198848E1,1.968096644E-1,-1.537388563E-1,9.883852959E0
4.182164571E1,1.896311939E-1,-1.896311939E-1,9.879067421E0
4.183130295E1,1.872383654E-1,-1.633101404E-1,9.881460190E0
4.184096019E1,1.848455518E-1,-1.704886109E-1,9.883852959E0
4.185061743E1,1.609173268E-1,-1.704886109E-1,9.879067421E0
4.186027467E1,1.800599098E-1,-1.441675574E-1,9.879067421E0
4.186993191E1,1.585244983E-1,-1.561316848E-1,9.876674652E0
4.187958915E1,1.824527234E-1,-1.728814393E-1,9.888638496E0
4.188924639E1,1.657029688E-1,-1.561316848E-1,9.883852959E0
4.189890363E1,1.800599098E-1,-1.441675574E-1,9.876674652E0
4.190856087E1,1.800599098E-1,-1.776670814E-1,9.869496346E0
4.191821811E1,1.776670814E-1,-1.585244983E-1,9.871889114E0
4.192787535E1,1.968096644E-1,-1.561316848E-1,9.883852959E0
4.193753259E1,1.728814393E-1,-1.513460279E-1,9.869496346E0
4.194718988E1,1.585244983E-1,-1.561316848E-1,9.881460190E0
4.195684712E1,1.872383654E-1,-1.489532143E-1,9.881460190E0
4.196650436E1,1.800599098E-1,-1.657029688E-1,9.874281883E0
4.197616160E1,1.728814393E-1,-1.633101404E-1,9.883852959E0
4.198581884E1,1.728814393E-1,-1.561316848E-1,9.883852959E0
4.199547608E1,1.920240223E-1,-1.633101404E-1,9.879067421E0
4.200513332E1,1.800599098E-1,-1.417747438E-1,9.879067421E0
4.201479056E1,1.776670814E-1,-1.513460279E-1,9.879067421E0
4.202444780E1,1.800599098E-1,-1.585244983E-1,9.876674652E0
4.203410504E1,1.848455518E-1,-1.657029688E-1,9.883852959E0
4.204376228E1,1.848455518E-1,-1.776670814E-1,9.881460190E0
4.205341952E1,1.800599098E-1,-1.585244983E-1,9.876674652E0
4.206307676E1,1.776670814E-1,-1.704886109E-1,9.886245728E0
4.207273400E1,1.848455518E-1,-1.680957973E-1,9.881460190E0
4.208239124E1,1.896311939E-1,-1.513460279E-1,9.869496346E0
4.209204848E1,1.776670814E-1,-1.417747438E-1,9.879067421E0
4.210170571E1,1.657029688E-1,-1.585244983E-1,9.886245728E0
4.211136295E1,1.824527234E-1,-1.345962733E-1,9.867103577E0
4.212102019E1,1.800599098E-1,-1.537388563E-1,9.881460190E0
4.213067743E1,1.800599098E-1,-1.609173268E-1,9.886245728E0
4.214033467E1,1.896311939E-1,-1.441675574E-1,9.879067421E0
4.214999191E1,1.872383654E-1,-1.585244983E-1,9.881460190E0
4.215964915E1,1.968096644E-1,-1.633101404E-1,9.881460190E0
4.216930644E1,1.920240223E-1,-1.489532143E-1,9.883852959E0
4.217896368E1,1.704886109E-1,-1.537388563E-1,9.871889114E0
4.218862092E1,1.657029688E-1,-1.609173268E-1,9.881460190E0
4.219827816E1,1.872383654E-1,-1.680957973E-1,9.883852959E0
4.220793540E1,1.680957973E-1,-1.609173268E-1,9.883852959E0
4.221759264E1,1.752742529E-1,-1.561316848E-1,9.886245728E0
4.222724988E1,1.824527234E-1,-1.609173268E-1,9.891031265E0
4.223690712E1,1.896311939E-1,-1.537388563E-1,9.881460190E0
4.224656436E1,1.824527234E-1,-1.680957973E-1,9.881460190E0
4.225622160E1,1.776670814E-1,-1.585244983E-1,9.879067421E0
4.226587884E1,1.776670814E-1,-1.609173268E-1,9.879067421E0
4.227553608E1,1.848455518E-1,-1.537388563E-1,9.876674652E0
4.228519332E1,1.752742529E-1,-1.369891018E-1,9.876674652E0
4.229485056E1,1.800599098E-1,-1.657029688E-1,9.886245728E0
4.230450780E1,1.848455518E-1,-1.657029688E-1,9.881460190E0
4.231416504E1,1.680957973E-1,-1.609173268E-1,9.874281883E0
4.232382228E1,1.752742529E-1,-1.441675574E-1,9.879067421E0
4.233347952E1,1.752742529E-1,-1.704886109E-1,9.879067421E0
4.234313676E1,1.704886109E-1,-1.513460279E-1,9.871889114E0
4.235279400E1,1.872383654E-1,-1.776670814E-1,9.883852959E0
4.236245124E1,1.609173268E-1,-1.537388563E-1,9.881460190E0
4.237210848E1,1.872383654E-1,-1.537388563E-1,9.881460190E0
4.238176571E1,2.015953064E-1,-1.633101404E-1,9.871889114E0
4.239142295E1,1.752742529E-1,-1.489532143E-1,9.883852959E0
4.240108025E1,1.800599098E-1,-1.800599098E-1,9.886245728E0
4.241073749E1,1.776670814E-1,-1.680957973E-1,9.874281883E0
4.242039472E1,1.848455518E-1,-1.680957973E-1,9.883852959E0
4.243005196E1,1.896311939E-1,-1.704886109E-1,9.876674652E0
4.243970920E1,1.872383654E-1,-1.513460279E-1,9.891031265E0
4.244936644E1,1.657029688E-1,-1.513460279E-1,9.886245728E0
4.245902368E1,1.776670814E-1,-1.657029688E-1,9.891031265E0
4.246868092E1,1.609173268E-1,-1.633101404E-1,9.879067421E0
4.247833816E1,1.872383654E-1,-1.465603858E-1,9.883852959E0
4.248799540E1,1.776670814E-1,-1.800599098E-1,9.881460190E0
4.249765264E1,1.680957973E-1,-1.489532143E-1,9.881460190E0
4.250730988E1,1.824527234E-1,-1.680957973E-1,9.879067421E0
4.251696712E1,1.872383654E-1,-1.657029688E-1,9.869496346E0
4.252662436E1,1.752742529E-1,-1.657029688E-1,9.888638496E0
4.253628160E1,1.848455518E-1,-1.704886109E-1,9.883852959E0
4.254593884E1,1.824527234E-1,-1.513460279E-1,9.886245728E0
4.255559608E1,1.752742529E-1,-1.513460279E-1,9.869496346E0
4.256525332E1,1.824527234E-1,-1.585244983E-1,9.869496346E0
4.257491056E1,1.752742529E-1,-1.680957973E-1,9.886245728E0
4.258456780E1,1.752742529E-1,-1.561316848E-1,9.881460190E0
4.259422504E1,1.848455518E-1,-1.585244983E-1,9.893424034E0
4.260388228E1,1.704886109E-1,-1.585244983E-1,9.879067421E0
4.261353952E1,1.848455518E-1,-1.537388563E-1,9.869496346E0
4.262319676E1,1.704886109E-1,-1.441675574E-1,9.879067421E0
4.263285400E1,1.944168359E-1,-1.489532143E-1,9.881460190E0
4.264251124E1,1.728814393E-1,-1.561316848E-1,9.867103577E0
4.265216848E1,1.920240223E-1,-1.704886109E-1,9.883852959E0
4.266182571E1,1.728814393E-1,-1.657029688E-1,9.888638496E0
4.267148295E1,1.704886109E-1,-1.513460279E-1,9.891031265E0
4.268114019E1,1.824527234E-1,-1.561316848E-1,9.879067421E0
4.269079743E1,1.585244983E-1,-1.609173268E-1,9.879067421E0
4.270045472E1,1.728814393E-1,-1.609173268E-1,9.874281883E0
4.271011191E1,1.896311939E-1,-1.920240223E-1,9.874281883E0
4.271976920E1,1.872383654E-1,-1.680957973E-1,9.874281883E0
4.272942644E1,1.848455518E-1,-1.465603858E-1,9.871889114E0
4.273908368E1,1.920240223E-1,-1.657029688E-1,9.881460190E0
4.274874092E1,2.015953064E-1,-1.776670814E-1,9.869496346E0
4.275839816E1,2.039881349E-1,-1.680957973E-1,9.881460190E0
4.276805540E1,2.015953064E-1,-1.657029688E-1,9.888638496E0
4.277771264E1,1.752742529E-1,-1.704886109E-1,9.876674652E0
4.278736988E1,1.800599098E-1,-1.657029688E-1,9.876674652E0
4.279702712E1,1.728814393E-1,-1.657029688E-1,9.881460190E0
4.280668436E1,1.704886109E-1,-1.633101404E-1,9.891031265E0
4.281634160E1,1.848455518E-1,-1.609173268E-1,9.876674652E0
4.282599884E1,1.752742529E-1,-1.561316848E-1,9.876674652E0
4.283565608E1,1.824527234E-1,-1.513460279E-1,9.879067421E0
4.284531332E1,1.776670814E-1,-1.657029688E-1,9.891031265E0
4.285497056E1,1.728814393E-1,-1.537388563E-1,9.871889114E0
4.286462780E1,1.920240223E-1,-1.537388563E-1,9.881460190E0
4.287428504E1,1.824527234E-1,-1.513460279E-1,9.883852959E0
4.288394228E1,1.896311939E-1,-1.561316848E-1,9.881460190E0
4.289359952E1,1.944168359E-1,-1.633101404E-1,9.881460190E0
4.290325676E1,1.752742529E-1,-1.728814393E-1,9.876674652E0
4.291291400E1,1.848455518E-1,-1.465603858E-1,9.888638496E0
4.292257124E1,1.944168359E-1,-1.657029688E-1,9.888638496E0
4.293222848E1,1.728814393E-1,-1.489532143E-1,9.879067421E0
4.294188571E1,1.872383654E-1,-1.369891018E-1,9.874281883E0
4.295154295E1,1.752742529E-1,-1.465603858E-1,9.871889114E0
4.296120019E1,1.704886109E-1,-1.633101404E-1,9.883852959E0
4.297085743E1,1.752742529E-1,-1.633101404E-1,9.886245728E0
4.298051467E1,2.015953064E-1,-1.489532143E-1,9.888638496E0
4.299017191E1,1.896311939E-1,-1.680957973E-1,9.879067421E0
4.299982915E1,1.848455518E-1,-1.704886109E-1,9.891031265E0
4.300948639E1,1.728814393E-1,-1.704886109E-1,9.871889114E0
4.301914363E1,1.872383654E-1,-1.680957973E-1,9.871889114E0
4.302880087E1,1.896311939E-1,-1.704886109E-1,9.879067421E0
4.303845811E1,1.824527234E-1,-1.537388563E-1,9.881460190E0
4.304811535E1,1.896311939E-1,-1.657029688E-1,9.879067421E0
4.305777264E1,1.848455518E-1,-1.561316848E-1,9.867103577E0
4.306742988E1,1.896311939E-1,-1.704886109E-1,9.886245728E0
4.307708707E1,1.728814393E-1,-1.513460279E-1,9.879067421E0
4.308674431E1,1.609173268E-1,-1.465603858E-1,9.876674652E0
4.309640160E1,1.920240223E-1,-1.657029688E-1,9.881460190E0
4.310605884E1,1.848455518E-1,-1.585244983E-1,9.867103577E0
4.311571603E1,1.752742529E-1,-1.465603858E-1,9.891031265E0
4.312537332E1,1.680957973E-1,-1.537388563E-1,9.867103577E0
4.313503056E1,1.968096644E-1,-1.800599098E-1,9.888638496E0
4.314468780E1,1.944168359E-1,-1.513460279E-1,9.881460190E0
4.315434504E1,1.728814393E-1,-1.393819153E-1,9.869496346E0
4.316400228E1,1.776670814E-1,-1.417747438E-1,9.876674652E0
4.317365952E1,1.824527234E-1,-1.680957973E-1,9.869496346E0
4.318331676E1,1.896311939E-1,-1.465603858E-1,9.883852959E0
4.319297400E1,1.944168359E-1,-1.489532143E-1,9.869496346E0
4.320263124E1,1.776670814E-1,-1.848455518E-1,9.879067421E0
4.321228848E1,1.752742529E-1,-1.776670814E-1,9.883852959E0
4.322194571E1,1.680957973E-1,-1.513460279E-1,9.876674652E0
4.323160295E1,1.657029688E-1,-1.752742529E-1,9.893424034E0
4.324126019E1,1.872383654E-1,-1.800599098E-1,9.876674652E0
4.325091743E1,1.728814393E-1,-1.561316848E-1,9.876674652E0
4.326057467E1,1.752742529E-1,-1.680957973E-1,9.871889114E0
4.327023191E1,1.872383654E-1,-1.704886109E-1,9.879067421E0
4.327988915E1,1.872383654E-1,-1.657029688E-1,9.886245728E0
4.328954639E1,1.872383654E-1,-1.657029688E-1,9.871889114E0
4.329920363E1,1.824527234E-1,-1.633101404E-1,9.883852959E0
4.330886087E1,1.776670814E-1,-1.537388563E-1,9.893424034E0
4.331851811E1,1.585244983E-1,-1.657029688E-1,9.900602341E0
4.332817535E1,1.633101404E-1,-1.704886109E-1,9.879067421E0
4.333783259E1,1.728814393E-1,-1.585244983E-1,9.874281883E0
4.334748983E1,1.848455518E-1,-1.992024779E-1,9.886245728E0
4.335714707E1,1.800599098E-1,-1.704886109E-1,9.867103577E0
4.336680431E1,1.728814393E-1,-1.680957973E-1,9.881460190E0
4.337646155E1,1.800599098E-1,-1.465603858E-1,9.879067421E0
4.338611879E1,1.824527234E-1,-1.633101404E-1,9.893424034E0
4.339577603E1,1.800599098E-1,-1.680957973E-1,9.879067421E0
4.340543327E1,1.752742529E-1,-1.657029688E-1,9.879067421E0
4.341509051E1,1.704886109E-1,-1.441675574E-1,9.893424034E0
4.342474775E1,1.872383654E-1,-1.393819153E-1,9.881460190E0
4.343440498E1,1.824527234E-1,-1.274178028E-1,9.881460190E0
4.344406222E1,1.848455518E-1,-1.537388563E-1,9.874281883E0
4.345371946E1,1.728814393E-1,-1.393819153E-1,9.876674652E0
4.346337670E1,1.872383654E-1,-1.585244983E-1,9.881460190E0
4.347303394E1,1.944168359E-1,-1.657029688E-1,9.876674652E0
4.348269118E1,1.896311939E-1,-1.633101404E-1,9.881460190E0
4.349234842E1,1.752742529E-1,-1.537388563E-1,9.888638496E0
4.350200566E1,1.704886109E-1,-1.633101404E-1,9.876674652E0
4.351166290E1,1.920240223E-1,-1.633101404E-1,9.876674652E0
4.352132014E1,1.776670814E-1,-1.704886109E-1,9.886245728E0
4.353097738E1,1.680957973E-1,-1.609173268E-1,9.895816803E0
4.354063462E1,1.704886109E-1,-1.704886109E-1,9.881460190E0
4.355029186E1,1.848455518E-1,-1.609173268E-1,9.891031265E0
4.355994910E1,1.920240223E-1,-1.489532143E-1,9.893424034E0
4.356960634E1,1.824527234E-1,-1.776670814E-1,9.886245728E0
4.357926358E1,1.824527234E-1,-1.680957973E-1,9.881460190E0
4.358892082E1,1.848455518E-1,-1.633101404E-1,9.891031265E0
4.359857806E1,1.704886109E-1,-1.657029688E-1,9.888638496E0
4.360823530E1,1.800599098E-1,-1.657029688E-1,9.874281883E0
4.361789254E1,1.704886109E-1,-1.728814393E-1,9.876674652E0
4.362754978E1,1.680957973E-1,-1.728814393E-1,9.881460190E0
4.363720702E1,1.848455518E-1,-1.633101404E-1,9.881460190E0
4.364686426E1,1.800599098E-1,-1.633101404E-1,9.879067421E0
4.365652150E1,1.657029688E-1,-1.848455518E-1,9.871889114E0
4.366617874E1,1.896311939E-1,-1.537388563E-1,9.886245728E0
4.367583598E1,1.920240223E-1,-1.585244983E-1,9.888638496E0
4.368549321E1,1.752742529E-1,-1.585244983E-1,9.876674652E0
4.369515045E1,1.872383654E-1,-1.680957973E-1,9.888638496E0
4.370480769E1,1.800599098E-1,-1.417747438E-1,9.869496346E0
4.371446493E1,1.752742529E-1,-1.393819153E-1,9.883852959E0
4.372412217E1,1.680957973E-1,-1.345962733E-1,9.881460190E0
4.373377941E1,1.848455518E-1,-1.465603858E-1,9.888638496E0
4.374343665E1,1.824527234E-1,-1.633101404E-1,9.886245728E0
4.375309389E1,1.944168359E-1,-1.633101404E-1,9.871889114E0
4.376275118E1,1.848455518E-1,-1.489532143E-1,9.879067421E0
4.377240837E1,1.776670814E-1,-1.537388563E-1,9.893424034E0
4.378206561E1,1.848455518E-1,-1.609173268E-1,9.891031265E0
4.379172285E1,1.944168359E-1,-1.657029688E-1,9.876674652E0
4.380138009E1,1.824527234E-1,-1.393819153E-1,9.886245728E0
4.381103738E1,1.992024779E-1,-1.657029688E-1,9.879067421E0
4.382069457E1,1.800599098E-1,-1.752742529E-1,9.883852959E0
4.383035181E1,1.872383654E-1,-1.657029688E-1,9.881460190E0
4.384000905E1,1.752742529E-1,-1.800599098E-1,9.879067421E0
4.384966629E1,1.776670814E-1,-1.776670814E-1,9.876674652E0
4.385932358E1,1.752742529E-1,-1.513460279E-1,9.883852959E0
4.386898082E1,1.944168359E-1,-1.489532143E-1,9.874281883E0
4.387863801E1,1.752742529E-1,-1.585244983E-1,9.879067421E0
4.388829525E1,1.776670814E-1,-1.680957973E-1,9.891031265E0
4.389795254E1,1.776670814E-1,-1.633101404E-1,9.864710808E0
4.390760972E1,1.776670814E-1,-1.465603858E-1,9.871889114E0
4.391726696E1,1.680957973E-1,-1.728814393E-1,9.879067421E0
4.392692426E1,1.728814393E-1,-1.537388563E-1,9.876674652E0
4.393658150E1,1.872383654E-1,-1.728814393E-1,9.876674652E0
4.394623874E1,1.704886109E-1,-1.585244983E-1,9.881460190E0
4.395589598E1,1.752742529E-1,-1.585244983E-1,9.874281883E0
4.396555321E1,1.944168359E-1,-1.657029688E-1,9.874281883E0
4.397521045E1,1.848455518E-1,-1.513460279E-1,9.888638496E0
4.398486769E1,1.728814393E-1,-1.417747438E-1,9.888638496E0
4.399452493E1,1.800599098E-1,-1.633101404E-1,9.886245728E0
4.400418212E1,1.824527234E-1,-1.585244983E-1,9.879067421E0
4.401383936E1,1.920240223E-1,-1.561316848E-1,9.874281883E0
4.402349665E1,1.776670814E-1,-1.704886109E-1,9.876674652E0
4.403315384E1,1.680957973E-1,-1.537388563E-1,9.883852959E0
4.404281108E1,1.848455518E-1,-1.441675574E-1,9.871889114E0
4.405246832E1,1.848455518E-1,-1.537388563E-1,9.881460190E0
4.406212561E1,1.824527234E-1,-1.585244983E-1,9.883852959E0
4.407178285E1,1.728814393E-1,-1.609173268E-1,9.876674652E0
4.408144009E1,1.609173268E-1,-1.513460279E-1,9.886245728E0
4.409109733E1,1.680957973E-1,-1.585244983E-1,9.869496346E0
4.410075457E1,1.728814393E-1,-1.680957973E-1,9.879067421E0
4.411041176E1,1.848455518E-1,-1.633101404E-1,9.891031265E0
4.412006905E1,1.728814393E-1,-1.609173268E-1,9.881460190E0
4.412972624E1,1.752742529E-1,-1.728814393E-1,9.874281883E0
4.413938353E1,1.776670814E-1,-1.561316848E-1,9.879067421E0
4.414904071E1,1.872383654E-1,-1.609173268E-1,9.883852959E0
4.415869801E1,2.015953064E-1,-1.513460279E-1,9.876674652E0
4.416835525E1,2.015953064E-1,-1.657029688E-1,9.879067421E0
4.417801243E1,2.111666054E-1,-1.465603858E-1,9.874281883E0
4.418766972E1,1.800599098E-1,-1.609173268E-1,9.883852959E0
4.419732696E1,1.776670814E-1,-1.609173268E-1,9.883852959E0
4.420698415E1,1.848455518E-1,-1.585244983E-1,9.879067421E0
4.421664144E1,1.896311939E-1,-1.513460279E-1,9.879067421E0
4.422629863E1,1.848455518E-1,-1.657029688E-1,9.891031265E0
4.423595587E1,1.657029688E-1,-1.633101404E-1,9.879067421E0
4.424561316E1,1.848455518E-1,-1.537388563E-1,9.876674652E0
4.425527040E1,1.800599098E-1,-1.633101404E-1,9.874281883E0
4.426492759E1,1.872383654E-1,-1.680957973E-1,9.883852959E0
4.427458483E1,1.848455518E-1,-1.800599098E-1,9.893424034E0
4.428424212E1,1.657029688E-1,-1.513460279E-1,9.881460190E0
4.429389931E1,1.872383654E-1,-1.609173268E-1,9.876674652E0
4.430355660E1,1.824527234E-1,-1.441675574E-1,9.886245728E0
4.431321379E1,1.920240223E-1,-1.561316848E-1,9.879067421E0
4.432287103E1,1.800599098E-1,-1.489532143E-1,9.879067421E0
4.433252827E1,1.824527234E-1,-1.657029688E-1,9.876674652E0
4.434218551E1,1.920240223E-1,-1.752742529E-1,9.876674652E0
4.435184275E1,1.704886109E-1,-1.657029688E-1,9.879067421E0
4.436149998E1,1.848455518E-1,-1.704886109E-1,9.874281883E0
4.437115728E1,1.824527234E-1,-1.585244983E-1,9.881460190E0
4.438081446E1,2.087737769E-1,-1.345962733E-1,9.886245728E0
4.439047170E1,1.800599098E-1,-1.489532143E-1,9.874281883E0
4.440012894E1,1.896311939E-1,-1.393819153E-1,9.876674652E0
4.440978618E1,1.776670814E-1,-1.633101404E-1,9.881460190E0
4.441944342E1,1.680957973E-1,-1.585244983E-1,9.876674652E0
4.442910066E1,1.920240223E-1,-1.585244983E-1,9.881460190E0
4.443875790E1,1.800599098E-1,-1.752742529E-1,9.883852959E0
4.444841514E1,1.800599098E-1,-1.561316848E-1,9.874281883E0
4.445807238E1,1.848455518E-1,-1.345962733E-1,9.876674652E0
4.446772967E1,1.776670814E-1,-1.585244983E-1,9.869496346E0
4.447738686E1,2.015953064E-1,-1.657029688E-1,9.881460190E0
4.448704410E1,1.824527234E-1,-1.537388563E-1,9.881460190E0
4.449670134E1,1.944168359E-1,-1.465603858E-1,9.886245728E0
4.450635858E1,1.657029688E-1,-1.704886109E-1,9.874281883E0
4.451601582E1,1.752742529E-1,-1.633101404E-1,9.883852959E0
4.452567306E1,1.752742529E-1,-1.561316848E-1,9.867103577E0
4.453533030E1,1.848455518E-1,-1.489532143E-1,9.879067421E0
4.454498754E1,1.800599098E-1,-1.585244983E-1,9.881460190E0
4.455464478E1,1.776670814E-1,-1.680957973E-1,9.879067421E0
4.456430202E1,1.896311939E-1,-1.489532143E-1,9.879067421E0
