"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.512763509E0,-2.003988922E-1,9.032905847E-2,9.883852959E0,9.886297000E0
2.515177832E0,-1.692921966E-1,6.400800496E-2,9.874281883E0,9.875940440E0
2.517592207E0,-1.597209126E-1,7.118647546E-2,9.859925270E0,9.861475783E0
2.520006530E0,-1.381855011E-1,4.007977992E-2,9.869496346E0,9.870545058E0
2.522420853E0,-1.884347796E-1,7.118647546E-2,9.862318039E0,9.864374906E0
2.524835176E0,-2.027917206E-1,1.118644550E-1,9.881460190E0,9.884173897E0
2.527249551E0,-1.860419661E-1,7.597211748E-2,9.876674652E0,9.878718822E0
2.529663874E0,-1.764706671E-1,6.879365444E-2,9.874281883E0,9.876098277E0
2.532078197E0,-1.668993831E-1,8.315058798E-2,9.881460190E0,9.883219359E0
2.534492572E0,-1.788634956E-1,7.597211748E-2,9.905388832E0,9.907294879E0
2.536906894E0,-1.836491376E-1,8.793623000E-2,9.883852959E0,9.885950086E0
2.539321217E0,-1.932204217E-1,6.879365444E-2,9.898209572E0,9.900334309E0
2.541735592E0,-1.668993831E-1,1.046859920E-1,9.891031265E0,9.892993180E0
2.544149915E0,-1.668993831E-1,1.094716340E-1,9.891031265E0,9.893044978E0
2.546564238E0,-1.932204217E-1,6.161518395E-2,9.883852959E0,9.885933434E0
2.548978561E0,-1.668993831E-1,8.315058798E-2,9.879067421E0,9.880827017E0
2.551392936E0,-1.788634956E-1,3.290131316E-2,9.857531548E0,9.859209038E0
2.553807259E0,-1.525424421E-1,7.836493850E-2,9.874281883E0,9.875771006E0
2.556221582E0,-1.812563092E-1,8.793623000E-2,9.881460190E0,9.883513652E0
2.558635957E0,-1.980060786E-1,9.272187948E-2,9.876674652E0,9.879094389E0
2.561050280E0,-1.788634956E-1,1.525424421E-1,9.879067421E0,9.881863916E0
2.563464603E0,-1.812563092E-1,6.879365444E-2,9.874281883E0,9.876184948E0
2.565878978E0,-2.027917206E-1,8.793623000E-2,9.843174934E0,9.845656405E0
2.568293301E0,-2.051845491E-1,8.554340899E-2,9.862318039E0,9.864823135E0
2.570707624E0,-2.123630047E-1,1.046859920E-1,9.857531548E0,9.860374507E0
2.573121947E0,-1.812563092E-1,6.161518395E-2,9.886245728E0,9.888099153E0
2.575536322E0,-1.812563092E-1,7.836493850E-2,9.879067421E0,9.881040837E0
2.577950644E0,-1.884347796E-1,9.990034252E-2,9.888638496E0,9.890938229E0
2.580364967E0,-1.764706671E-1,8.075776696E-2,9.907781601E0,9.909682132E0
2.582779342E0,-2.027917206E-1,5.443671346E-2,9.902996063E0,9.905221798E0
2.585193665E0,-2.195414752E-1,6.161518395E-2,9.883852959E0,9.886482903E0
2.587607988E0,-2.270190418E-1,4.247260094E-2,9.871889114E0,9.874590435E0
2.590022363E0,-1.740778536E-1,6.400800496E-2,9.883852959E0,9.885593024E0
2.592436686E0,-1.884347796E-1,6.400800496E-2,9.876674652E0,9.878679409E0
2.594851009E0,-1.740778536E-1,7.597211748E-2,9.879067421E0,9.880893076E0
2.597265384E0,-2.219343036E-1,5.443671346E-2,9.891031265E0,9.893670587E0
2.599679707E0,-2.003988922E-1,9.032905847E-2,9.881460190E0,9.883904822E0
2.602094030E0,-2.147558331E-1,5.922235921E-2,9.871889114E0,9.874402364E0
2.604508353E0,-1.812563092E-1,4.486542568E-2,9.871889114E0,9.873654918E0
2.606922728E0,-1.692921966E-1,3.768695518E-2,9.871889114E0,9.873412523E0
2.609337051E0,-1.980060786E-1,9.272187948E-2,9.862318039E0,9.864741297E0
2.611751374E0,-1.860419661E-1,9.511470050E-2,9.881460190E0,9.883669051E0
2.614165749E0,-2.171486616E-1,5.443671346E-2,9.898209572E0,9.900740862E0
2.616580072E0,-1.860419661E-1,9.990034252E-2,9.891031265E0,9.893285156E0
2.618994394E0,-1.908276081E-1,5.922235921E-2,9.910174370E0,9.912188381E0
2.621408769E0,-1.692921966E-1,4.486542568E-2,9.891031265E0,9.892581677E0
2.623823092E0,-1.429711580E-1,8.554340899E-2,9.902996063E0,9.904397481E0
2.626237415E0,-1.573280841E-1,6.400800496E-2,9.886245728E0,9.887704675E0
2.628651738E0,-1.692921966E-1,9.750752151E-2,9.874281883E0,9.876214370E0
2.631066113E0,-1.477568001E-1,9.511470050E-2,9.886245728E0,9.887807313E0
2.633480436E0,-1.980060786E-1,8.075776696E-2,9.902996063E0,9.905304602E0
2.635894811E0,-1.884347796E-1,4.725824669E-2,9.876674652E0,9.878585080E0
2.638309134E0,-1.573280841E-1,3.290131316E-2,9.883852959E0,9.885159783E0
2.640723457E0,-1.764706671E-1,9.032905847E-2,9.895816803E0,9.897802354E0
2.643137780E0,-1.908276081E-1,1.046859920E-1,9.910174370E0,9.912564268E0
2.645552155E0,-1.812563092E-1,4.725824669E-2,9.847960472E0,9.849741756E0
2.647966478E0,-1.812563092E-1,8.315058798E-2,9.871889114E0,9.873903106E0
2.650380801E0,-1.764706671E-1,1.046859920E-1,9.879067421E0,9.881198012E0
2.652795176E0,-1.668993831E-1,4.007977992E-2,9.888638496E0,9.890128063E0
2.655209499E0,-2.243271172E-1,9.032905847E-2,9.883852959E0,9.886810977E0
2.657623822E0,-1.908276081E-1,5.443671346E-2,9.905388832E0,9.907376365E0
2.660038197E0,-1.836491376E-1,6.879365444E-2,9.905388832E0,9.907329988E0
2.662452519E0,-2.003988922E-1,9.990034252E-2,9.869496346E0,9.872036158E0
2.664866842E0,-2.027917206E-1,4.965107143E-2,9.881460190E0,9.883665575E0
2.667281165E0,-1.908276081E-1,5.682953820E-2,9.871889114E0,9.873896873E0
2.669695540E0,-1.884347796E-1,7.357929647E-2,9.869496346E0,9.871569262E0
2.672109863E0,-1.621137410E-1,1.214357466E-1,9.867103577E0,9.869182362E0
2.674524186E0,-1.932204217E-1,7.597211748E-2,9.881460190E0,9.883641099E0
2.676938561E0,-2.365903407E-1,6.879365444E-2,9.883852959E0,9.886923529E0
2.679352884E0,-1.764706671E-1,6.640082598E-2,9.900602341E0,9.902397572E0
2.681767207E0,-1.956132501E-1,6.400800496E-2,9.881460190E0,9.883603445E0
2.684181530E0,-1.645065546E-1,4.965107143E-2,9.895816803E0,9.897308616E0
2.686595905E0,-1.884347796E-1,4.007977992E-2,9.881460190E0,9.883337975E0
2.689010228E0,-1.645065546E-1,5.922235921E-2,9.879067421E0,9.880614495E0
2.691424551E0,-2.027917206E-1,1.214357466E-1,9.883852959E0,9.886678938E0
2.693838926E0,-1.716850251E-1,1.070788130E-1,9.876674652E0,9.878747077E0
2.696253249E0,-1.764706671E-1,4.965107143E-2,9.900602341E0,9.902299422E0
2.698667572E0,-1.764706671E-1,5.682953820E-2,9.871889114E0,9.873629838E0
2.701081947E0,-1.956132501E-1,5.682953820E-2,9.852746010E0,9.854851499E0
2.703496269E0,-1.621137410E-1,1.136590727E-2,9.895816803E0,9.897151118E0
2.705910592E0,-1.740778536E-1,1.262213886E-1,9.898209572E0,9.900544817E0
2.708324967E0,-1.836491376E-1,8.075776696E-2,9.871889114E0,9.873927461E0
2.710739290E0,-1.764706671E-1,8.554340899E-2,9.888638496E0,9.890582940E0
2.713153613E0,-1.932204217E-1,5.682953820E-2,9.879067421E0,9.881120222E0
2.715567988E0,-1.788634956E-1,7.597211748E-2,9.871889114E0,9.873801629E0
2.717982311E0,-1.716850251E-1,7.597211748E-2,9.881460190E0,9.883243546E0
2.720396634E0,-1.764706671E-1,1.094716340E-1,9.895816803E0,9.897995561E0
2.722810957E0,-2.051845491E-1,7.357929647E-2,9.879067421E0,9.881471941E0
2.725225332E0,-2.051845491E-1,4.725824669E-2,9.883852959E0,9.886095455E0
2.727639655E0,-2.243271172E-1,4.486542568E-2,9.867103577E0,9.869755243E0
2.730053978E0,-1.764706671E-1,1.854437590E-2,9.871889114E0,9.873483705E0
2.732468353E0,-1.668993831E-1,5.204389244E-2,9.883852959E0,9.885398994E0
2.734882676E0,-1.668993831E-1,2.333002165E-2,9.891031265E0,9.892466790E0
2.737296999E0,-1.645065546E-1,7.836493850E-2,9.859925270E0,9.861608885E0
2.739711374E0,-2.003988922E-1,9.511470050E-2,9.886245728E0,9.888734050E0
2.742125697E0,-1.932204217E-1,6.400800496E-2,9.883852959E0,9.885948638E0
2.744540019E0,-1.908276081E-1,8.554340899E-2,9.881460190E0,9.883672816E0
2.746954342E0,-1.621137410E-1,4.486542568E-2,9.907781601E0,9.909209354E0
2.749368717E0,-2.027917206E-1,8.554340899E-2,9.886245728E0,9.888695401E0
2.751783040E0,-1.453639716E-1,8.315058798E-2,9.895816803E0,9.897233700E0
2.754197363E0,-2.147558331E-1,7.597211748E-2,9.893424034E0,9.896046228E0
2.756611738E0,-2.027917206E-1,6.400800496E-2,9.902996063E0,9.905279024E0
2.759026061E0,-1.692921966E-1,8.793623000E-2,9.907781601E0,9.909617999E0
2.761440384E0,-1.645065546E-1,1.142572835E-1,9.869496346E0,9.871528516E0
2.763854759E0,-1.836491376E-1,8.315058798E-2,9.891031265E0,9.893085490E0
2.766269082E0,-1.812563092E-1,9.511470050E-2,9.891031265E0,9.893149152E0
2.768683405E0,-1.860419661E-1,9.032905847E-2,9.893424034E0,9.895585383E0
2.771097780E0,-1.812563092E-1,6.640082598E-2,9.888638496E0,9.890522445E0
2.773512103E0,-1.764706671E-1,1.070788130E-1,9.888638496E0,9.890792642E0
2.775926426E0,-1.812563092E-1,8.554340899E-2,9.905388832E0,9.907416386E0
2.778340749E0,-1.956132501E-1,5.204389244E-2,9.898209572E0,9.900279079E0
2.780755124E0,-2.051845491E-1,6.400800496E-2,9.879067421E0,9.881405307E0
2.783169447E0,-1.740778536E-1,8.075776696E-2,9.864710808E0,9.866577129E0
2.785583769E0,-2.051845491E-1,3.050848842E-2,9.869496346E0,9.871676128E0
2.787998144E0,-2.027917206E-1,5.922235921E-2,9.891031265E0,9.893287182E0
2.790412467E0,-2.051845491E-1,7.118647546E-2,9.900602341E0,9.902984142E0
2.792826790E0,-2.051845491E-1,9.032905847E-2,9.898209572E0,9.900748091E0
2.795241165E0,-2.075773627E-1,5.682953820E-2,9.874281883E0,9.876626988E0
2.797655488E0,-1.740778536E-1,4.725824669E-2,9.886245728E0,9.887891131E0
2.800069811E0,-1.692921966E-1,9.032905847E-2,9.891031265E0,9.892892331E0
2.802484134E0,-1.621137410E-1,4.007977992E-2,9.879067421E0,9.880478752E0
2.804898509E0,-1.788634956E-1,8.315058798E-2,9.888638496E0,9.890605516E0
2.807312832E0,-1.429711580E-1,7.836493850E-2,9.881460190E0,9.882805133E0
2.809727155E0,-1.477568001E-1,9.032905847E-2,9.876674652E0,9.878192830E0
2.812141530E0,-1.621137410E-1,1.022931710E-1,9.867103577E0,9.868965384E0
2.814555853E0,-2.003988922E-1,1.094716340E-1,9.879067421E0,9.881706172E0
2.816970176E0,-1.716850251E-1,4.486542568E-2,9.867103577E0,9.868699086E0
2.819384551E0,-1.932204217E-1,7.118647546E-2,9.869496346E0,9.871644228E0
2.821798874E0,-1.860419661E-1,8.315058798E-2,9.898209572E0,9.900306983E0
2.824213197E0,-2.075773627E-1,1.854437590E-2,9.867103577E0,9.869304193E0
2.826627572E0,-1.908276081E-1,6.161518395E-2,9.881460190E0,9.883494680E0
2.829041894E0,-1.764706671E-1,4.725824669E-2,9.869496346E0,9.871187029E0
2.831456217E0,-1.740778536E-1,6.400800496E-2,9.859925270E0,9.861669557E0
2.833870540E0,-1.645065546E-1,9.272187948E-2,9.864710808E0,9.866518083E0
2.836284915E0,-1.788634956E-1,5.443671346E-2,9.862318039E0,9.864090055E0
2.838699238E0,-1.621137410E-1,3.050848842E-2,9.859925270E0,9.861305084E0
2.841113561E0,-1.836491376E-1,5.204389244E-2,9.874281883E0,9.876126684E0
2.843527936E0,-1.645065546E-1,1.046859920E-1,9.862318039E0,9.864245469E0
2.845942259E0,-2.195414752E-1,5.682953820E-2,9.876674652E0,9.879277820E0
2.848356582E0,-1.908276081E-1,5.682953820E-2,9.867103577E0,9.869112309E0
2.850770957E0,-1.549352705E-1,7.357929647E-2,9.864710808E0,9.866201811E0
2.853185280E0,-1.980060786E-1,9.750752151E-2,9.847960472E0,9.850433472E0
2.855599603E0,-2.099701911E-1,7.836493850E-2,9.871889114E0,9.874432806E0
2.858013978E0,-1.884347796E-1,4.725824669E-2,9.888638496E0,9.890546614E0
2.860428301E0,-2.003988922E-1,1.094716340E-1,9.902996063E0,9.905628440E0
2.862842624E0,-1.573280841E-1,8.315058798E-2,9.879067421E0,9.880669980E0
2.865256947E0,-1.764706671E-1,7.118647546E-2,9.874281883E0,9.876115234E0
2.867671322E0,-1.668993831E-1,9.990034252E-2,9.891031265E0,9.892943696E0
2.870085644E0,-1.573280841E-1,1.238285750E-1,9.895816803E0,9.897841979E0
2.872499967E0,-2.243271172E-1,1.142572835E-1,9.888638496E0,9.891842533E0
2.874914342E0,-1.668993831E-1,1.022931710E-1,9.900602341E0,9.902537352E0
2.877328665E0,-1.788634956E-1,8.793623000E-2,9.902996063E0,9.905001563E0
2.879742988E0,-1.645065546E-1,6.879365444E-2,9.898209572E0,9.899815539E0
2.882157363E0,-1.262213886E-1,6.400800496E-2,9.907781601E0,9.908792314E0
2.884571686E0,-1.836491376E-1,9.032905847E-2,9.879067421E0,9.881187148E0
2.886986009E0,-2.171486616E-1,6.161518395E-2,9.879067421E0,9.881645768E0
2.889400332E0,-1.836491376E-1,1.238285750E-1,9.891031265E0,9.893511005E0
2.891814707E0,-1.932204217E-1,7.357929647E-2,9.891031265E0,9.893191979E0
2.894229030E0,-1.740778536E-1,8.075776696E-2,9.883852959E0,9.885715666E0
2.896643353E0,-1.573280841E-1,7.597211748E-2,9.859925270E0,9.861473025E0
2.899057728E0,-1.836491376E-1,5.682953820E-2,9.893424034E0,9.895291594E0
2.901472051E0,-1.908276081E-1,1.022931710E-1,9.881460190E0,9.883831977E0
2.903886374E0,-2.099701911E-1,9.032905847E-2,9.898209572E0,9.900848426E0
2.906300749E0,-1.740778536E-1,7.836493850E-2,9.852746010E0,9.854595278E0
2.908715072E0,-1.668993831E-1,6.161518395E-2,9.871889114E0,9.873492114E0
2.911129394E0,-1.645065546E-1,4.725824669E-2,9.883852959E0,9.885334848E0
2.913543769E0,-1.597209126E-1,7.357929647E-2,9.905388832E0,9.906949712E0
2.915958092E0,-1.692921966E-1,5.922235921E-2,9.881460190E0,9.883087707E0
2.918372415E0,-2.051845491E-1,8.315058798E-2,9.857531548E0,9.860017390E0
2.920786790E0,-1.046859920E-1,6.400800496E-2,9.895816803E0,9.896577508E0
2.923201113E0,-1.956132501E-1,7.597211748E-2,9.869496346E0,9.871727023E0
2.925615436E0,-1.836491376E-1,6.400800496E-2,9.876674652E0,9.878589283E0
2.928029811E0,-1.788634956E-1,8.793623000E-2,9.879067421E0,9.881077777E0
2.930444134E0,-1.788634956E-1,8.315058798E-2,9.857531548E0,9.859504774E0
2.932858457E0,-1.788634956E-1,7.357929647E-2,9.876674652E0,9.878568127E0
2.935272780E0,-2.123630047E-1,9.032905847E-2,9.857531548E0,9.860232533E0
2.937687155E0,-1.860419661E-1,6.161518395E-2,9.859925270E0,9.861872762E0
2.940101478E0,-1.932204217E-1,5.922235921E-2,9.881460190E0,9.883526542E0
2.942515801E0,-1.716850251E-1,6.161518395E-2,9.879067421E0,9.880751251E0
2.944930176E0,-1.812563092E-1,7.357929647E-2,9.902996063E0,9.904928005E0
2.947344499E0,-1.908276081E-1,9.272187948E-2,9.874281883E0,9.876560901E0
2.949758822E0,-1.501496136E-1,8.793623000E-2,9.879067421E0,9.880599718E0
2.952173144E0,-2.123630047E-1,1.615155302E-2,9.881460190E0,9.883755076E0
2.954587519E0,-1.860419661E-1,9.511470050E-2,9.874281883E0,9.876492349E0
2.957001842E0,-2.027917206E-1,4.965107143E-2,9.888638496E0,9.890842281E0
2.959416165E0,-1.908276081E-1,8.315058798E-2,9.895816803E0,9.898005829E0
2.961830540E0,-1.645065546E-1,4.007977992E-2,9.893424034E0,9.894872809E0
2.964244863E0,-1.764706671E-1,4.247260094E-2,9.879067421E0,9.880734736E0
2.966659186E0,-1.621137410E-1,5.922235921E-2,9.900602341E0,9.902106587E0
2.969073561E0,-1.788634956E-1,7.597211748E-2,9.867103577E0,9.869017018E0
2.971487884E0,-1.932204217E-1,1.094716340E-1,9.886245728E0,9.888739695E0
2.973902207E0,-1.908276081E-1,6.640082598E-2,9.924530983E0,9.926587504E0
2.976316530E0,-1.692921966E-1,9.750752151E-2,9.895816803E0,9.897745085E0
2.978730905E0,-1.429711580E-1,6.879365444E-2,9.852746010E0,9.854023404E0
2.981145228E0,-1.716850251E-1,8.315058798E-2,9.891031265E0,9.892870628E0
2.983559551E0,-1.956132501E-1,7.836493850E-2,9.864710808E0,9.866961281E0
2.985973926E0,-2.027917206E-1,7.357929647E-2,9.864710808E0,9.867069358E0
2.988388249E0,-1.764706671E-1,5.922235921E-2,9.888638496E0,9.890390311E0
2.990802572E0,-1.764706671E-1,6.400800496E-2,9.905388832E0,9.907167448E0
2.993216947E0,-1.597209126E-1,8.075776696E-2,9.888638496E0,9.890258030E0
2.995631269E0,-1.740778536E-1,6.640082598E-2,9.883852959E0,9.885608807E0
2.998045592E0,-2.027917206E-1,7.597211748E-2,9.859925270E0,9.862303107E0
3.000459915E0,-1.932204217E-1,7.118647546E-2,9.879067421E0,9.881213223E0
3.002874290E0,-1.501496136E-1,7.836493850E-2,9.895816803E0,9.897266096E0
3.005288613E0,-1.477568001E-1,5.682953820E-2,9.891031265E0,9.892298073E0
3.007702936E0,-1.692921966E-1,6.640082598E-2,9.869496346E0,9.871171513E0
3.010117311E0,-1.812563092E-1,1.022931710E-1,9.850353241E0,9.852551787E0
3.012531634E0,-1.692921966E-1,8.793623000E-2,9.879067421E0,9.880909155E0
3.014945957E0,-1.860419661E-1,8.793623000E-2,9.881460190E0,9.883602576E0
3.017360332E0,-1.668993831E-1,8.793623000E-2,9.874281883E0,9.876083783E0
3.019774655E0,-1.884347796E-1,4.247260094E-2,9.907781601E0,9.909664366E0
3.022188978E0,-1.692921966E-1,1.214357466E-1,9.912567139E0,9.914756364E0
3.024603353E0,-1.956132501E-1,9.272187948E-2,9.900602341E0,9.902968676E0
3.027017676E0,-1.716850251E-1,1.142572835E-1,9.881460190E0,9.883611989E0
3.029431999E0,-1.860419661E-1,9.990034252E-2,9.881460190E0,9.883716263E0
3.031846322E0,-1.932204217E-1,5.682953820E-2,9.893424034E0,9.895473857E0
3.034260697E0,-2.171486616E-1,8.793623000E-2,9.902996063E0,9.905766873E0
3.036675019E0,-1.645065546E-1,7.118647546E-2,9.895816803E0,9.897440079E0
3.039089342E0,-1.668993831E-1,9.272187948E-2,9.900602341E0,9.902443106E0
3.041503717E0,-1.381855011E-1,9.511470050E-2,9.869496346E0,9.870921951E0
3.043918040E0,-1.549352705E-1,5.443671346E-2,9.867103577E0,9.868470058E0
3.046332363E0,-1.788634956E-1,7.357929647E-2,9.840782166E0,9.842682546E0
3.048746738E0,-1.740778536E-1,7.836493850E-2,9.862318039E0,9.864165513E0
3.051161061E0,-1.668993831E-1,9.032905847E-2,9.888638496E0,9.890459345E0
3.053575384E0,-2.075773627E-1,9.990034252E-2,9.871889114E0,9.874576605E0
3.055989759E0,-2.027917206E-1,1.046859920E-1,9.876674652E0,9.879310999E0
3.058404082E0,-1.692921966E-1,9.272187948E-2,9.867103577E0,9.868991346E0
3.060818405E0,-1.764706671E-1,5.682953820E-2,9.874281883E0,9.876022185E0
3.063232728E0,-1.621137410E-1,6.879365444E-2,9.871889114E0,9.873459785E0
3.065647103E0,-1.860419661E-1,3.768695518E-2,9.888638496E0,9.890460213E0
3.068061426E0,-2.147558331E-1,6.640082598E-2,9.876674652E0,9.879232324E0
3.070475749E0,-1.716850251E-1,7.597211748E-2,9.864710808E0,9.866497192E0
3.072890124E0,-2.051845491E-1,9.272187948E-2,9.888638496E0,9.891201613E0
3.075304447E0,-1.501496136E-1,1.238285750E-1,9.871889114E0,9.873807427E0
3.077718769E0,-1.764706671E-1,8.315058798E-2,9.893424034E0,9.895347141E0
3.080133144E0,-2.027917206E-1,5.682953820E-2,9.888638496E0,9.890880921E0
3.082547467E0,-1.764706671E-1,6.161518395E-2,9.871889114E0,9.873658542E0
3.084961790E0,-1.860419661E-1,9.272187948E-2,9.833603859E0,9.835800619E0
3.087376165E0,-1.692921966E-1,7.836493850E-2,9.871889114E0,9.873651584E0
3.089790488E0,-1.692921966E-1,5.443671346E-2,9.867103577E0,9.868705903E0
3.092204811E0,-1.980060786E-1,5.443671346E-2,9.867103577E0,9.869240232E0
3.094619134E0,-1.740778536E-1,3.768695518E-2,9.879067421E0,9.880672878E0
3.097033509E0,-1.645065546E-1,4.725824669E-2,9.864710808E0,9.866195572E0
3.099447832E0,-1.812563092E-1,8.315058798E-2,9.855138779E0,9.857156193E0
3.101862155E0,-1.836491376E-1,8.315058798E-2,9.874281883E0,9.876339592E0
3.104276530E0,-1.764706671E-1,5.922235921E-2,9.898209572E0,9.899959692E0
3.106690853E0,-2.051845491E-1,7.118647546E-2,9.888638496E0,9.891023179E0
3.109105176E0,-2.051845491E-1,8.793623000E-2,9.898209572E0,9.900726549E0
3.111519551E0,-1.884347796E-1,6.161518395E-2,9.876674652E0,9.878664195E0
3.113933874E0,-2.075773627E-1,5.922235921E-2,9.869496346E0,9.871856652E0
3.116348197E0,-1.980060786E-1,8.075776696E-2,9.881460190E0,9.883773758E0
3.118762572E0,-1.812563092E-1,6.400800496E-2,9.876674652E0,9.878545088E0
3.121176894E0,-2.027917206E-1,8.315058798E-2,9.895816803E0,9.898243718E0
3.123591217E0,-1.525424421E-1,4.725824669E-2,9.879067421E0,9.880358073E0
3.126005540E0,-1.764706671E-1,6.161518395E-2,9.879067421E0,9.880835564E0
3.128419915E0,-1.908276081E-1,8.554340899E-2,9.891031265E0,9.893241751E0
3.130834238E0,-1.501496136E-1,6.640082598E-2,9.869496346E0,9.870861770E0
3.133248561E0,-1.621137410E-1,5.443671346E-2,9.876674652E0,9.878155010E0
3.135662936E0,-1.429711580E-1,5.443671346E-2,9.867103577E0,9.868289472E0
3.138077259E0,-1.621137410E-1,2.093719877E-2,9.862318039E0,9.863672558E0
3.140491582E0,-1.908276081E-1,5.204389244E-2,9.867103577E0,9.869085912E0
3.142905957E0,-2.075773627E-1,7.597211748E-2,9.867103577E0,9.869579176E0
3.145320280E0,-1.812563092E-1,9.511470050E-2,9.891031265E0,9.893149152E0
3.147734603E0,-1.884347796E-1,8.075776696E-2,9.886245728E0,9.888371153E0
3.150148926E0,-1.668993831E-1,5.204389244E-2,9.888638496E0,9.890183784E0
3.152563301E0,-1.980060786E-1,7.836493850E-2,9.900602341E0,9.902892213E0
3.154977624E0,-1.836491376E-1,5.204389244E-2,9.893424034E0,9.895265266E0
3.157391947E0,-1.381855011E-1,8.075776696E-2,9.879067421E0,9.880363868E0
3.159806322E0,-1.668993831E-1,8.075776696E-2,9.888638496E0,9.890376562E0
3.162220644E0,-1.621137410E-1,7.357929647E-2,9.871889114E0,9.873494288E0
3.164634967E0,-1.908276081E-1,3.529413417E-2,9.910174370E0,9.912074298E0
3.167049342E0,-1.908276081E-1,1.094716340E-1,9.893424034E0,9.895869761E0
3.169463665E0,-1.812563092E-1,7.836493850E-2,9.876674652E0,9.878648546E0
3.171877988E0,-2.099701911E-1,1.525424421E-1,9.883852959E0,9.887259781E0
3.174292363E0,-1.525424421E-1,3.290131316E-2,9.881460190E0,9.882692304E0
3.176706686E0,-1.477568001E-1,8.554340899E-2,9.874281883E0,9.875757817E0
3.179121009E0,-1.860419661E-1,6.161518395E-2,9.874281883E0,9.876226544E0
3.181535332E0,-1.884347796E-1,5.204389244E-2,9.874281883E0,9.876216834E0
3.183949707E0,-1.525424421E-1,5.682953820E-2,9.874281883E0,9.875623601E0
3.186364030E0,-2.051845491E-1,8.554340899E-2,9.883852959E0,9.886352598E0
3.188778353E0,-1.740778536E-1,8.315058798E-2,9.881460190E0,9.883343190E0
3.191192728E0,-1.692921966E-1,1.094716340E-1,9.907781601E0,9.909832498E0
3.193607051E0,-1.860419661E-1,7.597211748E-2,9.891031265E0,9.893072468E0
3.196021374E0,-1.908276081E-1,7.597211748E-2,9.867103577E0,9.869241102E0
3.198435749E0,-1.764706671E-1,7.597211748E-2,9.852746010E0,9.854619099E0
3.200850072E0,-2.123630047E-1,1.286142170E-1,9.869496346E0,9.872618588E0
3.203264394E0,-2.075773627E-1,7.357929647E-2,9.855138779E0,9.857599232E0
3.205678717E0,-2.147558331E-1,8.554340899E-2,9.891031265E0,9.893732220E0
3.208093092E0,-1.836491376E-1,8.315058798E-2,9.891031265E0,9.893085490E0
3.210507415E0,-1.381855011E-1,8.554340899E-2,9.893424034E0,9.894758816E0
3.212921738E0,-1.908276081E-1,8.315058798E-2,9.900602341E0,9.902790309E0
3.215336113E0,-1.860419661E-1,1.046859920E-1,9.883852959E0,9.886158004E0
3.217750436E0,-1.668993831E-1,1.118644550E-1,9.898209572E0,9.900248572E0
3.220164759E0,-1.980060786E-1,1.022931710E-1,9.874281883E0,9.876796698E0
3.222579134E0,-1.932204217E-1,6.879365444E-2,9.869496346E0,9.871627263E0
3.224993457E0,-1.956132501E-1,7.597211748E-2,9.881460190E0,9.883688167E0
3.227407780E0,-1.668993831E-1,9.032905847E-2,9.898209572E0,9.900028660E0
3.229822155E0,-1.645065546E-1,9.272187948E-2,9.922138214E0,9.923935031E0
3.232236478E0,-1.812563092E-1,6.879365444E-2,9.876674652E0,9.878577256E0
3.234650801E0,-1.501496136E-1,7.118647546E-2,9.888638496E0,9.890034567E0
3.237065124E0,-2.294118702E-1,7.357929647E-2,9.874281883E0,9.877220582E0
3.239479499E0,-2.171486616E-1,9.272187948E-2,9.898209572E0,9.901025382E0
3.241893822E0,-1.932204217E-1,1.118644550E-1,9.867103577E0,9.869629212E0
3.244308144E0,-1.597209126E-1,8.075776696E-2,9.869496346E0,9.871119020E0
3.246722519E0,-1.692921966E-1,7.118647546E-2,9.879067421E0,9.880774285E0
3.249136842E0,-1.477568001E-1,6.879365444E-2,9.900602341E0,9.901943817E0
3.251551165E0,-1.980060786E-1,7.836493850E-2,9.879067421E0,9.881362284E0
3.253965540E0,-1.884347796E-1,7.118647546E-2,9.867103577E0,9.869159446E0
3.256379863E0,-1.573280841E-1,6.161518395E-2,9.891031265E0,9.892474314E0
3.258794186E0,-2.027917206E-1,6.161518395E-2,9.879067421E0,9.881340700E0
3.261208509E0,-1.333998591E-1,1.070788130E-1,9.883852959E0,9.885333110E0
3.263622884E0,-1.549352705E-1,8.554340899E-2,9.876674652E0,9.878260211E0
3.266037207E0,-1.956132501E-1,8.793623000E-2,9.883852959E0,9.886179577E0
3.268451530E0,-1.621137410E-1,8.554340899E-2,9.871889114E0,9.873590696E0
3.270865905E0,-1.501496136E-1,8.793623000E-2,9.883852959E0,9.885384514E0
3.273280228E0,-1.836491376E-1,8.075776696E-2,9.876674652E0,9.878712011E0
3.275694551E0,-1.836491376E-1,5.682953820E-2,9.881460190E0,9.883330010E0
3.278108926E0,-2.003988922E-1,9.511470050E-2,9.891031265E0,9.893518384E0
3.280523249E0,-2.123630047E-1,9.750752151E-2,9.881460190E0,9.884222845E0
3.282937572E0,-1.788634956E-1,8.075776696E-2,9.888638496E0,9.890585689E0
3.285351947E0,-2.003988922E-1,7.118647546E-2,9.888638496E0,9.890925060E0
3.287766269E0,-1.692921966E-1,4.965107143E-2,9.874281883E0,9.875857825E0
3.290180592E0,-1.621137410E-1,7.597211748E-2,9.891031265E0,9.892651420E0
3.292594915E0,-1.573280841E-1,8.075776696E-2,9.871889114E0,9.873472977E0
