"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.116448396E1,-1.477568001E-1,8.315058798E-2,9.859925270E0,9.861382886E0
6.116689828E1,-1.908276081E-1,6.640082598E-2,9.864710808E0,9.866779797E0
6.116931265E1,-1.668993831E-1,4.007977992E-2,9.883852959E0,9.885343247E0
6.117172698E1,-1.908276081E-1,5.443671346E-2,9.888638496E0,9.890629396E0
6.117414135E1,-1.716850251E-1,6.161518395E-2,9.874281883E0,9.875966529E0
6.117655567E1,-1.740778536E-1,5.443671346E-2,9.881460190E0,9.883143323E0
6.117897005E1,-1.836491376E-1,9.511470050E-2,9.881460190E0,9.883624300E0
6.118138437E1,-1.788634956E-1,1.046859920E-1,9.876674652E0,9.878848794E0
6.118379875E1,-1.812563092E-1,6.640082598E-2,9.874281883E0,9.876168570E0
6.118621307E1,-1.716850251E-1,7.118647546E-2,9.874281883E0,9.876030881E0
6.118862744E1,-1.692921966E-1,4.007977992E-2,9.886245728E0,9.887776334E0
6.119104177E1,-1.884347796E-1,7.597211748E-2,9.874281883E0,9.876371912E0
6.119345614E1,-1.525424421E-1,7.597211748E-2,9.891031265E0,9.892499201E0
6.119587047E1,-1.573280841E-1,9.511470050E-2,9.895816803E0,9.897524394E0
6.119828484E1,-1.788634956E-1,9.032905847E-2,9.881460190E0,9.883491639E0
6.120069916E1,-1.573280841E-1,1.190429255E-1,9.905388832E0,9.907353393E0
6.120311354E1,-1.740778536E-1,9.032905847E-2,9.888638496E0,9.890583084E0
6.120552786E1,-1.932204217E-1,6.879365444E-2,9.886245728E0,9.888373035E0
6.120794224E1,-1.884347796E-1,8.075776696E-2,9.867103577E0,9.869233125E0
6.121035656E1,-1.645065546E-1,8.554340899E-2,9.888638496E0,9.890376706E0
6.121277093E1,-1.573280841E-1,5.682953820E-2,9.902996063E0,9.904408753E0
6.121518526E1,-1.692921966E-1,6.640082598E-2,9.886245728E0,9.887918057E0
6.121759963E1,-1.740778536E-1,5.443671346E-2,9.898209572E0,9.899889857E0
6.122001396E1,-1.573280841E-1,6.400800496E-2,9.883852959E0,9.885312259E0
6.122242833E1,-1.716850251E-1,6.161518395E-2,9.874281883E0,9.875966529E0
6.122484265E1,-1.788634956E-1,4.725824669E-2,9.874281883E0,9.876014794E0
6.122725698E1,-1.932204217E-1,5.682953820E-2,9.874281883E0,9.876335679E0
6.122967135E1,-1.956132501E-1,1.262213886E-1,9.888638496E0,9.891378453E0
6.123208567E1,-1.645065546E-1,8.793623000E-2,9.881460190E0,9.883220663E0
6.123450005E1,-2.099701911E-1,6.879365444E-2,9.869496346E0,9.871969315E0
6.123691437E1,-1.477568001E-1,8.554340899E-2,9.869496346E0,9.870972995E0
6.123932875E1,-1.597209126E-1,8.075776696E-2,9.888638496E0,9.890258030E0
6.124174307E1,-1.908276081E-1,8.075776696E-2,9.888638496E0,9.890809285E0
6.124415745E1,-1.573280841E-1,9.272187948E-2,9.879067421E0,9.880755162E0
6.124657177E1,-1.668993831E-1,6.400800496E-2,9.893424034E0,9.895038734E0
6.124898614E1,-1.884347796E-1,9.990034252E-2,9.898209572E0,9.900507082E0
6.125140047E1,-1.645065546E-1,1.046859920E-1,9.874281883E0,9.876206978E0
6.125381484E1,-1.788634956E-1,6.879365444E-2,9.883852959E0,9.885710598E0
6.125622916E1,-1.884347796E-1,5.922235921E-2,9.886245728E0,9.888218724E0
6.125864354E1,-1.740778536E-1,6.400800496E-2,9.871889114E0,9.873631288E0
6.126105786E1,-1.788634956E-1,8.075776696E-2,9.900602341E0,9.902547181E0
6.126347224E1,-1.573280841E-1,1.190429255E-1,9.879067421E0,9.881037215E0
6.126588656E1,-1.716850251E-1,8.315058798E-2,9.893424034E0,9.895262952E0
6.126830093E1,-1.956132501E-1,8.315058798E-2,9.893424034E0,9.895707033E0
6.127071526E1,-1.860419661E-1,7.118647546E-2,9.888638496E0,9.890644592E0
6.127312963E1,-1.836491376E-1,8.554340899E-2,9.888638496E0,9.890713624E0
6.127554396E1,-1.405783296E-1,7.836493850E-2,9.900602341E0,9.901910424E0
6.127795833E1,-1.884347796E-1,7.597211748E-2,9.881460190E0,9.883548700E0
6.128037265E1,-1.477568001E-1,8.793623000E-2,9.883852959E0,9.885348459E0
6.128278703E1,-1.860419661E-1,4.725824669E-2,9.874281883E0,9.876147410E0
6.128520135E1,-1.597209126E-1,5.682953820E-2,9.883852959E0,9.885306757E0
6.128761573E1,-1.764706671E-1,6.879365444E-2,9.886245728E0,9.888059923E0
6.129003005E1,-1.621137410E-1,6.640082598E-2,9.879067421E0,9.880620580E0
6.129244442E1,-2.051845491E-1,5.682953820E-2,9.891031265E0,9.893322485E0
6.129485875E1,-1.597209126E-1,6.879365444E-2,9.879067421E0,9.880597980E0
6.129727312E1,-1.645065546E-1,7.357929647E-2,9.883852959E0,9.885495720E0
6.129968744E1,-1.692921966E-1,5.922235921E-2,9.876674652E0,9.878302957E0
6.130210182E1,-1.692921966E-1,7.836493850E-2,9.871889114E0,9.873651584E0
6.130451614E1,-1.692921966E-1,9.032905847E-2,9.871889114E0,9.873753788E0
6.130693052E1,-1.621137410E-1,8.554340899E-2,9.869496346E0,9.871198339E0
6.130934484E1,-1.716850251E-1,8.315058798E-2,9.864710808E0,9.866555077E0
6.131175916E1,-1.740778536E-1,9.272187948E-2,9.859925270E0,9.861897727E0
6.131417354E1,-1.549352705E-1,9.032905847E-2,9.879067421E0,9.880695187E0
6.131658786E1,-2.147558331E-1,9.032905847E-2,9.905388832E0,9.908128346E0
6.131900224E1,-2.075773627E-1,7.836493850E-2,9.891031265E0,9.893519541E0
6.132141656E1,-1.740778536E-1,7.836493850E-2,9.864710808E0,9.866557834E0
6.132383093E1,-1.692921966E-1,4.725824669E-2,9.883852959E0,9.885415646E0
6.132624526E1,-1.908276081E-1,1.046859920E-1,9.871889114E0,9.874288279E0
6.132865963E1,-1.932204217E-1,8.315058798E-2,9.888638496E0,9.890875566E0
6.133107396E1,-1.812563092E-1,7.118647546E-2,9.910174370E0,9.912087439E0
6.133348833E1,-1.668993831E-1,9.032905847E-2,9.867103577E0,9.868928399E0
6.133590265E1,-1.621137410E-1,6.400800496E-2,9.867103577E0,9.868642809E0
6.133831703E1,-1.645065546E-1,8.554340899E-2,9.857531548E0,9.859275242E0
6.134073135E1,-1.980060786E-1,5.443671346E-2,9.857531548E0,9.859670277E0
6.134314573E1,-1.692921966E-1,7.118647546E-2,9.864710808E0,9.866420155E0
6.134556005E1,-1.860419661E-1,9.032905847E-2,9.857531548E0,9.859700764E0
6.134797442E1,-1.788634956E-1,1.022931710E-1,9.869496346E0,9.871646983E0
6.135038875E1,-1.788634956E-1,8.075776696E-2,9.876674652E0,9.878624203E0
6.135280312E1,-1.668993831E-1,9.272187948E-2,9.891031265E0,9.892873811E0
6.135521744E1,-1.549352705E-1,9.511470050E-2,9.888638496E0,9.890309553E0
6.135763182E1,-1.597209126E-1,1.046859920E-1,9.888638496E0,9.890482356E0
6.136004614E1,-1.525424421E-1,1.046859920E-1,9.891031265E0,9.892761386E0
6.136246052E1,-1.645065546E-1,8.075776696E-2,9.881460190E0,9.883159399E0
6.136487484E1,-1.764706671E-1,7.597211748E-2,9.886245728E0,9.888112471E0
6.136728922E1,-1.764706671E-1,8.793623000E-2,9.883852959E0,9.885819338E0
6.136970354E1,-1.980060786E-1,9.990034252E-2,9.883852959E0,9.886340870E0
6.137211791E1,-1.549352705E-1,8.554340899E-2,9.871889114E0,9.873475442E0
6.137453224E1,-1.692921966E-1,6.161518395E-2,9.874281883E0,9.875925222E0
6.137694661E1,-1.860419661E-1,6.400800496E-2,9.869496346E0,9.871457175E0
6.137936093E1,-1.501496136E-1,8.075776696E-2,9.879067421E0,9.880538438E0
6.138177531E1,-1.477568001E-1,1.046859920E-1,9.893424034E0,9.895081119E0
6.138418963E1,-1.692921966E-1,8.554340899E-2,9.891031265E0,9.892849792E0
6.138660401E1,-1.597209126E-1,8.315058798E-2,9.891031265E0,9.892670230E0
6.138901833E1,-1.692921966E-1,6.161518395E-2,9.852746010E0,9.854392940E0
6.139143271E1,-1.860419661E-1,4.725824669E-2,9.881460190E0,9.883324362E0
6.139384703E1,-1.980060786E-1,6.640082598E-2,9.891031265E0,9.893235819E0
6.139626140E1,-1.932204217E-1,9.990034252E-2,9.869496346E0,9.871893047E0
6.139867573E1,-1.333998591E-1,9.511470050E-2,9.881460190E0,9.882818313E0
6.140109010E1,-1.812563092E-1,9.750752151E-2,9.881460190E0,9.883603445E0
6.140350442E1,-1.788634956E-1,6.640082598E-2,9.898209572E0,9.900048179E0
6.140591875E1,-1.788634956E-1,9.032905847E-2,9.907781601E0,9.909807654E0
6.140833312E1,-1.836491376E-1,1.094716340E-1,9.869496346E0,9.871811848E0
6.141074745E1,-1.740778536E-1,8.075776696E-2,9.855138779E0,9.857006912E0
6.141316182E1,-2.003988922E-1,6.161518395E-2,9.859925270E0,9.862154049E0
6.141557614E1,-1.788634956E-1,4.965107143E-2,9.869496346E0,9.871241841E0
6.141799052E1,-1.668993831E-1,6.400800496E-2,9.869496346E0,9.871114959E0
6.142040484E1,-1.884347796E-1,8.075776696E-2,9.883852959E0,9.885978899E0
6.142281922E1,-1.860419661E-1,7.597211748E-2,9.879067421E0,9.881111096E0
6.142523354E1,-1.597209126E-1,5.204389244E-2,9.891031265E0,9.892457674E0
6.142764791E1,-1.573280841E-1,8.075776696E-2,9.900602341E0,9.902181611E0
6.143006224E1,-1.764706671E-1,8.793623000E-2,9.907781601E0,9.909743232E0
6.143247661E1,-1.668993831E-1,7.118647546E-2,9.881460190E0,9.883125943E0
6.143489093E1,-2.003988922E-1,8.793623000E-2,9.879067421E0,9.881491062E0
6.143730531E1,-1.860419661E-1,6.400800496E-2,9.886245728E0,9.888203235E0
6.143971963E1,-1.716850251E-1,7.597211748E-2,9.914959908E0,9.916737240E0
6.144213401E1,-1.645065546E-1,7.836493850E-2,9.874281883E0,9.875963051E0
6.144454833E1,-1.908276081E-1,8.793623000E-2,9.876674652E0,9.878909360E0
6.144696271E1,-1.908276081E-1,9.032905847E-2,9.871889114E0,9.874146505E0
6.144937703E1,-1.860419661E-1,1.142572835E-1,9.891031265E0,9.893440546E0
6.145179140E1,-1.884347796E-1,6.879365444E-2,9.879067421E0,9.881103852E0
6.145420573E1,-2.099701911E-1,7.836493850E-2,9.898209572E0,9.900746501E0
6.145662010E1,-2.270190418E-1,8.793623000E-2,9.902996063E0,9.905988161E0
6.145903442E1,-1.764706671E-1,8.554340899E-2,9.891031265E0,9.892975238E0
6.146144880E1,-1.716850251E-1,4.965107143E-2,9.883852959E0,9.885468643E0
6.146386312E1,-2.003988922E-1,7.357929647E-2,9.874281883E0,9.876589307E0
6.146627750E1,-2.123630047E-1,9.032905847E-2,9.871889114E0,9.874586172E0
6.146869182E1,-1.668993831E-1,6.879365444E-2,9.876674652E0,9.878324258E0
6.147110620E1,-1.980060786E-1,7.118647546E-2,9.914959908E0,9.917192339E0
6.147352052E1,-1.956132501E-1,7.118647546E-2,9.862318039E0,9.864514644E0
6.147593489E1,-2.123630047E-1,6.400800496E-2,9.876674652E0,9.879164805E0
6.147834922E1,-2.051845491E-1,7.836493850E-2,9.874281883E0,9.876724380E0
6.148076359E1,-1.932204217E-1,1.046859920E-1,9.874281883E0,9.876726988E0
6.148317791E1,-1.621137410E-1,8.075776696E-2,9.874281883E0,9.875942760E0
6.148559229E1,-1.836491376E-1,5.204389244E-2,9.895816803E0,9.897657590E0
6.148800661E1,-1.668993831E-1,7.118647546E-2,9.900602341E0,9.902264874E0
6.149042099E1,-1.645065546E-1,4.486542568E-2,9.874281883E0,9.875754048E0
6.149283531E1,-1.956132501E-1,7.118647546E-2,9.876674652E0,9.878868065E0
6.149524968E1,-1.621137410E-1,7.357929647E-2,9.888638496E0,9.890240952E0
6.149766401E1,-1.668993831E-1,5.443671346E-2,9.888638496E0,9.890196665E0
6.150007833E1,-1.501496136E-1,5.682953820E-2,9.871889114E0,9.873194477E0
6.150249270E1,-1.645065546E-1,9.032905847E-2,9.886245728E0,9.888026918E0
6.150490703E1,-1.645065546E-1,7.836493850E-2,9.874281883E0,9.875963051E0
6.150732140E1,-1.812563092E-1,4.725824669E-2,9.881460190E0,9.883235436E0
6.150973573E1,-2.027917206E-1,8.315058798E-2,9.886245728E0,9.888674992E0
6.151215010E1,-1.381855011E-1,9.750752151E-2,9.871889114E0,9.873337715E0
6.151456442E1,-1.764706671E-1,4.007977992E-2,9.869496346E0,9.871155272E0
6.151697880E1,-1.956132501E-1,5.682953820E-2,9.867103577E0,9.869206003E0
6.151939312E1,-2.341975123E-1,6.640082598E-2,9.881460190E0,9.884458155E0
6.152180750E1,-1.980060786E-1,9.511470050E-2,9.871889114E0,9.874332783E0
6.152422182E1,-1.788634956E-1,6.161518395E-2,9.900602341E0,9.902409570E0
6.152663620E1,-1.621137410E-1,4.247260094E-2,9.886245728E0,9.887666022E0
6.152905052E1,-1.812563092E-1,8.793623000E-2,9.895816803E0,9.897867287E0
6.153146489E1,-1.621137410E-1,6.879365444E-2,9.874281883E0,9.875852173E0
6.153387922E1,-1.668993831E-1,6.400800496E-2,9.888638496E0,9.890253978E0
6.153629359E1,-1.310070455E-1,3.768695518E-2,9.879067421E0,9.880007908E0
6.153870791E1,-1.453639716E-1,5.682953820E-2,9.867103577E0,9.868337918E0
6.154112229E1,-1.956132501E-1,4.725824669E-2,9.879067421E0,9.881116890E0
6.154353661E1,-1.549352705E-1,2.811566554E-2,9.867103577E0,9.868359966E0
6.154595099E1,-1.740778536E-1,4.725824669E-2,9.888638496E0,9.890283502E0
6.154836531E1,-1.788634956E-1,7.118647546E-2,9.867103577E0,9.868981338E0
6.155077968E1,-1.501496136E-1,6.640082598E-2,9.859925270E0,9.861292020E0
6.155319401E1,-1.836491376E-1,6.879365444E-2,9.893424034E0,9.895367537E0
6.155560838E1,-1.668993831E-1,8.315058798E-2,9.902996063E0,9.904751408E0
6.155802271E1,-1.692921966E-1,6.640082598E-2,9.891031265E0,9.892702786E0
6.156043708E1,-1.884347796E-1,9.272187948E-2,9.883852959E0,9.886083872E0
6.156285140E1,-1.812563092E-1,7.836493850E-2,9.864710808E0,9.866687095E0
6.156526578E1,-1.692921966E-1,7.357929647E-2,9.886245728E0,9.887968869E0
6.156768010E1,-1.453639716E-1,9.750752151E-2,9.895816803E0,9.897364730E0
6.157009448E1,-1.788634956E-1,5.682953820E-2,9.907781601E0,9.909558920E0
6.157250880E1,-1.740778536E-1,9.511470050E-2,9.898209572E0,9.900197101E0
6.157492317E1,-2.027917206E-1,8.793623000E-2,9.888638496E0,9.891108561E0
6.157733750E1,-1.836491376E-1,8.793623000E-2,9.847960472E0,9.850065241E0
6.157975187E1,-1.740778536E-1,7.357929647E-2,9.869496346E0,9.871305644E0
6.158216620E1,-1.740778536E-1,1.022931710E-1,9.859925270E0,9.861992361E0
6.158458052E1,-1.668993831E-1,7.357929647E-2,9.857531548E0,9.859218911E0
6.158699489E1,-1.956132501E-1,6.879365444E-2,9.874281883E0,9.876458870E0
6.158940927E1,-1.668993831E-1,7.597211748E-2,9.879067421E0,9.880769215E0
6.159182359E1,-1.692921966E-1,8.315058798E-2,9.888638496E0,9.890437057E0
6.159423791E1,-1.716850251E-1,5.443671346E-2,9.859925270E0,9.861570130E0
6.159665229E1,-1.333998591E-1,5.443671346E-2,9.883852959E0,9.884903044E0
6.159906661E1,-1.740778536E-1,3.768695518E-2,9.871889114E0,9.873495738E0
6.160148099E1,-1.740778536E-1,6.400800496E-2,9.886245728E0,9.887985372E0
6.160389531E1,-1.525424421E-1,5.204389244E-2,9.883852959E0,9.885167023E0
6.160630968E1,-1.908276081E-1,8.554340899E-2,9.888638496E0,9.890849517E0
6.160872401E1,-2.147558331E-1,1.118644550E-1,9.888638496E0,9.891602754E0
6.161113838E1,-1.956132501E-1,9.032905847E-2,9.874281883E0,9.876632351E0
6.161355271E1,-1.549352705E-1,8.793623000E-2,9.867103577E0,9.868711705E0
6.161596708E1,-1.549352705E-1,9.511470050E-2,9.881460190E0,9.883132460E0
6.161838140E1,-1.692921966E-1,8.075776696E-2,9.893424034E0,9.895201907E0
6.162079578E1,-1.645065546E-1,7.357929647E-2,9.876674652E0,9.878318607E0
6.162321010E1,-1.884347796E-1,3.768695518E-2,9.876674652E0,9.878543929E0
6.162562448E1,-1.597209126E-1,9.750752151E-2,9.874281883E0,9.876054941E0
6.162803880E1,-1.549352705E-1,6.161518395E-2,9.879067421E0,9.880474405E0
6.163045317E1,-1.573280841E-1,1.118644550E-1,9.879067421E0,9.880953339E0
6.163286750E1,-1.668993831E-1,7.118647546E-2,9.879067421E0,9.880733577E0
6.163528187E1,-1.668993831E-1,4.247260094E-2,9.879067421E0,9.880568427E0
6.163769620E1,-1.692921966E-1,5.443671346E-2,9.886245728E0,9.887844952E0
6.164011057E1,-1.740778536E-1,7.357929647E-2,9.876674652E0,9.878482636E0
6.164252489E1,-1.764706671E-1,6.400800496E-2,9.879067421E0,9.880850775E0
6.164493927E1,-1.860419661E-1,1.094716340E-1,9.881460190E0,9.883817640E0
6.164735359E1,-1.716850251E-1,1.262213886E-1,9.876674652E0,9.878973113E0
6.164976797E1,-1.645065546E-1,6.640082598E-2,9.891031265E0,9.892622047E0
6.165218229E1,-1.597209126E-1,5.443671346E-2,9.893424034E0,9.894862973E0
6.165459666E1,-1.477568001E-1,8.315058798E-2,9.876674652E0,9.878129796E0
6.165701099E1,-1.788634956E-1,1.166501045E-1,9.891031265E0,9.893336085E0
6.165942536E1,-2.027917206E-1,6.879365444E-2,9.895816803E0,9.898133523E0
6.166183968E1,-1.549352705E-1,6.879365444E-2,9.859925270E0,9.861382451E0
6.166425406E1,-2.027917206E-1,8.075776696E-2,9.876674652E0,9.879086419E0
6.166666838E1,-1.908276081E-1,7.836493850E-2,9.883852959E0,9.886005541E0
6.166908276E1,-2.003988922E-1,9.750752151E-2,9.876674652E0,9.879188712E0
6.167149708E1,-1.908276081E-1,8.075776696E-2,9.874281883E0,9.876455827E0
6.167391146E1,-1.621137410E-1,9.750752151E-2,9.859925270E0,9.861739954E0
6.167632578E1,-1.716850251E-1,6.161518395E-2,9.883852959E0,9.885535974E0
6.167874015E1,-1.860419661E-1,6.161518395E-2,9.891031265E0,9.892972634E0
6.168115448E1,-1.788634956E-1,5.443671346E-2,9.900602341E0,9.902367506E0
6.168356880E1,-1.716850251E-1,5.682953820E-2,9.871889114E0,9.873545464E0
6.168598317E1,-1.429711580E-1,5.204389244E-2,9.895816803E0,9.896986386E0
6.168839755E1,-1.645065546E-1,6.400800496E-2,9.879067421E0,9.880644338E0
6.169081187E1,-1.668993831E-1,6.879365444E-2,9.862318039E0,9.863970046E0
6.169322620E1,-1.692921966E-1,4.486542568E-2,9.881460190E0,9.883012103E0
6.169564057E1,-1.884347796E-1,4.965107143E-2,9.879067421E0,9.880989121E0
6.169805494E1,-1.668993831E-1,8.554340899E-2,9.879067421E0,9.880847443E0
6.170046927E1,-1.788634956E-1,7.597211748E-2,9.898209572E0,9.900117001E0
6.170288359E1,-1.286142170E-1,5.922235921E-2,9.888638496E0,9.889652179E0
6.170529797E1,-1.716850251E-1,7.597211748E-2,9.871889114E0,9.873674199E0
6.170771229E1,-1.836491376E-1,9.032905847E-2,9.874281883E0,9.876402637E0
6.171012666E1,-1.908276081E-1,8.554340899E-2,9.881460190E0,9.883672816E0
6.171254099E1,-1.836491376E-1,5.922235921E-2,9.883852959E0,9.885736371E0
6.171495536E1,-1.884347796E-1,7.118647546E-2,9.895816803E0,9.897866708E0
6.171736968E1,-2.171486616E-1,6.400800496E-2,9.883852959E0,9.886445260E0
6.171978406E1,-1.884347796E-1,9.032905847E-2,9.893424034E0,9.895630658E0
6.172219838E1,-1.621137410E-1,6.400800496E-2,9.879067421E0,9.880604789E0
6.172461276E1,-1.716850251E-1,6.640082598E-2,9.879067421E0,9.880782253E0
6.172702708E1,-2.195414752E-1,5.922235921E-2,9.891031265E0,9.893644689E0
6.172944146E1,-2.099701911E-1,6.161518395E-2,9.859925270E0,9.862353180E0
6.173185578E1,-1.836491376E-1,8.793623000E-2,9.888638496E0,9.890734609E0
6.173427015E1,-1.932204217E-1,7.597211748E-2,9.888638496E0,9.890817823E0
6.173668448E1,-1.668993831E-1,7.357929647E-2,9.900602341E0,9.902282364E0
6.173909885E1,-1.764706671E-1,5.922235921E-2,9.886245728E0,9.887997966E0
6.174151317E1,-1.525424421E-1,1.094716340E-1,9.898209572E0,9.899990200E0
6.174392755E1,-1.740778536E-1,7.357929647E-2,9.891031265E0,9.892836626E0
6.174634187E1,-1.525424421E-1,7.357929647E-2,9.871889114E0,9.873341775E0
6.174875625E1,-1.453639716E-1,3.768695518E-2,9.888638496E0,9.889778678E0
6.175117057E1,-1.716850251E-1,5.443671346E-2,9.869496346E0,9.871139611E0
6.175358495E1,-1.740778536E-1,6.879365444E-2,9.881460190E0,9.883232829E0
6.175599927E1,-1.836491376E-1,7.597211748E-2,9.867103577E0,9.869104912E0
6.175841364E1,-1.692921966E-1,8.075776696E-2,9.862318039E0,9.864101518E0
6.176082797E1,-1.884347796E-1,8.315058798E-2,9.888638496E0,9.890783235E0
6.176324234E1,-1.692921966E-1,9.990034252E-2,9.895816803E0,9.897768947E0
6.176565666E1,-1.740778536E-1,7.118647546E-2,9.886245728E0,9.888034446E0
6.176807104E1,-1.453639716E-1,7.357929647E-2,9.876674652E0,9.878018363E0
6.177048536E1,-1.860419661E-1,6.161518395E-2,9.862318039E0,9.864265059E0
6.177289974E1,-1.764706671E-1,6.400800496E-2,9.874281883E0,9.876066101E0
6.177531406E1,-1.645065546E-1,9.750752151E-2,9.871889114E0,9.873741176E0
6.177772843E1,-1.645065546E-1,4.247260094E-2,9.893424034E0,9.894882791E0
6.178014276E1,-1.956132501E-1,8.075776696E-2,9.869496346E0,9.871765013E0
6.178255713E1,-1.549352705E-1,6.161518395E-2,9.879067421E0,9.880474405E0
6.178497146E1,-1.525424421E-1,8.793623000E-2,9.883852959E0,9.885421149E0
6.178738578E1,-1.740778536E-1,8.315058798E-2,9.893424034E0,9.895304757E0
6.178980015E1,-1.764706671E-1,5.443671346E-2,9.888638496E0,9.890362813E0
6.179221453E1,-1.980060786E-1,7.597211748E-2,9.876674652E0,9.878951379E0
6.179462885E1,-1.429711580E-1,7.118647546E-2,9.891031265E0,9.892320646E0
6.179704317E1,-1.477568001E-1,8.793623000E-2,9.876674652E0,9.878171239E0
6.179945755E1,-1.692921966E-1,9.272187948E-2,9.869496346E0,9.871383657E0
6.180187192E1,-1.860419661E-1,6.879365444E-2,9.900602341E0,9.902589100E0
6.180428625E1,-1.788634956E-1,5.443671346E-2,9.881460190E0,9.883228773E0
6.180670057E1,-1.812563092E-1,8.075776696E-2,9.886245728E0,9.888236964E0
6.180911495E1,-1.740778536E-1,1.501496136E-1,9.864710808E0,9.867389084E0
6.181152927E1,-1.549352705E-1,1.022931710E-1,9.883852959E0,9.885596499E0
6.181394364E1,-1.836491376E-1,6.879365444E-2,9.879067421E0,9.881013748E0
6.181635797E1,-1.501496136E-1,8.315058798E-2,9.869496346E0,9.870988656E0
6.181877234E1,-1.453639716E-1,5.204389244E-2,9.874281883E0,9.875488948E0
6.182118666E1,-1.381855011E-1,5.682953820E-2,9.869496346E0,9.870627282E0
6.182360104E1,-1.573280841E-1,6.161518395E-2,9.905388832E0,9.906829789E0
6.182601536E1,-1.381855011E-1,8.075776696E-2,9.874281883E0,9.875578958E0
6.182842974E1,-1.788634956E-1,7.836493850E-2,9.881460190E0,9.883389535E0
6.183084406E1,-1.716850251E-1,4.247260094E-2,9.888638496E0,9.890219966E0
6.183325843E1,-1.788634956E-1,6.640082598E-2,9.902996063E0,9.904833782E0
6.183567276E1,-1.549352705E-1,9.990034252E-2,9.891031265E0,9.892749087E0
6.183808713E1,-1.573280841E-1,6.640082598E-2,9.869496346E0,9.870973575E0
6.184050146E1,-1.884347796E-1,8.075776696E-2,9.859925270E0,9.862056368E0
6.184291583E1,-1.836491376E-1,6.879365444E-2,9.871889114E0,9.873836856E0
6.184533015E1,-1.932204217E-1,8.554340899E-2,9.883852959E0,9.886111527E0
6.184774453E1,-1.788634956E-1,7.118647546E-2,9.893424034E0,9.895296801E0
6.185015885E1,-1.812563092E-1,5.204389244E-2,9.869496346E0,9.871297814E0
6.185257323E1,-1.956132501E-1,7.118647546E-2,9.893424034E0,9.895613734E0
6.185498755E1,-1.788634956E-1,8.554340899E-2,9.893424034E0,9.895410499E0
6.185740192E1,-1.668993831E-1,6.879365444E-2,9.876674652E0,9.878324258E0
6.185981625E1,-1.788634956E-1,8.075776696E-2,9.871889114E0,9.873839610E0
6.186223062E1,-2.075773627E-1,7.118647546E-2,9.871889114E0,9.874327854E0
6.186464494E1,-1.980060786E-1,3.290131316E-2,9.869496346E0,9.871537217E0
6.186705932E1,-2.171486616E-1,2.811566554E-2,9.867103577E0,9.869532766E0
6.186947364E1,-1.668993831E-1,5.204389244E-2,9.883852959E0,9.885398994E0
6.187188802E1,-1.764706671E-1,4.247260094E-2,9.886245728E0,9.887911832E0
6.187430234E1,-1.501496136E-1,8.793623000E-2,9.888638496E0,9.890169311E0
6.187671672E1,-1.621137410E-1,6.879365444E-2,9.891031265E0,9.892598896E0
6.187913104E1,-2.003988922E-1,7.118647546E-2,9.893424034E0,9.895709492E0
6.188154541E1,-1.812563092E-1,9.032905847E-2,9.914959908E0,9.917027940E0
6.188395974E1,-1.692921966E-1,7.597211748E-2,9.898209572E0,9.899948704E0
6.188637411E1,-1.573280841E-1,4.486542568E-2,9.886245728E0,9.887599285E0
6.188878843E1,-2.003988922E-1,5.204389244E-2,9.869496346E0,9.871667863E0
6.189120281E1,-1.525424421E-1,9.750752151E-2,9.869496346E0,9.871156722E0
6.189361713E1,-1.716850251E-1,5.204389244E-2,9.907781601E0,9.909405662E0
6.189603151E1,-1.597209126E-1,8.554340899E-2,9.888638496E0,9.890298264E0
6.189844583E1,-1.597209126E-1,9.750752151E-2,9.874281883E0,9.876054941E0
6.190086015E1,-1.788634956E-1,8.554340899E-2,9.879067421E0,9.881056772E0
6.190327453E1,-1.884347796E-1,7.597211748E-2,9.886245728E0,9.888333227E0
6.190568885E1,-1.980060786E-1,6.400800496E-2,9.881460190E0,9.883651092E0
6.190810323E1,-1.597209126E-1,9.750752151E-2,9.883852959E0,9.885624300E0
6.191051755E1,-2.003988922E-1,7.836493850E-2,9.888638496E0,9.890979329E0
6.191293192E1,-1.286142170E-1,9.032905847E-2,9.883852959E0,9.885102441E0
6.191534630E1,-1.740778536E-1,6.161518395E-2,9.888638496E0,9.890362523E0
6.191776062E1,-1.908276081E-1,7.597211748E-2,9.879067421E0,9.881202358E0
6.192017495E1,-1.884347796E-1,4.007977992E-2,9.862318039E0,9.864199469E0
6.192258932E1,-1.788634956E-1,5.443671346E-2,9.895816803E0,9.897582821E0
6.192500364E1,-1.884347796E-1,1.046859920E-1,9.898209572E0,9.900556527E0
6.192741802E1,-2.051845491E-1,6.879365444E-2,9.881460190E0,9.883829660E0
6.192983234E1,-1.477568001E-1,8.315058798E-2,9.891031265E0,9.892484298E0
6.193224672E1,-1.716850251E-1,9.032905847E-2,9.874281883E0,9.876187412E0
6.193466104E1,-1.668993831E-1,7.836493850E-2,9.859925270E0,9.861649091E0
6.193707541E1,-1.764706671E-1,5.682953820E-2,9.876674652E0,9.878414533E0
6.193948974E1,-1.668993831E-1,8.554340899E-2,9.871889114E0,9.873670430E0
6.194190411E1,-2.003988922E-1,6.879365444E-2,9.881460190E0,9.883731470E0
6.194431843E1,-1.716850251E-1,9.511470050E-2,9.891031265E0,9.892978421E0
